id,unit_id,type,title,description
10110102,101101,101,"好感度效果1",""
10110103,101101,102,"好感度效果2",""
10110104,101101,103,"好感度效果3",""
10110105,101101,104,"好感度效果4",""
10110106,101101,105,"好感度效果5",""
10110107,101101,106,"好感度效果6",""
10110108,101101,107,"好感度效果7",""
10110109,101101,202,"★6才能开花效果",""
10110110,101101,108,"好感度效果8",""
10110111,101101,109,"好感度效果9",""
10110112,101101,110,"好感度效果10",""
10110113,101101,111,"好感度效果11",""
10120101,101201,201,"解锁效果1",""
10120102,101201,101,"好感度效果1",""
10120103,101201,102,"好感度效果2",""
10120104,101201,103,"好感度效果3",""
10120105,101201,104,"好感度效果4",""
10120106,101201,105,"好感度效果5",""
10120107,101201,106,"好感度效果6",""
10120108,101201,107,"好感度效果7",""
10120109,101201,202,"★6才能开花效果",""
10120110,101201,108,"好感度效果8",""
10120111,101201,109,"好感度效果9",""
10120112,101201,110,"好感度效果10",""
10120113,101201,111,"好感度效果11",""
10130101,101301,201,"解锁效果1",""
10130102,101301,101,"好感度效果1",""
10130103,101301,102,"好感度效果2",""
10130104,101301,103,"好感度效果3",""
10130105,101301,104,"好感度效果4",""
10130106,101301,105,"好感度效果5",""
10130107,101301,106,"好感度效果6",""
10130108,101301,107,"好感度效果7",""
10130109,101301,202,"★6才能开花效果",""
10130110,101301,108,"好感度效果8",""
10130111,101301,109,"好感度效果9",""
10130112,101301,110,"好感度效果10",""
10130113,101301,111,"好感度效果11",""
10140101,101401,201,"解锁效果1",""
10140102,101401,101,"好感度效果1",""
10140103,101401,102,"好感度效果2",""
10140104,101401,103,"好感度效果3",""
10140105,101401,104,"好感度效果4",""
10140106,101401,105,"好感度效果5",""
10140107,101401,106,"好感度效果6",""
10140108,101401,107,"好感度效果7",""
10150101,101501,201,"解锁效果1",""
10150102,101501,101,"好感度效果1",""
10150103,101501,102,"好感度效果2",""
10150104,101501,103,"好感度效果3",""
10150105,101501,104,"好感度效果4",""
10150106,101501,105,"好感度效果5",""
10150107,101501,106,"好感度效果6",""
10150108,101501,107,"好感度效果7",""
10160101,101601,201,"解锁效果1",""
10160102,101601,101,"好感度效果1",""
10160103,101601,102,"好感度效果2",""
10160104,101601,103,"好感度效果3",""
10160105,101601,104,"好感度效果4",""
10160106,101601,105,"好感度效果5",""
10160107,101601,106,"好感度效果6",""
10160108,101601,107,"好感度效果7",""
10160109,101601,202,"★6才能开花效果",""
10160110,101601,108,"好感度效果8",""
10160111,101601,109,"好感度效果9",""
10160112,101601,110,"好感度效果10",""
10160113,101601,111,"好感度效果11",""
10170101,101701,201,"解锁效果1",""
10170102,101701,101,"好感度效果1",""
10170103,101701,102,"好感度效果2",""
10170104,101701,103,"好感度效果3",""
10170105,101701,104,"好感度效果4",""
10170106,101701,105,"好感度效果5",""
10170107,101701,106,"好感度效果6",""
10170108,101701,107,"好感度效果7",""
10170109,101701,202,"★6才能开花效果",""
10170110,101701,108,"好感度效果8",""
10170111,101701,109,"好感度效果9",""
10170112,101701,110,"好感度效果10",""
10170113,101701,111,"好感度效果11",""
10180101,101801,201,"解锁效果1",""
10180102,101801,101,"好感度效果1",""
10180103,101801,102,"好感度效果2",""
10180104,101801,103,"好感度效果3",""
10180105,101801,104,"好感度效果4",""
10180106,101801,105,"好感度效果5",""
10180107,101801,106,"好感度效果6",""
10180108,101801,107,"好感度效果7",""
10180109,101801,202,"★6才能开花效果",""
10180110,101801,108,"好感度效果8",""
10180111,101801,109,"好感度效果9",""
10180112,101801,110,"好感度效果10",""
10180113,101801,111,"好感度效果11",""
10200101,102001,201,"解锁效果1",""
10200102,102001,101,"好感度效果1",""
10200103,102001,102,"好感度效果2",""
10200104,102001,103,"好感度效果3",""
10200105,102001,104,"好感度效果4",""
10200106,102001,105,"好感度效果5",""
10200107,102001,106,"好感度效果6",""
10200108,102001,107,"好感度效果7",""
10200109,102001,202,"★6才能开花效果",""
10200110,102001,108,"好感度效果8",""
10200111,102001,109,"好感度效果9",""
10200112,102001,110,"好感度效果10",""
10200113,102001,111,"好感度效果11",""
10210101,102101,201,"解锁效果1",""
10210102,102101,101,"好感度效果1",""
10210103,102101,102,"好感度效果2",""
10210104,102101,103,"好感度效果3",""
10210105,102101,104,"好感度效果4",""
10210106,102101,105,"好感度效果5",""
10210107,102101,106,"好感度效果6",""
10210108,102101,107,"好感度效果7",""
10210109,102101,202,"★6才能开花效果",""
10210110,102101,108,"好感度效果8",""
10210111,102101,109,"好感度效果9",""
10210112,102101,110,"好感度效果10",""
10210113,102101,111,"好感度效果11",""
10220101,102201,201,"解锁效果1",""
10220102,102201,101,"好感度效果1",""
10220103,102201,102,"好感度效果2",""
10220104,102201,103,"好感度效果3",""
10220105,102201,104,"好感度效果4",""
10220106,102201,105,"好感度效果5",""
10220107,102201,106,"好感度效果6",""
10220108,102201,107,"好感度效果7",""
10220109,102201,202,"★6才能开花效果",""
10220110,102201,108,"好感度效果8",""
10220111,102201,109,"好感度效果9",""
10220112,102201,110,"好感度效果10",""
10220113,102201,111,"好感度效果11",""
10230101,102301,201,"解锁效果1",""
10230102,102301,101,"好感度效果1",""
10230103,102301,102,"好感度效果2",""
10230104,102301,103,"好感度效果3",""
10230105,102301,104,"好感度效果4",""
10230106,102301,105,"好感度效果5",""
10230107,102301,106,"好感度效果6",""
10230108,102301,107,"好感度效果7",""
10230109,102301,202,"★6才能开花效果",""
10230110,102301,108,"好感度效果8",""
10230111,102301,109,"好感度效果9",""
10230112,102301,110,"好感度效果10",""
10230113,102301,111,"好感度效果11",""
10250101,102501,201,"解锁效果1",""
10250102,102501,101,"好感度效果1",""
10250103,102501,102,"好感度效果2",""
10250104,102501,103,"好感度效果3",""
10250105,102501,104,"好感度效果4",""
10250106,102501,105,"好感度效果5",""
10250107,102501,106,"好感度效果6",""
10250108,102501,107,"好感度效果7",""
10250109,102501,202,"★6才能开花效果",""
10250110,102501,108,"好感度效果8",""
10250111,102501,109,"好感度效果9",""
10250112,102501,110,"好感度效果10",""
10250113,102501,111,"好感度效果11",""
10260101,102601,201,"解锁效果1",""
10260102,102601,101,"好感度效果1",""
10260103,102601,102,"好感度效果2",""
10260104,102601,103,"好感度效果3",""
10260105,102601,104,"好感度效果4",""
10260106,102601,105,"好感度效果5",""
10260107,102601,106,"好感度效果6",""
10260108,102601,107,"好感度效果7",""
10260109,102601,202,"★6才能开花效果",""
10260110,102601,108,"好感度效果8",""
10260111,102601,109,"好感度效果9",""
10260112,102601,110,"好感度效果10",""
10260113,102601,111,"好感度效果11",""
10270101,102701,201,"解锁效果1",""
10270102,102701,101,"好感度效果1",""
10270103,102701,102,"好感度效果2",""
10270104,102701,103,"好感度效果3",""
10270105,102701,104,"好感度效果4",""
10270106,102701,105,"好感度效果5",""
10270107,102701,106,"好感度效果6",""
10270108,102701,107,"好感度效果7",""
10280101,102801,201,"解锁效果1",""
10280102,102801,101,"好感度效果1",""
10280103,102801,102,"好感度效果2",""
10280104,102801,103,"好感度效果3",""
10280105,102801,104,"好感度效果4",""
10280106,102801,105,"好感度效果5",""
10280107,102801,106,"好感度效果6",""
10280108,102801,107,"好感度效果7",""
10280109,102801,202,"★6才能开花效果",""
10280110,102801,108,"好感度效果8",""
10280111,102801,109,"好感度效果9",""
10280112,102801,110,"好感度效果10",""
10280113,102801,111,"好感度效果11",""
10290101,102901,201,"解锁效果1",""
10290102,102901,101,"好感度效果1",""
10290103,102901,102,"好感度效果2",""
10290104,102901,103,"好感度效果3",""
10290105,102901,104,"好感度效果4",""
10290106,102901,105,"好感度效果5",""
10290107,102901,106,"好感度效果6",""
10290108,102901,107,"好感度效果7",""
10290109,102901,202,"★6才能开花效果",""
10290110,102901,108,"好感度效果8",""
10290111,102901,109,"好感度效果9",""
10290112,102901,110,"好感度效果10",""
10290113,102901,111,"好感度效果11",""
10300101,103001,201,"解锁效果1",""
10300102,103001,101,"好感度效果1",""
10300103,103001,102,"好感度效果2",""
10300104,103001,103,"好感度效果3",""
10300105,103001,104,"好感度效果4",""
10300106,103001,105,"好感度效果5",""
10300107,103001,106,"好感度效果6",""
10300108,103001,107,"好感度效果7",""
10300109,103001,202,"★6才能开花效果",""
10300110,103001,108,"好感度效果8",""
10300111,103001,109,"好感度效果9",""
10300112,103001,110,"好感度效果10",""
10300113,103001,111,"好感度效果11",""
10310101,103101,201,"解锁效果1",""
10310102,103101,101,"好感度效果1",""
10310103,103101,102,"好感度效果2",""
10310104,103101,103,"好感度效果3",""
10310105,103101,104,"好感度效果4",""
10310106,103101,105,"好感度效果5",""
10310107,103101,106,"好感度效果6",""
10310108,103101,107,"好感度效果7",""
10320101,103201,201,"解锁效果1",""
10320102,103201,101,"好感度效果1",""
10320103,103201,102,"好感度效果2",""
10320104,103201,103,"好感度效果3",""
10320105,103201,104,"好感度效果4",""
10320106,103201,105,"好感度效果5",""
10320107,103201,106,"好感度效果6",""
10320108,103201,107,"好感度效果7",""
10320109,103201,202,"★6才能开花效果",""
10320110,103201,108,"好感度效果8",""
10320111,103201,109,"好感度效果9",""
10320112,103201,110,"好感度效果10",""
10320113,103201,111,"好感度效果11",""
10330101,103301,201,"解锁效果1",""
10330102,103301,101,"好感度效果1",""
10330103,103301,102,"好感度效果2",""
10330104,103301,103,"好感度效果3",""
10330105,103301,104,"好感度效果4",""
10330106,103301,105,"好感度效果5",""
10330107,103301,106,"好感度效果6",""
10330108,103301,107,"好感度效果7",""
10330109,103301,202,"★6才能开花效果",""
10330110,103301,108,"好感度效果8",""
10330111,103301,109,"好感度效果9",""
10330112,103301,110,"好感度效果10",""
10330113,103301,111,"好感度效果11",""
10340101,103401,201,"解锁效果1",""
10340102,103401,101,"好感度效果1",""
10340103,103401,102,"好感度效果2",""
10340104,103401,103,"好感度效果3",""
10340105,103401,104,"好感度效果4",""
10340106,103401,105,"好感度效果5",""
10340107,103401,106,"好感度效果6",""
10340108,103401,107,"好感度效果7",""
10340109,103401,202,"★6才能开花效果",""
10340110,103401,108,"好感度效果8",""
10340111,103401,109,"好感度效果9",""
10340112,103401,110,"好感度效果10",""
10340113,103401,111,"好感度效果11",""
10360101,103601,201,"解锁效果1",""
10360102,103601,101,"好感度效果1",""
10360103,103601,102,"好感度效果2",""
10360104,103601,103,"好感度效果3",""
10360105,103601,104,"好感度效果4",""
10360106,103601,105,"好感度效果5",""
10360107,103601,106,"好感度效果6",""
10360108,103601,107,"好感度效果7",""
10360109,103601,202,"★6才能开花效果",""
10360110,103601,108,"好感度效果8",""
10360111,103601,109,"好感度效果9",""
10360112,103601,110,"好感度效果10",""
10360113,103601,111,"好感度效果11",""
10370101,103701,201,"解锁效果1",""
10370102,103701,101,"好感度效果1",""
10370103,103701,102,"好感度效果2",""
10370104,103701,103,"好感度效果3",""
10370105,103701,104,"好感度效果4",""
10370106,103701,105,"好感度效果5",""
10370107,103701,106,"好感度效果6",""
10370108,103701,107,"好感度效果7",""
10380101,103801,201,"解锁效果1",""
10380102,103801,101,"好感度效果1",""
10380103,103801,102,"好感度效果2",""
10380104,103801,103,"好感度效果3",""
10380105,103801,104,"好感度效果4",""
10380106,103801,105,"好感度效果5",""
10380107,103801,106,"好感度效果6",""
10380108,103801,107,"好感度效果7",""
10400101,104001,201,"解锁效果1",""
10400102,104001,101,"好感度效果1",""
10400103,104001,102,"好感度效果2",""
10400104,104001,103,"好感度效果3",""
10400105,104001,104,"好感度效果4",""
10400106,104001,105,"好感度效果5",""
10400107,104001,106,"好感度效果6",""
10400108,104001,107,"好感度效果7",""
10400109,104001,202,"★6才能开花效果",""
10400110,104001,108,"好感度效果8",""
10400111,104001,109,"好感度效果9",""
10400112,104001,110,"好感度效果10",""
10400113,104001,111,"好感度效果11",""
10420101,104201,201,"解锁效果1",""
10420102,104201,101,"好感度效果1",""
10420103,104201,102,"好感度效果2",""
10420104,104201,103,"好感度效果3",""
10420105,104201,104,"好感度效果4",""
10420106,104201,105,"好感度效果5",""
10420107,104201,106,"好感度效果6",""
10420108,104201,107,"好感度效果7",""
10420109,104201,202,"★6才能开花效果",""
10420110,104201,108,"好感度效果8",""
10420111,104201,109,"好感度效果9",""
10420112,104201,110,"好感度效果10",""
10420113,104201,111,"好感度效果11",""
10430101,104301,201,"解锁效果1",""
10430102,104301,101,"好感度效果1",""
10430103,104301,102,"好感度效果2",""
10430104,104301,103,"好感度效果3",""
10430105,104301,104,"好感度效果4",""
10430106,104301,105,"好感度效果5",""
10430107,104301,106,"好感度效果6",""
10430108,104301,107,"好感度效果7",""
10440101,104401,201,"解锁效果1",""
10440102,104401,101,"好感度效果1",""
10440103,104401,102,"好感度效果2",""
10440104,104401,103,"好感度效果3",""
10440105,104401,104,"好感度效果4",""
10440106,104401,105,"好感度效果5",""
10440107,104401,106,"好感度效果6",""
10440108,104401,107,"好感度效果7",""
10450101,104501,201,"解锁效果1",""
10450102,104501,101,"好感度效果1",""
10450103,104501,102,"好感度效果2",""
10450104,104501,103,"好感度效果3",""
10450105,104501,104,"好感度效果4",""
10450106,104501,105,"好感度效果5",""
10450107,104501,106,"好感度效果6",""
10450108,104501,107,"好感度效果7",""
10450109,104501,202,"★6才能开花效果",""
10450110,104501,108,"好感度效果8",""
10450111,104501,109,"好感度效果9",""
10450112,104501,110,"好感度效果10",""
10450113,104501,111,"好感度效果11",""
10460101,104601,201,"解锁效果1",""
10460102,104601,101,"好感度效果1",""
10460103,104601,102,"好感度效果2",""
10460104,104601,103,"好感度效果3",""
10460105,104601,104,"好感度效果4",""
10460106,104601,105,"好感度效果5",""
10460107,104601,106,"好感度效果6",""
10460108,104601,107,"好感度效果7",""
10460109,104601,202,"★6才能开花效果",""
10460110,104601,108,"好感度效果8",""
10460111,104601,109,"好感度效果9",""
10460112,104601,110,"好感度效果10",""
10460113,104601,111,"好感度效果11",""
10470101,104701,201,"解锁效果1",""
10470102,104701,101,"好感度效果1",""
10470103,104701,102,"好感度效果2",""
10470104,104701,103,"好感度效果3",""
10470105,104701,104,"好感度效果4",""
10470106,104701,105,"好感度效果5",""
10470107,104701,106,"好感度效果6",""
10470108,104701,107,"好感度效果7",""
10480101,104801,201,"解锁效果1",""
10480102,104801,101,"好感度效果1",""
10480103,104801,102,"好感度效果2",""
10480104,104801,103,"好感度效果3",""
10480105,104801,104,"好感度效果4",""
10480106,104801,105,"好感度效果5",""
10480107,104801,106,"好感度效果6",""
10480108,104801,107,"好感度效果7",""
10480109,104801,202,"★6才能开花效果",""
10480110,104801,108,"好感度效果8",""
10480111,104801,109,"好感度效果9",""
10480112,104801,110,"好感度效果10",""
10480113,104801,111,"好感度效果11",""
10490101,104901,201,"解锁效果1",""
10490102,104901,101,"好感度效果1",""
10490103,104901,102,"好感度效果2",""
10490104,104901,103,"好感度效果3",""
10490105,104901,104,"好感度效果4",""
10490106,104901,105,"好感度效果5",""
10490107,104901,106,"好感度效果6",""
10490108,104901,107,"好感度效果7",""
10490109,104901,202,"★6才能开花效果",""
10490110,104901,108,"好感度效果8",""
10490111,104901,109,"好感度效果9",""
10490112,104901,110,"好感度效果10",""
10490113,104901,111,"好感度效果11",""
10500101,105001,201,"解锁效果1",""
10500102,105001,101,"好感度效果1",""
10500103,105001,102,"好感度效果2",""
10500104,105001,103,"好感度效果3",""
10500105,105001,104,"好感度效果4",""
10500106,105001,105,"好感度效果5",""
10500107,105001,106,"好感度效果6",""
10500108,105001,107,"好感度效果7",""
10500109,105001,202,"★6才能开花效果",""
10500110,105001,108,"好感度效果8",""
10500111,105001,109,"好感度效果9",""
10500112,105001,110,"好感度效果10",""
10500113,105001,111,"好感度效果11",""
10510101,105101,201,"解锁效果1",""
10510102,105101,101,"好感度效果1",""
10510103,105101,102,"好感度效果2",""
10510104,105101,103,"好感度效果3",""
10510105,105101,104,"好感度效果4",""
10510106,105101,105,"好感度效果5",""
10510107,105101,106,"好感度效果6",""
10510108,105101,107,"好感度效果7",""
10520101,105201,201,"解锁效果1",""
10520102,105201,101,"好感度效果1",""
10520103,105201,102,"好感度效果2",""
10520104,105201,103,"好感度效果3",""
10520105,105201,104,"好感度效果4",""
10520106,105201,105,"好感度效果5",""
10520107,105201,106,"好感度效果6",""
10520108,105201,107,"好感度效果7",""
10520109,105201,202,"★6才能开花效果",""
10520110,105201,108,"好感度效果8",""
10520111,105201,109,"好感度效果9",""
10520112,105201,110,"好感度效果10",""
10520113,105201,111,"好感度效果11",""
10530101,105301,201,"解锁效果1",""
10530102,105301,101,"好感度效果1",""
10530103,105301,102,"好感度效果2",""
10530104,105301,103,"好感度效果3",""
10530105,105301,104,"好感度效果4",""
10530106,105301,105,"好感度效果5",""
10530107,105301,106,"好感度效果6",""
10530108,105301,107,"好感度效果7",""
10530109,105301,202,"★6才能开花效果",""
10530110,105301,108,"好感度效果8",""
10530111,105301,109,"好感度效果9",""
10530112,105301,110,"好感度效果10",""
10530113,105301,111,"好感度效果11",""
10540101,105401,201,"解锁效果1",""
10540102,105401,101,"好感度效果1",""
10540103,105401,102,"好感度效果2",""
10540104,105401,103,"好感度效果3",""
10540105,105401,104,"好感度效果4",""
10540106,105401,105,"好感度效果5",""
10540107,105401,106,"好感度效果6",""
10540108,105401,107,"好感度效果7",""
10550101,105501,201,"解锁效果1",""
10550102,105501,101,"好感度效果1",""
10550103,105501,102,"好感度效果2",""
10550104,105501,103,"好感度效果3",""
10550105,105501,104,"好感度效果4",""
10550106,105501,105,"好感度效果5",""
10550107,105501,106,"好感度效果6",""
10550108,105501,107,"好感度效果7",""
10560101,105601,201,"解锁效果1",""
10560102,105601,101,"好感度效果1",""
10560103,105601,102,"好感度效果2",""
10560104,105601,103,"好感度效果3",""
10560105,105601,104,"好感度效果4",""
10560106,105601,105,"好感度效果5",""
10560107,105601,106,"好感度效果6",""
10560108,105601,107,"好感度效果7",""
10570101,105701,201,"解锁效果1",""
10570102,105701,101,"好感度效果1",""
10570103,105701,102,"好感度效果2",""
10570104,105701,103,"好感度效果3",""
10570105,105701,104,"好感度效果4",""
10570106,105701,105,"好感度效果5",""
10570107,105701,106,"好感度效果6",""
10570108,105701,107,"好感度效果7",""
10570109,105701,202,"★6才能开花效果",""
10570110,105701,108,"好感度效果8",""
10570111,105701,109,"好感度效果9",""
10570112,105701,110,"好感度效果10",""
10570113,105701,111,"好感度效果11",""
10580101,105801,201,"解锁效果1",""
10580102,105801,101,"好感度效果1",""
10580103,105801,102,"好感度效果2",""
10580104,105801,103,"好感度效果3",""
10580105,105801,104,"好感度效果4",""
10580106,105801,105,"好感度效果5",""
10580107,105801,106,"好感度效果6",""
10580108,105801,107,"好感度效果7",""
10580109,105801,202,"★6才能开花效果",""
10580110,105801,108,"好感度效果8",""
10580111,105801,109,"好感度效果9",""
10580112,105801,110,"好感度效果10",""
10580113,105801,111,"好感度效果11",""
10590101,105901,201,"解锁效果1",""
10590102,105901,101,"好感度效果1",""
10590103,105901,102,"好感度效果2",""
10590104,105901,103,"好感度效果3",""
10590105,105901,104,"好感度效果4",""
10590106,105901,105,"好感度效果5",""
10590107,105901,106,"好感度效果6",""
10590108,105901,107,"好感度效果7",""
10590109,105901,202,"★6才能开花效果",""
10590110,105901,108,"好感度效果8",""
10590111,105901,109,"好感度效果9",""
10590112,105901,110,"好感度效果10",""
10590113,105901,111,"好感度效果11",""
10600101,106001,201,"解锁效果1",""
10600102,106001,101,"好感度效果1",""
10600103,106001,102,"好感度效果2",""
10600104,106001,103,"好感度效果3",""
10600105,106001,104,"好感度效果4",""
10600106,106001,105,"好感度效果5",""
10600107,106001,106,"好感度效果6",""
10600108,106001,107,"好感度效果7",""
10600109,106001,202,"★6才能开花效果",""
10600110,106001,108,"好感度效果8",""
10600111,106001,109,"好感度效果9",""
10600112,106001,110,"好感度效果10",""
10600113,106001,111,"好感度效果11",""
10610101,106101,201,"解锁效果1",""
10610102,106101,101,"好感度效果1",""
10610103,106101,102,"好感度效果2",""
10610104,106101,103,"好感度效果3",""
10610105,106101,104,"好感度效果4",""
10610106,106101,105,"好感度效果5",""
10610107,106101,106,"好感度效果6",""
10610108,106101,107,"好感度效果7",""
10630101,106301,201,"解锁效果1",""
10630102,106301,101,"好感度效果1",""
10630103,106301,102,"好感度效果2",""
10630104,106301,103,"好感度效果3",""
10630105,106301,104,"好感度效果4",""
10630106,106301,105,"好感度效果5",""
10630107,106301,106,"好感度效果6",""
10630108,106301,107,"好感度效果7",""
10630109,106301,202,"★6才能开花效果",""
10630110,106301,108,"好感度效果8",""
10630111,106301,109,"好感度效果9",""
10630112,106301,110,"好感度效果10",""
10630113,106301,111,"好感度效果11",""
10640101,106401,201,"解锁效果1",""
10640102,106401,101,"好感度效果1",""
10640103,106401,102,"好感度效果2",""
10640104,106401,103,"好感度效果3",""
10640105,106401,104,"好感度效果4",""
10640106,106401,105,"好感度效果5",""
10640107,106401,106,"好感度效果6",""
10640108,106401,107,"好感度效果7",""
10650101,106501,201,"解锁效果1",""
10650102,106501,101,"好感度效果1",""
10650103,106501,102,"好感度效果2",""
10650104,106501,103,"好感度效果3",""
10650105,106501,104,"好感度效果4",""
10650106,106501,105,"好感度效果5",""
10650107,106501,106,"好感度效果6",""
10650108,106501,107,"好感度效果7",""
10660101,106601,201,"解锁效果1",""
10660102,106601,101,"好感度效果1",""
10660103,106601,102,"好感度效果2",""
10660104,106601,103,"好感度效果3",""
10660105,106601,104,"好感度效果4",""
10660106,106601,105,"好感度效果5",""
10660107,106601,106,"好感度效果6",""
10660108,106601,107,"好感度效果7",""
10670101,106701,201,"解锁效果1",""
10670102,106701,101,"好感度效果1",""
10670103,106701,102,"好感度效果2",""
10670104,106701,103,"好感度效果3",""
10670105,106701,104,"好感度效果4",""
10670106,106701,105,"好感度效果5",""
10670107,106701,106,"好感度效果6",""
10670108,106701,107,"好感度效果7",""
10680101,106801,201,"解锁效果1",""
10680102,106801,101,"好感度效果1",""
10680103,106801,102,"好感度效果2",""
10680104,106801,103,"好感度效果3",""
10680105,106801,104,"好感度效果4",""
10680106,106801,105,"好感度效果5",""
10680107,106801,106,"好感度效果6",""
10680108,106801,107,"好感度效果7",""
10700101,107001,201,"解锁效果1",""
10700102,107001,101,"好感度效果1",""
10700103,107001,102,"好感度效果2",""
10700104,107001,103,"好感度效果3",""
10700105,107001,104,"好感度效果4",""
10700106,107001,105,"好感度效果5",""
10700107,107001,106,"好感度效果6",""
10700108,107001,107,"好感度效果7",""
10710101,107101,201,"解锁效果1",""
10710102,107101,101,"好感度效果1",""
10710103,107101,102,"好感度效果2",""
10710104,107101,103,"好感度效果3",""
10710105,107101,104,"好感度效果4",""
10710106,107101,105,"好感度效果5",""
10710107,107101,106,"好感度效果6",""
10710108,107101,107,"好感度效果7",""
10750101,107501,201,"解锁效果1",""
10750102,107501,101,"好感度效果1",""
10750103,107501,102,"好感度效果2",""
10750104,107501,103,"好感度效果3",""
10750105,107501,104,"好感度效果4",""
10750106,107501,105,"好感度效果5",""
10750107,107501,106,"好感度效果6",""
10750108,107501,107,"好感度效果7",""
10750109,107501,202,"★6才能开花效果",""
10750110,107501,108,"好感度效果8",""
10750111,107501,109,"好感度效果9",""
10750112,107501,110,"好感度效果10",""
10750113,107501,111,"好感度效果11",""
10760101,107601,201,"解锁效果1",""
10760102,107601,101,"好感度效果1",""
10760103,107601,102,"好感度效果2",""
10760104,107601,103,"好感度效果3",""
10760105,107601,104,"好感度效果4",""
10760106,107601,105,"好感度效果5",""
