unit_id,unit_name,class_id,pre_unit_id,condition_type_1,condition_type_detail_1,condition_id_1,count_1,condition_type_2,condition_type_detail_2,condition_id_2,count_2,condition_type_3,condition_type_detail_3,condition_id_3,count_3,condition_type_4,condition_type_detail_4,condition_id_4,count_4,condition_type_5,condition_type_detail_5,condition_id_5,count_5,release_effect_type
105001,"玉泉美咲",1,0,1,2,31050,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105101,"宵滨深月",1,0,1,2,31051,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105201,"莉玛",1,0,1,2,31052,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105301,"莫妮卡",1,0,1,2,31053,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
105401,"茧宫纺希",1,0,1,2,31054,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
105501,"石桥步美",1,0,1,2,31055,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
105601,"太刀洗流夏",1,0,1,2,31056,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
105701,"姬塔",1,0,1,2,31057,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105801,"佩可莉姆",1,0,1,2,31058,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105901,"可可萝",1,0,1,2,31059,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106001,"凯露",1,0,1,2,31060,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106101,"矛依未",1,0,1,2,31061,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106301,"亚里莎",1,0,1,2,31063,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106401,"雪菲",1,0,1,2,31064,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
106501,"嘉夜",1,0,1,2,31065,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
106601,"祈梨",1,0,1,2,31066,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
106701,"帆稀",1,0,1,2,31067,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
106801,"菈比莉斯塔",1,0,1,2,31068,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
107001,"似似花",1,0,1,2,31070,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
107101,"克莉丝提娜",1,0,1,2,31071,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
107501,"佩可莉姆（夏日）",1,0,1,2,31075,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107601,"可可萝（夏日）",1,0,1,2,31076,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107701,"铃莓（夏日）",1,0,1,2,31077,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
107801,"凯露（夏日）",1,0,1,2,31078,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107901,"珠希（夏日）",1,0,1,2,31079,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108001,"美冬（夏日）",1,0,1,2,31080,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108101,"忍（万圣节）",1,0,1,2,31081,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108201,"宫子（万圣节）",1,0,1,2,31082,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108301,"美咲（万圣节）",1,0,1,2,31083,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
108401,"千歌（圣诞节）",1,0,1,2,31084,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
108501,"胡桃（圣诞节）",1,0,1,2,31085,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
108601,"绫音（圣诞节）",1,0,1,2,31086,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108701,"日和莉（新年）",1,0,1,2,31087,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
108801,"优衣（新年）",1,0,1,2,31088,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
108901,"怜（新年）",1,0,1,2,31089,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
109001,"惠理子（情人节）",1,0,1,2,31090,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
109101,"静流（情人节）",1,0,1,2,31091,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
109201,"安",1,0,1,2,31092,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
109301,"露",1,0,1,2,31093,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
109401,"古蕾雅",1,0,1,2,31094,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
109501,"空花（大江户）",1,0,1,2,31095,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
109601,"妮侬（大江户）",1,0,1,2,31096,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
109701,"雷姆",1,0,1,2,31097,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
109801,"拉姆",1,0,1,2,31098,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
109901,"爱蜜莉雅",1,0,1,2,31099,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
110001,"铃奈（夏日）",1,0,1,2,31100,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
110101,"伊绪（夏日）",1,0,1,2,31101,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
110301,"咲恋（夏日）",1,0,1,2,31103,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
110401,"真琴（夏日）",1,0,1,2,31104,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
110501,"香织（夏日）",1,0,1,2,31105,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
110601,"真步（夏日）",1,0,1,2,31106,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
110701,"碧（插班生）",1,0,1,2,31107,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
110801,"克罗依",1,0,1,2,31108,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
110901,"千爱瑠",1,0,1,2,31109,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
111001,"优妮",1,0,1,2,31110,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
111101,"镜华（万圣节）",1,0,1,2,31111,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
111201,"未奏希（万圣节）",1,0,1,2,31112,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
111301,"美美（万圣节）",1,0,1,2,31113,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
111401,"露娜",1,0,1,2,31114,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
111501,"克莉丝提娜（圣诞节）",1,0,1,2,31115,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
111601,"望（圣诞节）",1,0,1,2,31116,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
111701,"伊莉亚（圣诞节）",1,0,1,2,31117,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
111801,"佩可莉姆（新年）",1,0,1,2,31118,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
111901,"可可萝（新年）",1,0,1,2,31119,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
112001,"凯露（新年）",1,0,1,2,31120,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
112101,"铃莓（新年）",1,0,1,2,31121,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
112201,"香澄（魔法少女）",1,0,1,2,31122,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
112301,"栞（魔法少女）",1,0,1,2,31123,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
112401,"卯月（偶像大师）",1,0,1,2,31124,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
112501,"凛（偶像大师）",1,0,1,2,31125,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
112601,"未央（偶像大师）",1,0,1,2,31126,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
112701,"铃（游骑兵）",1,0,1,2,31127,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
112801,"真阳（游骑兵）",1,0,1,2,31128,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
112901,"璃乃（仙境）",1,0,1,2,31129,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
113001,"步美（仙境）",1,0,1,2,31130,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
113101,"流夏（夏日）",1,0,1,2,31131,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
113201,"杏奈（夏日）",1,0,1,2,31132,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
113301,"七七香（夏日）",1,0,1,2,31133,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
113401,"初音（夏日）",1,0,1,2,31134,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
113501,"美里（夏日）",1,0,1,2,31135,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
113601,"纯（夏日）",1,0,1,2,31136,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
113701,"茜里（天使）",1,0,1,2,31137,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
113801,"依里（天使）",1,0,1,2,31138,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
113901,"纺希（万圣节）",1,0,1,2,31139,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
114001,"怜（万圣节）",1,0,1,2,31140,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
114101,"茉莉（万圣节）",1,0,1,2,31141,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
114201,"莫妮卡（魔法少女）",1,0,1,2,31142,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
114301,"智（魔法少女）",1,0,1,2,31143,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
114401,"秋乃（圣诞节）",1,0,1,2,31144,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
114501,"咲恋（圣诞节）",1,0,1,2,31145,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
114601,"由加莉（圣诞节）",1,0,1,2,31146,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
114701,"矛依未（新年）",1,0,1,2,31147,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
115001,"似似花（新年）",1,0,1,2,31150,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
115501,"可可萝（礼服）",1,0,1,2,31155,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
115601,"优衣（礼服）",1,0,1,2,31156,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
115701,"香澄（夏日）",1,0,1,2,31157,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
115801,"莉玛（灰姑娘）",1,0,1,2,31158,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
115901,"真琴（灰姑娘）",1,0,1,2,31159,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
116001,"真步（灰姑娘）",1,0,1,2,31160,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
116201,"克罗依（圣学祭）",1,0,1,2,31162,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
116301,"千爱瑠（圣学祭）",1,0,1,2,31163,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
116401,"优妮（圣学祭）",1,0,1,2,31164,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
116501,"祈梨（时间旅行）",1,0,1,2,31165,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
116601,"嘉夜（时间旅行）",1,0,1,2,31166,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
116701,"碧（工作服）",1,0,1,2,31167,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
116801,"珠希（工作服）",1,0,1,2,31168,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
116901,"美冬（工作服）",1,0,1,2,31169,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
117001,"惠理子（夏日）",1,0,1,2,31170,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
117101,"静流（夏日）",1,0,1,2,31171,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
117201,"望（夏日）",1,0,1,2,31172,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
117301,"千歌（夏日）",1,0,1,2,31173,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
117401,"纺希（夏日）",1,0,1,2,31174,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
117501,"深月（大江户）",1,0,1,2,31175,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
117601,"雪（大江户）",1,0,1,2,31176,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
117701,"香织（万圣节）",1,0,1,2,31177,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
117801,"妮侬（万圣节）",1,0,1,2,31178,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
117901,"铃奈（万圣节）",1,0,1,2,31179,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
118001,"克蕾琪塔",1,0,1,2,31180,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
118101,"兰法",1,0,1,2,31181,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
118501,"花凛",1,0,1,2,31185,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
119001,"伊绪（黑暗）",1,0,1,2,31190,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
119101,"空花（黑暗）",1,0,1,2,31191,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
119201,"真阳（圣诞节）",1,0,1,2,31192,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
119301,"璃乃（圣诞节）",1,0,1,2,31193,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
119901,"宫子（圣诞节）",1,0,1,2,31199,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
120701,"雪菲（新年）",1,0,1,2,31207,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
120801,"流夏（新年）",1,0,1,2,31208,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
120901,"伊莉亚（新年）",1,0,1,2,31209,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
121001,"佩可莉姆（超负荷）",1,0,1,2,31210,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
121101,"凯露（超负荷）",1,0,1,2,31211,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
121201,"菈比莉斯塔（超负荷）",1,0,1,2,31212,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
170101,"环奈",1,0,1,2,31701,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170201,"环奈（振袖）",1,0,1,2,31702,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180101,"日和莉（公主）",1,0,1,2,31801,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
180201,"优衣（公主）",1,0,1,2,31802,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
180301,"怜（公主）",1,0,1,2,31803,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
180401,"佩可莉姆（公主）",1,0,1,2,31804,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
180501,"可可萝（公主）",1,0,1,2,31805,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
180601,"凯露（公主）",1,0,1,2,31806,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
180701,"初音＆栞",1,0,1,2,31807,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
180801,"未奏希＆美美＆镜华",1,0,1,2,31808,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
