banner_id,type,system_id,gacha_id,condition_id,priority,start_date,end_date,sub_banner_id_1,is_show_room,url,show_type,thumbnail_id,poster_id
10072,1,302,0,0,4,"2022/06/14 11:00:00","2022/06/21 10:59:59",0,0,0,0,0,0
10073,1,302,0,0,4,"2022/06/21 11:00:00","2022/06/26 10:59:59",0,0,0,0,0,0
10074,1,302,0,0,4,"2022/06/29 11:00:00","2022/07/08 10:59:59",0,0,0,0,0,0
10075,1,302,0,0,4,"2022/07/13 11:00:00","2022/07/21 10:59:59",0,0,0,0,0,0
10076,1,302,0,0,4,"2022/07/21 11:00:00","2022/07/27 10:59:59",90012,0,0,0,0,0
10077,1,302,0,0,4,"2022/07/31 11:00:00","2022/08/10 10:59:59",0,0,0,0,0,0
10078,1,302,0,0,4,"2022/08/10 11:00:00","2022/08/15 10:59:59",90013,0,0,0,0,0
10079,1,302,0,0,4,"2022/08/15 11:00:00","2022/08/26 10:59:59",0,0,0,0,0,0
10080,1,302,0,0,4,"2022/09/03 18:00:00","2022/09/14 10:59:59",0,0,0,0,0,0
10081,1,302,0,0,4,"2022/09/14 11:00:00","2022/09/19 10:59:59",90014,0,0,0,0,0
10082,1,302,0,0,4,"2022/09/19 11:00:00","2022/09/30 10:59:59",0,0,0,0,0,0
10083,1,302,0,0,4,"2022/09/30 11:00:00","2022/10/10 10:59:59",0,0,0,0,0,0
10084,1,302,0,0,4,"2022/10/10 11:00:00","2022/10/14 10:59:59",90015,0,0,0,0,0
10085,1,302,0,0,4,"2022/10/14 11:00:00","2022/10/26 10:59:59",0,0,0,0,0,0
10086,1,302,0,0,4,"2022/10/26 11:00:00","2022/10/31 10:59:59",90016,0,0,0,0,0
10087,1,302,0,0,4,"2022/10/31 11:00:00","2022/11/10 10:59:59",0,0,0,0,0,0
10088,1,302,0,0,4,"2022/11/10 11:00:00","2022/11/21 10:59:59",90017,0,0,0,0,0
10089,1,302,0,0,4,"2022/11/21 11:00:00","2022/11/30 10:59:59",0,0,0,0,0,0
10090,1,302,0,0,4,"2022/11/30 11:00:00","2022/12/10 10:59:59",0,0,0,0,0,0
10091,1,302,0,0,4,"2022/12/10 11:00:00","2022/12/21 10:59:59",90018,0,0,0,0,0
10092,1,302,0,0,4,"2022/12/21 11:00:00","2022/12/31 10:59:59",0,0,0,0,0,0
10093,1,302,0,0,4,"2023/01/03 18:00:00","2023/01/12 10:59:59",0,0,0,0,0,0
10094,1,302,0,0,4,"2023/01/12 11:00:00","2023/01/17 10:59:59",90019,0,0,0,0,0
10095,1,302,0,0,4,"2023/01/26 11:00:00","2023/01/31 10:59:59",90020,0,0,0,0,0
10096,1,302,0,0,4,"2023/01/17 11:00:00","2023/01/26 10:59:59",0,0,0,0,0,0
10097,1,302,0,0,4,"2023/01/31 11:00:00","2023/02/10 10:59:59",0,0,0,0,0,0
10098,1,302,0,0,4,"2023/02/10 11:00:00","2023/02/15 10:59:59",90021,0,0,0,0,0
10099,1,302,0,0,4,"2023/02/15 11:00:00","2023/02/23 10:59:59",0,0,0,0,0,0
10100,1,302,30118,0,4,"2023/02/23 11:00:00","2023/02/28 10:59:59",0,0,0,0,0,0
10101,1,302,30117,0,5,"2023/02/23 11:00:00","2023/02/28 10:59:59",0,0,0,0,0,0
10102,1,302,30120,0,6,"2023/03/03 18:00:00","2023/03/12 10:59:59",0,0,0,0,0,0
10103,1,302,30121,0,5,"2023/03/08 11:00:00","2023/03/24 10:59:59",90022,0,0,0,0,0
10104,1,302,30122,0,4,"2023/03/12 11:00:00","2023/03/22 10:59:59",0,0,0,0,0,0
10105,1,302,30123,0,4,"2023/03/22 11:00:00","2023/03/31 10:59:59",0,0,0,0,0,0
10106,1,302,30125,0,4,"2023/03/31 11:00:00","2023/04/08 10:59:59",0,0,0,0,0,0
10107,1,302,0,0,4,"2023/04/08 11:00:00","2023/04/15 10:59:59",90023,0,0,0,0,0
10108,1,302,30127,0,4,"2023/04/18 18:00:00","2023/04/25 10:59:59",0,0,0,0,0,0
10109,1,302,30128,0,4,"2023/04/22 11:00:00","2023/04/28 10:59:59",0,0,0,0,0,0
10110,1,302,0,0,4,"2023/04/28 11:00:00","2023/05/11 10:59:59",0,0,0,0,0,0
10111,1,302,0,0,4,"2023/05/11 11:00:00","2023/05/21 10:59:59",90024,0,0,0,0,0
10112,1,302,0,0,4,"2023/05/21 11:00:00","2023/05/31 10:59:59",0,0,0,0,0,0
10113,1,302,0,0,4,"2023/05/31 11:00:00","2023/06/09 10:59:59",0,0,0,0,0,0
10114,1,302,0,0,4,"2023/06/09 11:00:00","2023/06/16 10:59:59",90025,0,0,0,0,0
10115,1,302,30137,0,4,"2023/06/16 11:00:00","2023/06/24 10:59:59",0,0,0,0,0,0
10116,1,302,30136,0,4,"2023/06/16 11:00:00","2023/06/20 10:59:59",90026,0,0,0,0,0
10117,1,302,30138,0,4,"2023/06/20 11:00:00","2023/06/24 10:59:59",90027,0,0,0,0,0
10118,1,302,0,0,4,"2023/06/24 11:00:00","2023/06/30 10:59:59",0,0,0,0,0,0
10119,1,302,0,0,4,"2023/06/30 11:00:00","2023/07/12 10:59:59",0,0,0,0,0,0
10120,1,302,0,0,4,"2023/07/08 11:00:00","2023/07/15 10:59:59",0,0,0,0,0,0
10121,1,302,30144,0,4,"2023/07/15 11:00:00","2023/07/24 10:59:59",0,0,0,0,0,0
10122,1,302,30143,0,4,"2023/07/15 11:00:00","2023/07/19 10:59:59",90028,0,0,0,0,0
10123,1,302,30145,0,4,"2023/07/19 11:00:00","2023/07/24 10:59:59",0,0,0,0,0,0
10124,1,302,30146,0,4,"2023/07/24 11:00:00","2023/07/31 10:59:59",90029,0,0,0,0,0
10125,1,302,0,0,4,"2023/07/31 11:00:00","2023/08/09 10:59:59",0,0,0,0,0,0
10126,1,302,0,0,4,"2023/08/09 11:00:00","2023/08/15 10:59:59",0,0,0,0,0,0
10127,1,302,40005,0,4,"2023/08/15 11:00:00","2023/08/23 10:59:59",0,0,0,0,0,0
10128,1,302,0,0,4,"2023/08/23 11:00:00","2023/08/31 10:59:59",0,0,0,0,0,0
10129,1,302,0,0,4,"2023/09/03 18:00:00","2023/09/08 10:59:59",0,0,0,0,0,0
10130,1,302,0,0,4,"2023/09/08 11:00:00","2023/09/13 10:59:59",90030,0,0,0,0,0
10131,1,302,0,0,4,"2023/09/13 11:00:00","2023/09/18 10:59:59",0,0,0,0,0,0
10132,1,302,0,0,4,"2023/09/18 11:00:00","2023/09/24 10:59:59",0,0,0,0,0,0
10133,1,302,30157,0,4,"2023/09/24 11:00:00","2023/09/30 10:59:59",0,0,0,0,0,0
10134,1,302,30156,0,5,"2023/09/24 11:00:00","2023/09/30 10:59:59",90031,0,0,0,0,0
10135,1,302,0,0,4,"2023/09/30 11:00:00","2023/10/08 10:59:59",0,0,0,0,0,0
10136,1,302,0,0,4,"2023/10/08 11:00:00","2023/10/15 10:59:59",0,0,0,0,0,0
10137,1,302,30160,0,4,"2023/10/15 11:00:00","2023/10/22 10:59:59",0,0,0,0,0,0
10138,1,302,30161,0,4,"2023/10/22 11:00:00","2023/10/31 10:59:59",0,0,0,0,0,0
10139,1,302,0,0,4,"2023/11/03 18:00:00","2023/11/11 10:59:59",0,0,0,0,0,0
10140,1,302,0,0,4,"2023/11/11 11:00:00","2023/11/16 10:59:59",90032,0,0,0,0,0
10141,1,302,0,0,4,"2023/11/16 11:00:00","2023/11/24 10:59:59",0,0,0,0,0,0
10142,1,302,0,0,4,"2023/11/24 11:00:00","2023/11/30 10:59:59",90033,0,0,0,0,0
10143,1,302,0,0,4,"2023/11/30 11:00:00","2023/12/08 10:59:59",0,0,0,0,0,0
10144,1,302,0,0,4,"2023/12/08 11:00:00","2023/12/15 09:59:59",0,0,0,0,0,0
10145,1,302,0,0,4,"2023/12/15 10:00:00","2023/12/20 10:59:59",0,0,0,0,0,0
10146,1,302,0,0,4,"2023/12/20 11:00:00","2023/12/29 10:59:59",0,0,0,0,0,0
10147,1,302,0,0,4,"2024/01/01 18:00:00","2024/01/11 10:59:59",0,0,0,0,0,0
10148,1,302,0,0,4,"2024/01/11 11:00:00","2024/01/15 10:59:59",90034,0,0,0,0,0
10149,1,302,0,0,4,"2024/01/15 11:00:00","2024/01/24 10:59:59",0,0,0,0,0,0
10150,1,302,0,0,4,"2024/01/24 11:00:00","2024/01/27 10:59:59",90035,0,0,0,0,0
10151,1,302,0,0,4,"2024/01/27 11:00:00","2024/01/31 10:59:59",90036,0,0,0,0,0
18001,1,302,0,0,1,"2020/10/16 11:00:00","2020/10/26 10:59:59",0,0,0,0,0,0
18002,1,302,0,0,1,"2020/12/30 11:00:00","2021/01/08 10:59:59",0,0,0,0,0,0
18003,1,302,30803,0,1,"2023/10/17 11:00:00","2023/10/31 10:59:59",18004,0,0,0,0,0
20000,2,101,0,0,6,"2020/01/01 0:00:00","2099/12/31 23:59:59",0,0,0,0,0,0
20002,1,902,0,0,3,"2020/06/23 11:00:00","2099/12/31 23:59:59",0,0,0,0,0,0
20003,1,302,0,0,4,"2023/12/20 5:00:00","2024/01/29 4:59:59",0,0,0,0,0,0
20004,1,305,0,0,2,"2024/01/15 11:00:00","2024/01/22 23:59:59",0,0,0,0,0,0
20005,4,908,0,0,3,"2023/08/15 11:00:00","2023/08/21 23:59:59",0,0,0,0,0,0
20009,1,906,0,0,7,"2022/08/15 11:00:00","2022/08/31 10:59:59",0,0,0,0,0,0
20010,1,906,0,0,7,"2022/08/31 11:00:00","2022/09/05 23:59:59",0,0,0,0,0,0
20011,1,307,0,0,1,"2023/08/15 11:00:00","2023/08/21 10:59:59",0,0,0,0,0,0
50018,1,303,0,0,1,"2020/11/23 11:00:00","2020/11/30 10:59:59",0,0,0,0,0,0
50023,1,303,0,0,1,"2021/01/18 9:00:00","2021/01/22 10:59:59",50018,0,0,0,0,0
50027,1,303,0,0,1,"2021/03/01 11:00:00","2021/03/15 10:59:59",0,0,0,0,0,0
50033,1,303,0,0,1,"2021/06/14 11:00:00","2021/06/21 10:59:59",50018,0,0,0,0,0
50047,1,303,0,0,1,"2021/09/06 9:00:00","2021/09/09 17:59:59",0,0,0,0,0,0
50061,1,303,0,0,2,"2021/12/31 11:00:00","2022/01/03 15:59:59",0,0,0,2,12,12
50067,1,303,0,0,1,"2022/01/28 9:00:00","2022/02/07 10:59:59",0,0,0,2,12,12
50079,1,303,0,0,1,"2022/04/17 11:00:00","2022/04/20 17:59:59",0,0,0,0,0,0
50084,1,303,0,0,1,"2022/06/26 11:00:00","2022/06/29 10:59:59",0,0,0,0,0,0
50094,1,303,0,0,1,"2022/08/31 11:00:00","2022/09/03 17:59:59",0,0,0,0,0,0
50108,1,303,0,0,1,"2022/12/31 11:00:00","2023/01/03 17:59:59",0,0,0,0,0,0
50119,1,303,0,0,1,"2023/02/28 11:00:00","2023/03/03 17:59:59",0,0,0,0,0,0
50129,1,303,0,0,1,"2023/04/26 11:00:00","2023/04/28 10:59:59",0,0,0,0,0,0
50140,1,303,0,0,1,"2023/04/15 11:00:00","2023/04/18 17:59:59",0,0,0,0,0,0
50151,1,303,0,0,1,"2023/08/31 11:00:00","2023/09/03 17:59:59",0,0,0,0,0,0
50162,1,303,0,0,1,"2023/10/31 11:00:00","2023/11/03 17:59:59",0,0,0,0,0,0
50172,1,303,0,0,1,"2023/12/29 11:00:00","2024/01/01 17:59:59",0,0,0,0,0,0
60001,1,304,0,0,5,"2020/01/01 0:00:00","2099/12/31 23:59:59",0,0,0,0,0,0
60002,1,306,0,0,2,"2022/02/28 9:00:00","2099/12/31 23:59:59",0,0,0,0,0,0
60003,1,308,0,0,2,"2022/03/01 5:00:00","2099/12/31 23:59:59",0,0,0,0,0,0
70000,2,101,0,0,7,"2020/12/20 11:00:00","2021/03/10 23:59:59",0,0,0,0,0,0
80003,2,101,0,0,6,"2022/02/22 13:00:00","2022/02/28 23:59:59",0,0,0,1,3,3
80005,803,0,0,0,1,"2022/08/15 11:00:00","2022/08/26 10:59:59",0,0,0,0,0,0
80006,2,101,0,0,1,"2022/10/14 11:00:00","2022/10/31 23:59:59",0,0,0,0,0,0
80007,2,101,0,0,1,"2022/11/09 11:00:00","2022/11/12 23:59:59",0,0,0,0,0,0
80008,2,101,0,0,1,"2023/01/17 11:00:00","2023/01/31 23:59:59",0,0,0,0,0,0
80009,2,101,0,0,1,"2023/10/17 11:00:00","2023/11/03 23:59:59",0,0,0,0,0,0
90000,802,0,0,0,9,"2021/10/15 15:00:00","2021/10/19 10:59:59",0,0,0,1,6,6
90001,802,0,0,0,9,"2021/10/19 11:00:00","2021/10/26 23:59:59",0,0,0,1,7,7
90002,802,0,0,0,9,"2021/10/28 15:00:00","2021/11/1 10:59:59",0,0,0,1,8,8
90003,802,0,0,0,9,"2021/11/1 11:00:00","2021/11/15 23:59:59",0,0,0,1,9,9
90004,802,0,0,0,9,"2021/11/12 15:00:00","2021/11/16 10:59:59",0,0,0,1,13,13
90005,802,0,0,0,9,"2021/11/16 11:00:00","2021/11/23 23:59:59",0,0,0,1,100,100
90006,802,0,0,0,9,"2021/11/25 15:00:00","2021/11/30 10:59:59",0,0,0,1,101,101
90007,802,0,0,0,9,"2021/11/30 11:00:00","2021/12/14 23:59:59",0,0,0,1,5,5
91185,1,510,0,118501,2,"2023/10/13 11:00:00","2099/12/31 23:59:59",0,0,0,0,0,0
