group_unit_id,group_unit_id_comment,unit_id_01,unit_id_02,unit_id_03,unit_id_04,unit_id_05,unit_id_06,unit_id_07,unit_id_08,unit_id_09,unit_id_10
317701001,"香织（万圣节）（用于花凛对话）",117701,0,0,0,0,0,0,0,0,0
317801001,"妮侬（万圣节）（用于花凛对话）",117801,0,0,0,0,0,0,0,0,0
317901001,"铃奈（万圣节）（用于花凛对话）",117901,0,0,0,0,0,0,0,0,0
319001001,"伊绪（黑暗）（用于花凛对话）",119001,0,0,0,0,0,0,0,0,0
319101001,"空花（黑暗）（用于花凛对话）",119101,0,0,0,0,0,0,0,0,0
319201001,"真阳（圣诞节）（用于花凛对话）",119201,0,0,0,0,0,0,0,0,0
319301001,"璃乃（圣诞节）（用于花凛对话）",119301,0,0,0,0,0,0,0,0,0
319901001,"宫子（圣诞节）（用于花凛对话）",119901,0,0,0,0,0,0,0,0,0
320701001,"雪菲（新年）（用于花凛对话）",120701,0,0,0,0,0,0,0,0,0
320801001,"流夏（新年）（用于花凛对话）",120801,0,0,0,0,0,0,0,0,0
320901001,"伊莉亚（新年）（用于花凛对话）",120901,0,0,0,0,0,0,0,0,0
321001001,"佩可莉姆（超负荷）（用于花凛对话）",121001,0,0,0,0,0,0,0,0,0
321101001,"凯露（超负荷）（用于花凛对话）",121101,0,0,0,0,0,0,0,0,0
321201001,"菈比莉斯塔（超负荷）（用于花凛对话）",121201,0,0,0,0,0,0,0,0,0
321301001,"胡桃（舞台）（用于花凛对话）",121301,0,0,0,0,0,0,0,0,0
321401001,"美咲（舞台）（用于花凛对话）",121401,0,0,0,0,0,0,0,0,0
321501001,"步美（怪盗）（用于花凛对话）",121501,0,0,0,0,0,0,0,0,0
321601001,"祈梨（怪盗）（用于花凛对话）",121601,0,0,0,0,0,0,0,0,0
321901001,"杏奈（海盗）（用于花凛对话）",121901,0,0,0,0,0,0,0,0,0
322001001,"忍（海盗）（用于花凛对话）",122001,0,0,0,0,0,0,0,0,0
322101001,"碧（露营）（用于花凛对话）",122101,0,0,0,0,0,0,0,0,0
322201001,"由加莉（露营）（用于花凛对话）",122201,0,0,0,0,0,0,0,0,0
380101001,"日和莉（公主）（用于花凛对话）",180101,0,0,0,0,0,0,0,0,0
380201001,"优衣（公主）（用于花凛对话）",180201,0,0,0,0,0,0,0,0,0
380301001,"怜（公主）（用于花凛对话）",180301,0,0,0,0,0,0,0,0,0
380401001,"佩可莉姆（公主）（用于花凛对话）",180401,0,0,0,0,0,0,0,0,0
380501001,"可可萝（公主）（用于花凛对话）",180501,0,0,0,0,0,0,0,0,0
380601001,"凯露（公主）（用于花凛对话）",180601,0,0,0,0,0,0,0,0,0
380801001,"未奏希＆美美＆镜华（用于花凛对话）",180801,0,0,0,0,0,0,0,0,0
