comment_id,where_type,character_id,face_type,character_name,description,voice_id,start_time,end_time,pos_x,pos_y,change_face_time,change_face_type,event_id
15001,15,105901,1,"可可萝","主人，做好旅途的准备\n度过更充实的冒险生活吧",1,"2015/12/17 15:00:00","2030/12/17 14:59:59",-470.0,0.0,0.0,1,0
16001,16,106001,1,"凯露","可以加入行会咯\n要不要加入看看？\n好像很有趣呢♪",1,"2015/12/17 15:00:00","2030/12/17 14:59:59",-363.0,0.0,0.0,1,0
16002,16,105901,1,"可可萝","可以在这里加入行会\n有这么多出色的行会，\n简直让人眼花缭乱呢",1,"2015/12/17 15:00:00","2030/12/17 14:59:59",-363.0,0.0,0.0,1,0
16003,16,105801,1,"佩可莉姆","要加入行会吗？\n和大家一起冒险更开心哦！",1,"2015/12/17 15:00:00","2030/12/17 14:59:59",-363.0,0.0,0.0,1,0
17002,17,105901,1,"可可萝","在这里可以回顾\n和同伴们一起\n参加团队战的英姿",1,"2015/12/17 15:00:00","2030/12/17 14:59:59",-363.0,0.0,0.0,1,0
17004,25,106001,1,"凯露","模拟战战绩上\n如果有你感兴趣的\n可以把它记录下来",1,"2015/12/17 15:00:00","2030/12/17 14:59:59",-363.0,0.0,0.0,1,0
17005,25,105901,1,"可可萝","主人，这次团队战，\n您的活跃表现已经被记录下来了\n将它作为战斗的参考吧",1,"2015/12/17 15:00:00","2030/12/17 14:59:59",-363.0,0.0,0.0,1,0
17006,25,105801,1,"佩可莉姆","可以重看\n这次团队战的战绩哦！\n也让我看看吧☆",1,"2015/12/17 15:00:00","2030/12/17 14:59:59",-363.0,0.0,0.0,1,0
18001,18,190801,1,"花凛","欢迎！\n在这里可以更换\n或者购买我的主页\n和公会之家的背景音乐",1,"2015/12/17 15:00:00","2030/12/17 14:59:59",-363.0,0.0,0.0,1,0
18002,18,190801,1,"花凛","可以在这里更换\n或者购买背景音乐哦\n我为你准备了很多\n好听的音乐！",2,"2015/12/17 15:00:00","2030/12/17 14:59:59",-363.0,0.0,0.0,1,0
19001,19,190801,1,"花凛","可以更改我的主页\n和公会之家的背景音乐哦\n让我也听听\n你喜欢的歌曲吧",3,"2015/12/17 15:00:00","2030/12/17 14:59:59",-470.0,0.0,0.0,1,0
19002,19,190801,1,"花凛","这里可以\n更换背景音乐哦\n想要换成哪首歌曲呢？\n嘻嘻嘻，我也很期待♪",4,"2015/12/17 15:00:00","2030/12/17 14:59:59",-470.0,0.0,0.0,1,0
20001,20,190801,1,"花凛","可以在这里\n购买背景音乐哦\n也可以进行试听，\n请随意挑选",5,"2015/12/17 15:00:00","2030/12/17 14:59:59",-470.0,0.0,0.0,1,0
20002,20,190801,1,"花凛","欢迎光临！\n这里可以购买背景音乐\n有很多好听的歌曲，\n简直让人目不暇接呢",6,"2015/12/17 15:00:00","2030/12/17 14:59:59",-470.0,0.0,0.0,1,0
21001,21,106001,1,"凯露","这里好像可以把获得的道具\n制作成专用装备\n收集好道具的话\n就快点试试制作吧！",1,"2015/12/17 15:00:00","2030/12/17 14:59:59",-363.0,0.0,0.0,1,0
21002,21,105901,1,"可可萝","攻略后\n会获得珍贵的道具哦\n用道具可以制作出\n专用装备",1,"2015/12/17 15:00:00","2030/12/17 14:59:59",-363.0,0.0,0.0,1,0
21003,21,105801,1,"佩可莉姆","可以获得制作专用装备\n的道具呢\n多多收集\n让自己变得更强大吧！",1,"2015/12/17 15:00:00","2030/12/17 14:59:59",-363.0,0.0,0.0,1,0
22001,22,190801,1,"花凛","请在这里投票\n为你想要\n支持的女孩投上\n充满感情的一票吧！",1,"2015/12/17 15:00:00","2030/12/17 14:59:59",-430.0,0.0,0.0,1,0
22002,22,190801,1,"花凛","欢迎！\n你喜欢的是\n哪位女孩呢？\n请为她加油哦！",2,"2015/12/17 15:00:00","2030/12/17 14:59:59",-430.0,0.0,0.0,1,0
23001,23,190801,1,"花凛","感谢\n你的投票\n尽请期待\n最终结果吧！",3,"2015/12/17 15:00:00","2030/12/17 14:59:59",-430.0,0.0,0.0,1,0
23002,23,190801,1,"花凛","目前正在\n统计人气投票\n在结果出来之前\n请再稍等一下哦",4,"2015/12/17 15:00:00","2030/12/17 14:59:59",-430.0,0.0,0.0,1,0
24001,24,109001,1,"惠理子（情人节）","您帮忙制作的\n巧克力蛋糕，\n怎么可能不好吃呢。",1,"2019/01/31 12:00:00","2030/12/17 14:59:59",-385.0,8.0,4.08,2,10011
24002,24,109001,1,"惠理子（情人节）","您不可能会失败的。\n请试着再挑战一次吧。",2,"2019/01/31 12:00:00","2030/12/17 14:59:59",-385.0,8.0,5.0,2,10011
24003,24,109001,1,"惠理子（情人节）","这个蛋糕\n是想要送给您的。\n没想到\n您竟然会来帮忙……嘻嘻。",3,"2019/01/31 12:00:00","2030/12/17 14:59:59",-385.0,8.0,10.11,2,10011
24004,24,109001,1,"惠理子（情人节）","您不用太气馁。\n接下来，\n我会好好花时间教您的。",4,"2019/01/31 12:00:00","2030/12/17 14:59:59",-385.0,8.0,4.0,2,10011
24005,24,109001,1,"惠理子（情人节）","您这次……是状态不太好吗？\n只要是您帮忙做的东西，\n不管做成什么样，我都不在意……嘻嘻。",5,"2019/01/31 12:00:00","2030/12/17 14:59:59",-385.0,8.0,6.0,2,10011
24006,24,109002,1,"惠理子（情人节）","您亲手做的巧克力蛋糕，\n对我来说就是宝物……\n我不会让侮辱它的人活下来的。",6,"2019/01/31 12:00:00","2030/12/17 14:59:59",0.0,0.0,0.0,1,10011
24007,24,109002,1,"惠理子（情人节）","您做得真好，太了不起了！\n您做的巧克力蛋糕\n和您非常相称。",7,"2019/01/31 12:00:00","2030/12/17 14:59:59",0.0,0.0,0.0,1,10011
24008,24,109002,1,"惠理子（情人节）","愿意帮助我的您\n已经成为了我的俘虏……\n我会邀请您前往甜美的世界。",8,"2019/01/31 12:00:00","2030/12/17 14:59:59",0.0,0.0,0.0,1,10011
24009,24,109002,1,"惠理子（情人节）","我已经收到\n您的爱意了。\n这是……我们两人的\n第一次合作呢……嘻嘻。",9,"2019/01/31 12:00:00","2030/12/17 14:59:59",0.0,0.0,0.0,1,10011
24010,24,109002,1,"惠理子（情人节）","这是世界上\n最棒的巧克力蛋糕。\n因为，\n这是您精心制作出来的。",10,"2019/01/31 12:00:00","2030/12/17 14:59:59",0.0,0.0,0.0,1,10011
24011,24,109101,1,"静流（情人节）","没能做好，你觉得很可惜？\n不过，弟弟的心意让我很开心哦。\n不管什么时候，\n姐姐都会在你身边的♪",1,"2019/01/31 12:00:00","2030/12/17 14:59:59",-385.0,8.0,2.12,2,10011
24012,24,109101,5,"静流（情人节）","嗯～难得见到弟弟你\n这么紧张啊？\n要不要再试一次？",2,"2019/01/31 12:00:00","2030/12/17 14:59:59",-385.0,8.0,4.19,2,10011
24013,24,109101,2,"静流（情人节）","你帮了姐姐的忙，\n做得很好哦！\n啊～\n现在还不能偷吃哦！",3,"2019/01/31 12:00:00","2030/12/17 14:59:59",-385.0,8.0,2.3,4,10011
24014,24,109102,1,"静流（情人节）","快看快看！\n蛋糕胚烤得很好看哦。\n真不愧是弟弟！",4,"2019/01/31 12:00:00","2030/12/17 14:59:59",0.0,0.0,0.0,1,10011
24015,24,109101,5,"静流（情人节）","好啦好啦，别那么难过。\n虽然看起来……挺有个性的，\n但是味道肯定不会差！",5,"2019/01/31 12:00:00","2030/12/17 14:59:59",-385.0,8.0,5.23,2,10011
24016,24,109102,1,"静流（情人节）","像弟弟一样可爱的蛋糕\n做好了！\n是不是很想快点尝尝看♪",6,"2019/01/31 12:00:00","2030/12/17 14:59:59",0.0,0.0,0.0,1,10011
24017,24,109101,1,"静流（情人节）","咦？弟弟，你的手指\n沾到巧克力了哦？\n姐姐来帮你舔掉吧，\n啊唔！",7,"2019/01/31 12:00:00","2030/12/17 14:59:59",-385.0,8.0,5.01,2,10011
24018,24,109102,1,"静流（情人节）","越来越像模像样了呀？\n不过弟弟还能做得更好！\n姐姐相信你哦。",8,"2019/01/31 12:00:00","2030/12/17 14:59:59",0.0,0.0,0.0,1,10011
24019,24,109102,1,"静流（情人节）","哇～\n看起来很好吃！\n弟弟已经很熟练了，\n姐姐就放心地交给你啦！",9,"2019/01/31 12:00:00","2030/12/17 14:59:59",0.0,0.0,0.0,1,10011
24020,24,109102,1,"静流（情人节）","呀～弟弟帮忙做的\n巧克力蛋糕！\n看起来很好吃呢♪",10,"2019/01/31 12:00:00","2030/12/17 14:59:59",0.0,0.0,0.0,1,10011
