skill_id,name,skill_type,skill_area_width,skill_cast_time,action_1,action_2,action_3,action_4,action_5,action_6,action_7,depend_action_1,depend_action_2,depend_action_3,depend_action_4,depend_action_5,depend_action_6,depend_action_7,description,icon_type
1003001,"斩刃风暴",0,0,0.0,100300101,0,0,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（特大）。",1001
1003002,"狂风突刺",0,0,0.955,100300201,0,0,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（中）。",2001
1003003,"反击斩",0,0,1.3275,100300301,100300302,0,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（中）。怜在攻击准备期间所受到的伤害越高，对敌人造成的伤害也会相应提高。",2001
1003012,"狂风突刺+",0,0,0.955,100301201,100301202,0,0,0,0,0,0,100301201,0,0,0,0,0,"对前方一名敌人造成物理伤害（中），并小幅降低其物理防御力。",2001
1003501,"迅捷剑姬",0,0,0.0,100350101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理攻击力。",3001
1003511,"迅捷剑姬+",0,0,0.0,100351101,100351102,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身的物理攻击力，并小幅提升自身的最大生命值。",3001
1004001,"捣蛋炸弹",0,0,0.0,100400101,100400102,0,0,0,0,0,0,100400101,0,0,0,0,0,"以距离自身第二近的敌人为中心，对范围内的所有敌人造成物理伤害（中）。",1001
1004002,"墨水射击",0,0,1.55,100400201,100400202,0,0,0,0,0,0,100400201,0,0,0,0,0,"对距离自身第二近的一名敌人造成物理伤害（小），并施加黑暗状态。",2010
1004003,"水球投掷",0,0,1.18,100400301,100400302,100400303,0,0,0,0,0,100400301,0,0,0,0,0,"对物理攻击力最高的一名敌人造成物理伤害（小），并小幅降低其物理攻击力，同时小幅提升自身物理攻击力。",2004
1004501,"陷阱专家",0,0,0.0,100450101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理防御力。",3002
1004511,"陷阱专家+",0,0,0.0,100451101,100451102,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理防御力，并小幅提升自身物理攻击力。",3002
1005001,"英雄虎爆弹",0,0,0.0,100500101,100500102,100500103,0,0,0,0,0,0,100500102,0,0,0,0,"飞跃至前方第三名敌人的面前，给自身前后范围内的所有敌人造成物理伤害（大）。",1001
1005002,"虎之震击",0,0,0.76,100500201,100500202,0,0,0,0,0,0,100500201,0,0,0,0,0,"对自身前后范围内的敌人造成物理伤害（小），并使其眩晕。",2018
1005003,"虎之风车",0,0,1.5,100500301,0,0,0,0,0,0,0,0,0,0,0,0,0,"对自身前后范围内的敌人造成物理伤害（中）。",2001
1005012,"虎之震击+",0,0,0.76,100501201,100501202,100501203,100501204,0,0,0,0,100501201,0,0,0,0,0,"对自身前后范围内的敌人造成物理伤害（小），并使其眩晕。同时特大幅提升自身的物理防御力和魔法防御力。",2018
1005501,"英雄的心得",0,0,0.0,100550101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身的物理攻击力。",3001
1005511,"英雄的心得+",0,0,0.0,100551101,100551102,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身的物理攻击力，并小幅提升自身的物理防御力。",3001
1006001,"甜蜜恶魔声援",1,0,0.0,100600101,100600102,0,0,0,0,0,0,0,0,0,0,0,0,"小幅提升己方全体的魔法攻击力，并根据下次攻击的伤害量回复生命值。",1003
1006002,"暗影伏特",0,0,1.18,100600201,0,0,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成魔法伤害（中）。",2002
1006003,"小恶魔之吻",1,0,1.25,100600301,0,0,0,0,0,0,0,0,0,0,0,0,0,"中幅降低前方一名敌人的魔法防御力。",2004
1006012,"暗影伏特+",0,0,1.18,100601201,100601202,0,0,0,0,0,0,100601201,0,0,0,0,0,"对前方一名敌人造成魔法伤害（中），并小幅降低其魔法防御力。",2002
1006501,"炙热甜蜜",0,0,0.0,100650101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身魔法攻击力。",3003
1006511,"炙热甜蜜+",0,0,0.0,100651101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身魔法攻击力。",3003
1007001,"把你变成布丁",1,0,0.0,100700101,100700102,0,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（大），并大幅回复自身生命值。",1001
1007002,"我~好~恨~啊",0,0,0.0,100700201,100700202,100700203,0,0,0,0,0,0,100700202,0,0,0,0,"【变身】变身为幽灵，在一段时间内处于无敌状态。",2017
1007003,"点心时间到了",1,0,0.27,100700301,0,0,0,0,0,0,0,0,0,0,0,0,0,"中幅回复自身生命值。",2005
1007501,"透明妖怪来咯~",0,0,0.0,100750101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理防御力。",3002
1007511,"透明妖怪来咯~+",0,0,0.0,100751101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身物理防御力。",3002
1008001,"拜倒在我的美貌之下吧！",1,0,0.0,100800101,100800102,0,0,0,0,0,0,100800101,0,0,0,0,0,"对前方所有敌人造成魔法伤害（小），并小幅降低其物理防御力。",1002
1008002,"我那令人目眩的美貌♪",1,0,1.93,100800201,100800202,0,0,0,0,0,0,100800201,0,0,0,0,0,"对距离自身第二近的一名敌人造成魔法伤害（小），并施加黑暗状态。",2010
1008003,"可爱的我会为你加油的♪",1,0,1.6,100800301,0,0,0,0,0,0,0,0,0,0,0,0,0,"中幅回复己方技能值最高的一名角色的技能值。",2006
1008501,"可爱的我会努力哦",0,0,0.0,100850101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身魔法攻击力。",3003
1008511,"可爱的我会努力哦+",0,0,0.0,100851101,100851102,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身魔法攻击力，并小幅提升自身物理防御力。",3003
1009001,"罗刹涅槃·极光终天冥坏破",1,0,0.0,100900101,100900102,100900103,0,0,0,0,0,0,0,0,0,0,0,"对敌方全体造成魔法伤害（中），使用后杏奈的物理与魔法防御力会特大幅降低。",1002
1009002,"罗刹涅槃·无式",1,0,1.58,100900201,0,0,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成魔法伤害（中）。",2002
1009003,"冥空天升",1,2160,1.25,100900301,100900302,100900303,100900304,0,0,0,0,0,0,0,0,0,0,"【自爆】当杏奈的生命值低于最大生命值的10%时发动，对周边所有敌人造成魔法伤害（大），但自身会陷入无法战斗状态。",2017
1009012,"罗刹涅槃·无式+",1,0,1.58,100901201,100901202,0,0,0,0,0,0,100901201,0,0,0,0,0,"对前方一名敌人造成魔法伤害（中），并小幅降低其魔法防御力。",2002
1009501,"霸叉冥灭狱炎咒",0,0,0.0,100950101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身魔法攻击力。",3003
1009511,"霸叉冥灭狱炎咒+",0,0,0.0,100951101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身魔法攻击力。",3003
1010001,"童话庭院",1,0,0.0,101000101,101000102,101000103,0,0,0,0,0,0,0,0,0,0,0,"小幅提升己方全体的魔法攻击力、物理防御力，并小幅回复技能值。",1003
1010002,"真步真步治愈术",1,0,1.53,101000201,0,0,0,0,0,0,0,0,0,0,0,0,0,"中幅回复己方生命值最低的一名角色的生命值。",2005
1010003,"真步真步致盲术",1,0,2.13,101000301,0,0,0,0,0,0,0,0,0,0,0,0,0,"使前方第二位的敌人陷入黑暗状态。",2010
1010501,"童话充能",0,0,0.0,101050101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理防御力。",3002
1010511,"童话充能+",0,0,0.0,101051101,101051102,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理防御力，并小幅提升自身魔法攻击力。",3002
1011001,"箭矢之雨",0,0,0.0,101100101,0,0,0,0,0,0,0,0,0,0,0,0,0,"对前方范围内的所有敌人造成物理伤害（中）。",1001
1011002,"全神贯注",0,0,1.07,101100202,101100201,0,0,0,0,0,0,0,0,0,0,0,0,"中幅提升自身物理攻击力和物理暴击率。",2003
1011003,"突破之箭",0,0,1.5,101100301,0,0,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（中）。",2001
1011012,"全神贯注+",0,0,1.07,101101202,101101201,101101203,0,0,0,0,0,0,0,0,0,0,0,"大幅提升自身的物理攻击力，中幅提升物理暴击率，并大幅提升行动速度。",2003
1011501,"敏锐洞察",0,0,0.0,101150101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理攻击力。",3001
1011511,"敏锐洞察+",0,0,0.0,101151101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身物理攻击力。",3001
1012001,"闪耀☆流星",1,0,0.0,101200101,101200102,0,0,0,0,0,0,0,0,0,0,0,0,"对使用物理攻击的所有敌人造成魔法伤害（小），并对敌方全体造成魔法伤害（中）。",1002
1012002,"精神☆爆破",1,0,1.4,101200201,0,0,0,0,0,0,0,0,0,0,0,0,0,"对物理攻击力最高的一名敌人造成魔法伤害（中）。",2002
1012003,"炫目☆星光",1,0,1.4,101200301,101200302,0,0,0,0,0,0,101200301,0,0,0,0,0,"对物理攻击力最高的一名敌人造成魔法伤害（小），并施加晕眩效果。",2002
1012012,"精神☆爆破+",1,0,1.4,101201201,101201202,0,0,0,0,0,0,101201201,0,0,0,0,0,"对物理攻击力最高的一名敌人造成魔法伤害（中），并小幅降其低魔法防御力。",2002
1012501,"幸福☆能量",0,0,0.0,101250101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身魔法攻击力。",3003
1012511,"幸福☆能量+",0,0,0.0,101251101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身魔法攻击力。",3003
1013001,"七七香·∞·疾风",1,0,0.0,101300101,0,0,0,0,0,0,0,0,0,0,0,0,0,"对剩余生命值最高的一名敌人造成魔法伤害（特大）。",1002
1013002,"星尘魔法",1,0,1.4,101300201,101300202,0,0,0,0,0,0,101300201,0,0,0,0,0,"小幅降低前方范围内所有敌人的魔法防御力。",2004
1013003,"能量冲击",1,0,1.4,101300301,101300302,0,0,0,0,0,0,101300301,0,0,0,0,0,"对剩余生命值最高的一名敌人造成魔法伤害（中），并使其眩晕。",2002
1013501,"觉醒模式",0,0,0.0,101350101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身的魔法攻击力。",3003
1013511,"觉醒模式+",0,0,0.0,101351101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身的魔法攻击力。",3003
1014001,"罪恶牢狱",1,0,0.0,101400101,101400102,101400103,101400104,101400105,0,0,0,101400101,101400101,0,101400104,0,0,"以前方第3位的敌人为中心，特大幅降低范围内敌人的魔法防御力，展开使其技能值上升量中幅下降的领域，并小幅下降其行动速度。",1015
1014002,"束缚之根",1,0,1.4,101400201,101400202,0,0,0,0,0,0,101400201,0,0,0,0,0,"对前方范围内的所有敌人造成魔法伤害（小），并束缚敌人。",2007
1014003,"误导弹丸",1,0,1.4,101400301,101400302,0,0,0,0,0,0,101400301,0,0,0,0,0,"对前方一名敌人造成魔法伤害（小），并使其陷入混乱。",2024
1014501,"侦探思维",0,0,0.0,101450101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身的魔法防御力。",3004
1014511,"侦探思维+",0,0,0.0,101451101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身的魔法防御力。",3004
1015001,"修女的恩惠",1,0,0.0,101500101,101500102,0,0,0,0,0,0,0,0,0,0,0,0,"中幅回复己方全员的生命值，并小幅提升魔法防御力。",1005
1015002,"神圣之力",1,0,1.17,101500201,0,0,0,0,0,0,0,0,0,0,0,0,0,"中幅提升自身周围所有己方角色的魔法攻击力。",2003
1015003,"爱的治愈",1,0,1.6,101500301,0,0,0,0,0,0,0,0,0,0,0,0,0,"赋予最前方一名己方角色持续生命值回复状态。",2005
1015012,"神圣之力+",1,0,1.17,101501201,101501202,0,0,0,0,0,0,0,0,0,0,0,0,"大幅提升自身周围的所有己方角色的魔法攻击力，并中幅提升其魔法暴击率。",2003
1015501,"天女威光",0,0,0.0,101550101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提高自己的魔法攻击力。",3003
1015511,"天女威光+",0,0,0.0,101551101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提高自己的魔法攻击力。",3003
1016001,"一箭穿心",1,0,0.0,101600101,0,0,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（大）。此技能必定暴击。",1001
1016002,"愤怒之镖",0,0,0.71,101600201,0,0,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（中）。此技能必定暴击。",2001
1016003,"魅力全开♪",1,0,1.4,101600301,0,0,0,0,0,0,0,0,0,0,0,0,0,"中幅提升自身物理攻击力。",2003
1016501,"可爱感觉",0,0,0.0,101650101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理攻击力。",3001
1016511,"可爱感觉+",0,0,0.0,101651101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身物理攻击力。",3001
1017001,"琉球犬重拳出击",0,0,0.0,101700101,0,0,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（特大）。",1001
1017002,"正中线突破",0,0,1.0,101700201,0,0,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（中）。",2001
1017003,"精神统一",0,0,1.0,101700301,0,0,0,0,0,0,0,0,0,0,0,0,0,"技能发动后，每当香织对敌人进行攻击，该敌人所受的伤害量便会提升。此效果最多叠加5次。",2003
1017012,"正中线突破+",0,0,1.0,101701201,0,0,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（大）。",2001
1017501,"琉球犬式炼气术",0,0,0.0,101750101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理攻击力。",3001
1017511,"琉球犬式炼气术+",0,0,0.0,101751101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身物理攻击力。",3001
1018001,"百魅惑心",1,0,0.0,101800101,101800102,0,0,0,0,0,0,101800101,0,0,0,0,0,"对敌方全体造成魔法伤害（小），并使其陷入魅惑状态。",1009
1018002,"夺魂尾鞭",1,0,1.66,101800201,101800202,0,0,0,0,0,0,101800201,0,0,0,0,0,"对前方范围内的所有敌人造成魔法伤害（小）。",2002
1018003,"灵魂抽取",1,0,1.33,101800301,101800302,0,0,0,0,0,0,0,0,0,0,0,0,"小幅降低随机一名敌人的技能值，并小幅回复自身技能值。",2006
1018012,"夺魂尾鞭+",1,0,1.66,101801201,101801202,101801203,101801204,101801205,101801206,101801207,0,101801201,101801202,101801203,101801202,101801205,101801205,"对前方范围内的敌人造成魔法伤害（中），并大幅降低陷入魅惑状态的敌人的技能值，中幅降低未陷入魅惑状态的敌人的物理攻击力和魔法攻击力。",2002
1018501,"可爱甜心",0,0,0.0,101850101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身魔法攻击力。",3003
1018511,"可爱甜心+",0,0,0.0,101851101,101851102,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身魔法攻击力，并小幅提升自身魔法防御力。",3003
1020001,"兔兔斩击",1,0,0.0,102000101,102000102,102000103,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（中），并对距离自身第二近的敌人造成物理伤害（大）。",1001
1020002,"跳跳攻击",1,0,0.85,102000201,102000202,0,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（中）。",2001
1020003,"兔兔应援",0,0,0.42,102000301,0,0,0,0,0,0,0,0,0,0,0,0,0,"小幅提升己方全体的物理攻击力。",2003
1020501,"兔兔力量",0,0,0.0,102050101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理攻击力。",3001
1020511,"兔兔力量+",0,0,0.0,102051101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身物理攻击力。",3001
1021001,"惊吓挥铃",0,0,0.0,102100101,102100102,0,0,0,0,0,0,102100101,0,0,0,0,0,"对前方一名敌人造成物理伤害（大），并使其长时间眩晕。",1018
1021002,"勇敢之铃",0,0,1.375,102100201,102100202,0,0,0,0,0,0,102100201,0,0,0,0,0,"小幅提升自身周围的己方角色的物理防御力和魔法防御力。",2003
1021003,"战栗之铃",1,0,1.375,102100301,102100302,0,0,0,0,0,0,102100301,0,0,0,0,0,"对前方一名敌人造成物理伤害（小），并使其眩晕。",2018
1021012,"勇敢之铃+",0,0,1.375,102101201,102101202,102101203,0,0,0,0,0,102101201,102101201,0,0,0,0,"中幅提升己方全员的物理防御力和魔法防御力，并小幅回复其技能值。",2003
1021501,"光辉之力",0,0,0.0,102150101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身最大生命力。",3005
1021511,"光辉之力+",0,0,0.0,102151101,102151102,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身的最大生命值，并小幅提升自身的魔法防御力。",3005
1022001,"闪电标枪",0,0,0.0,102200101,0,0,0,0,0,0,0,0,0,0,0,0,0,"对前方范围内的所有敌人造成魔法伤害（中）。",1002
1022002,"极限充能 ",0,0,1.25,102200201,102200202,0,0,0,0,0,0,0,0,0,0,0,0,"消耗生命值，大幅提升自身的魔法攻击力。",2003
1022003,"阴影爆破",1,0,0.98,102200301,0,0,0,0,0,0,0,0,0,0,0,0,0,"对前方范围内的所有敌人造成魔法伤害（中）。",2002
1022012,"极限充能+",0,0,1.25,102201201,102201202,102201203,0,0,0,0,0,0,0,0,0,0,0,"消耗生命值，特大幅提升自身的魔法攻击力，并中幅回复技能值。",2003
1022501,"闪电爆发",0,0,0.0,102250101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身魔法攻击力。",3003
1022511,"闪电爆发+",0,0,0.0,102251101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身魔法攻击力。",3003
1023001,"噗吉全力挥动",0,0,0.0,102300101,102300102,102300103,102300104,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（大），并大幅度吹飞敌人，使其眩晕。",1001
1023002,"噗吉破碎击",0,0,1.125,102300201,102300202,0,0,0,0,0,0,102300201,0,0,0,0,0,"对前方范围内的所有敌人造成物理伤害（小），并使其眩晕。",2018
1023003,"噗吉飓风击",0,0,0.855,102300301,102300302,0,0,0,0,0,0,102300301,0,0,0,0,0,"对前方范围内的所有敌人造成物理伤害（小），并小幅降低其物理防御力。",2001
1023501,"漂亮一击",0,0,0.0,102350101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理攻击力。",3001
1023511,"漂亮一击+",0,0,0.0,102351101,102351102,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理攻击力，并小幅提升自身魔法防御力。",3001
1025001,"旋风气流",1,0,0.0,102500101,102500102,102500103,102500104,0,0,0,0,0,0,0,0,0,0,"对前方范围内的所有敌人造成魔法伤害（中），并小~中幅降低其物理防御力。",1002
1025002,"旋风爆破",1,0,1.6,102500201,0,0,0,0,0,0,0,0,0,0,0,0,0,"对前方范围内的所有敌人造成魔法伤害（小）。",2002
1025003,"女仆声援",1,0,1.46,102500301,102500302,0,0,0,0,0,0,102500301,0,0,0,0,0,"小幅回复自身周围的所有己方角色的生命值，并小幅提升其物理攻击力。",2005
1025501,"女仆精神",0,0,0.0,102550101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身魔法攻击力。",3003
1025511,"女仆精神+",0,0,0.0,102551101,102551102,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身魔法攻击力，并小幅提升自身魔法防御力。",3003
1026001,"尝尝亲手烘焙的红豆包",1,0,0.0,102600101,102600102,102600103,0,0,0,0,0,0,0,0,0,0,0,"小幅回复己方全体的生命值，并小幅提升其物理攻击力和魔法防御力。",1003
1026002,"幸福自会敲门",1,0,0.59,102600201,0,0,0,0,0,0,0,0,0,0,0,0,0,"大幅提升自身周围所有己方角色的魔法防御力。",2003
1026003,"橡子投击",1,0,0.92,102600301,102600302,0,0,0,0,0,0,102600301,0,0,0,0,0,"对前方一名敌人造成物理伤害（中），并使其眩晕。",2018
1026012,"幸福自会敲门+",1,0,0.59,102601201,102601202,102601203,0,0,0,0,0,0,0,0,0,0,0,"大幅提升自身周围的所有己方角色的魔法防御力，并中幅提升其物理攻击力，小幅提升其物理暴击率。",2003
1026501,"橡子充能",0,0,0.0,102650101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身魔法防御力。",3004
1026511,"橡子充能+",0,0,0.0,102651101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身魔法防御力。",3004
1027001,"致命惩罚",0,0,0.0,102700101,102700102,102700103,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（特大），使用该技能打倒敌人时，大幅提升自身物理攻击力。",1001
1027002,"痴迷执念",0,0,1.125,102700201,0,0,0,0,0,0,0,0,0,0,0,0,0,"小幅提升自身的物理攻击力。",2003
1027003,"剧毒打击",0,0,1.125,102700301,102700302,0,0,0,0,0,0,102700301,0,0,0,0,0,"对前方一名敌人造成物理伤害（中），并使其陷入中毒状态。",2022
1027012,"痴迷执念+",0,0,1.125,102701201,102701202,102701203,0,0,0,0,0,0,0,0,0,0,0,"大幅提升自身的物理攻击力，并在短时间内特大幅提升物理攻击力和物理暴击率。",2003
1027501,"狂爱之力",0,0,0.0,102750101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理攻击力。",3001
1027511,"狂爱之力+",0,0,0.0,102751101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身物理攻击力。",3001
1028001,"凤凰之剑",1,0,0.0,102800101,102800102,0,0,0,0,0,0,0,0,0,0,0,0,"对前方范围内的所有敌人造成物理伤害（中）。咲恋的生命值越低，所造成的伤害则越高。",1001
1028002,"烈焰斩击",1,0,1.45,102800201,0,0,0,0,0,0,0,0,0,0,0,0,0,"对前方范围内的所有敌人造成物理伤害（小）。",2001
1028003,"优雅声援",0,0,1.25,102800301,0,0,0,0,0,0,0,0,0,0,0,0,0,"中幅回复一名距离自身最近的己方角色的技能值。",2006
1028012,"烈焰斩击+",1,0,1.45,102801201,102801202,0,0,0,0,0,0,0,0,0,0,0,0,"对前方范围内的所有敌人造成物理伤害（中）。咲恋的生命值越低，所造成的伤害则越高。",2001
1028501,"优雅高贵之魂",0,0,0.0,102850101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理攻击力。",3001
1028511,"优雅高贵之魂+",0,0,0.0,102851101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身物理攻击力。",3001
1029001,"演出开始",0,0,0.0,102900101,102900102,102900103,102900104,0,0,0,0,0,0,0,0,0,0,"【挑衅】小幅提升己方全体的物理攻击力，中幅提升自身的物理与魔法防御力。再对敌方全体进行挑衅。",1003
1029002,"悦音斩击",1,0,1.25,102900201,102900202,0,0,0,0,0,0,102900201,0,0,0,0,0,"对前方范围内的所有敌人造成物理伤害（小），并使其眩晕。",2018
1029003,"偶像声援",1,0,1.65,102900301,0,0,0,0,0,0,0,0,0,0,0,0,0,"小幅回复自身周围所有己方角色的生命值。",2005
1029012,"悦音斩击+",1,0,1.25,102901201,102901202,102901203,0,0,0,0,0,102901201,102901201,0,0,0,0,"对前方范围内的所有敌人造成物理伤害（中）、并使其眩晕，并小幅降低其物理攻击力。",2018
1029501,"光明微笑",0,0,0.0,102950101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理防御力。",3002
1029511,"光明微笑+",0,0,0.0,102951101,102951102,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理防御力，并小幅提升自身魔法防御力。",3002
1030001,"忍法灼热地狱",1,0,0.0,103000101,0,0,0,0,0,0,0,0,0,0,0,0,0,"对前方范围内的所有敌人造成物理伤害（中）。",1001
1030002,"旋风击",0,0,1.85,103000201,103000202,103000203,103000204,0,0,0,0,103000201,103000201,0,0,0,0,"对前方范围内的所有敌人造成物理伤害（小），使用该技能打倒敌人时，中幅回复自身技能值。",2001
1030003,"火炎扇",0,0,0.85,103000301,103000302,0,0,0,0,0,0,103000301,0,0,0,0,0,"对前方一名敌人造成物理伤害（中），并将其小幅度击飞。",2001
1030012,"旋风击+",0,0,1.85,103001201,103001202,103001203,103001204,0,0,0,0,103001201,103001201,0,0,0,0,"对前方范围内的所有敌人造成物理伤害（中），使用该技能打倒敌人时，特大幅回复自身技能值。",2001
1030501,"本能寺之助",0,0,0.0,103050101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理攻击力。",3001
