group_id,group_id_comment,group_unit_id_01,group_unit_id_02,group_unit_id_03,group_unit_id_04,group_unit_id_05
30021,"依里（用于花凛对话）",118501001,302201001,0,0,0
30022,"绫音（用于花凛对话）",118501001,302301001,0,0,0
30023,"铃莓（用于花凛对话）",118501001,302501001,0,0,0
30024,"铃（用于花凛对话）",118501001,302601001,0,0,0
30025,"惠理子（用于花凛对话）",118501001,302701001,0,0,0
30026,"咲恋（用于花凛对话）",118501001,302801001,0,0,0
30027,"望（用于花凛对话）",118501001,302901001,0,0,0
30028,"妮侬（用于花凛对话）",118501001,303001001,0,0,0
30029,"忍（用于花凛对话）",118501001,303101001,0,0,0
30030,"秋乃（用于花凛对话）",118501001,303201001,0,0,0
30031,"真阳（用于花凛对话）",118501001,303301001,0,0,0
30032,"由加莉（用于花凛对话）",118501001,303401001,0,0,0
30033,"镜华（用于花凛对话）",118501001,303601001,0,0,0
30034,"智（用于花凛对话）",118501001,303701001,0,0,0
30035,"栞（用于花凛对话）",118501001,303801001,0,0,0
30036,"碧（用于花凛对话）",118501001,304001001,0,0,0
30037,"千歌（用于花凛对话）",118501001,304201001,0,0,0
30038,"真琴（用于花凛对话）",118501001,304301001,0,0,0
30039,"伊莉亚（用于花凛对话）",118501001,304401001,0,0,0
30040,"空花（用于花凛对话）",118501001,304501001,0,0,0
30041,"珠希（用于花凛对话）",118501001,304601001,0,0,0
30042,"纯（用于花凛对话）",118501001,304701001,0,0,0
30043,"美冬（用于花凛对话）",118501001,304801001,0,0,0
30044,"静流（用于花凛对话）",118501001,304901001,0,0,0
30045,"美咲（用于花凛对话）",118501001,305001001,0,0,0
30046,"深月（用于花凛对话）",118501001,305101001,0,0,0
30047,"莉玛（用于花凛对话）",118501001,305201001,0,0,0
30048,"莫妮卡（用于花凛对话）",118501001,305301001,0,0,0
30049,"纺希（用于花凛对话）",118501001,305401001,0,0,0
30050,"步美（用于花凛对话）",118501001,305501001,0,0,0
30051,"流夏（用于花凛对话）",118501001,305601001,0,0,0
30052,"佩可莉姆（用于花凛对话）",118501001,305801001,0,0,0
30053,"可可萝（用于花凛对话）",118501001,305901001,0,0,0
30054,"凯露（用于花凛对话）",118501001,306001001,0,0,0
30055,"雪菲（用于花凛对话）",118501001,306401001,0,0,0
30056,"嘉夜（用于花凛对话）",118501001,306501001,0,0,0
30057,"祈梨（用于花凛对话）",118501001,306601001,0,0,0
30058,"菈比莉斯塔（用于花凛对话）",118501001,306801001,0,0,0
30059,"克莉丝提娜（用于花凛对话）",118501001,307101001,0,0,0
30060,"佩可莉姆（夏日）（用于花凛对话）",118501001,307501001,0,0,0
30061,"可可萝（夏日）（用于花凛对话）",118501001,307601001,0,0,0
30062,"铃莓（夏日）（用于花凛对话）",118501001,307701001,0,0,0
30063,"凯露（夏日）（用于花凛对话）",118501001,307801001,0,0,0
30064,"珠希（夏日）（用于花凛对话）",118501001,307901001,0,0,0
30065,"美冬（夏日）（用于花凛对话）",118501001,308001001,0,0,0
30066,"忍（万圣节）（用于花凛对话）",118501001,308101001,0,0,0
30067,"宫子（万圣节）（用于花凛对话）",118501001,308201001,0,0,0
30068,"美咲（万圣节）（用于花凛对话）",118501001,308301001,0,0,0
30069,"千歌（圣诞节）（用于花凛对话）",118501001,308401001,0,0,0
30070,"胡桃（圣诞节）（用于花凛对话）",118501001,308501001,0,0,0
30071,"绫音（圣诞节）（用于花凛对话）",118501001,308601001,0,0,0
30072,"日和莉（新年）（用于花凛对话）",118501001,308701001,0,0,0
30073,"优衣（新年）（用于花凛对话）",118501001,308801001,0,0,0
30074,"怜（新年）（用于花凛对话）",118501001,308901001,0,0,0
30075,"惠理子（情人节）（用于花凛对话）",118501001,309001001,0,0,0
30076,"静流（情人节）（用于花凛对话）",118501001,309101001,0,0,0
30077,"空花（大江户）（用于花凛对话）",118501001,309501001,0,0,0
30078,"妮侬（大江户）（用于花凛对话）",118501001,309601001,0,0,0
30079,"铃奈（夏日）（用于花凛对话）",118501001,310001001,0,0,0
30080,"伊绪（夏日）（用于花凛对话）",118501001,310101001,0,0,0
30081,"咲恋（夏日）（用于花凛对话）",118501001,310301001,0,0,0
30082,"真琴（夏日）（用于花凛对话）",118501001,310401001,0,0,0
30083,"香织（夏日）（用于花凛对话）",118501001,310501001,0,0,0
30084,"真步（夏日）（用于花凛对话）",118501001,310601001,0,0,0
30085,"碧（插班生）（用于花凛对话）",118501001,310701001,0,0,0
30086,"克罗依（用于花凛对话）",118501001,310801001,0,0,0
30087,"千爱瑠（用于花凛对话）",118501001,310901001,0,0,0
30088,"优妮（用于花凛对话）",118501001,311001001,0,0,0
30089,"镜华（万圣节）（用于花凛对话）",118501001,311101001,0,0,0
30090,"未奏希（万圣节）（用于花凛对话）",118501001,311201001,0,0,0
30091,"美美（万圣节）（用于花凛对话）",118501001,311301001,0,0,0
30092,"克莉丝提娜（圣诞节）（用于花凛对话）",118501001,311501001,0,0,0
30093,"望（圣诞节）（用于花凛对话）",118501001,311601001,0,0,0
30094,"伊莉亚（圣诞节）（用于花凛对话）",118501001,311701001,0,0,0
30095,"佩可莉姆（新年）（用于花凛对话）",118501001,311801001,0,0,0
30096,"可可萝（新年）（用于花凛对话）",118501001,311901001,0,0,0
30097,"凯露（新年）（用于花凛对话）",118501001,312001001,0,0,0
30098,"铃莓（新年）（用于花凛对话）",118501001,312101001,0,0,0
30099,"香澄（魔法少女）（用于花凛对话）",118501001,312201001,0,0,0
30100,"栞（魔法少女）（用于花凛对话）",118501001,312301001,0,0,0
30101,"铃（游骑兵）（用于花凛对话）",118501001,312701001,0,0,0
30102,"真阳（游骑兵）（用于花凛对话）",118501001,312801001,0,0,0
30103,"璃乃（仙境）（用于花凛对话）",118501001,312901001,0,0,0
30104,"步美（仙境）（用于花凛对话）",118501001,313001001,0,0,0
30105,"流夏（夏日）（用于花凛对话）",118501001,313101001,0,0,0
30106,"杏奈（夏日）（用于花凛对话）",118501001,313201001,0,0,0
30107,"七七香（夏日）（用于花凛对话）",118501001,313301001,0,0,0
30108,"初音（夏日）（用于花凛对话）",118501001,313401001,0,0,0
30109,"美里（夏日）（用于花凛对话）",118501001,313501001,0,0,0
30110,"纯（夏日）（用于花凛对话）",118501001,313601001,0,0,0
30111,"茜里（天使）（用于花凛对话）",118501001,313701001,0,0,0
30112,"依里（天使）（用于花凛对话）",118501001,313801001,0,0,0
30113,"纺希（万圣节）（用于花凛对话）",118501001,313901001,0,0,0
30114,"怜（万圣节）（用于花凛对话）",118501001,314001001,0,0,0
30115,"茉莉（万圣节）（用于花凛对话）",118501001,314101001,0,0,0
30116,"莫妮卡（魔法少女）（用于花凛对话）",118501001,314201001,0,0,0
30117,"智（魔法少女）（用于花凛对话）",118501001,314301001,0,0,0
30118,"秋乃（圣诞节）（用于花凛对话）",118501001,314401001,0,0,0
30119,"咲恋（圣诞节）（用于花凛对话）",118501001,314501001,0,0,0
30120,"由加莉（圣诞节）（用于花凛对话）",118501001,314601001,0,0,0
30121,"可可萝（礼服）（用于花凛对话）",118501001,315501001,0,0,0
30122,"优衣（礼服）（用于花凛对话）",118501001,315601001,0,0,0
30123,"香澄（夏日）（用于花凛对话）",118501001,315701001,0,0,0
30124,"莉玛（灰姑娘）（用于花凛对话）",118501001,315801001,0,0,0
30125,"真琴（灰姑娘）（用于花凛对话）",118501001,315901001,0,0,0
30126,"真步（灰姑娘）（用于花凛对话）",118501001,316001001,0,0,0
30127,"克罗依（圣学祭）（用于花凛对话）",118501001,316201001,0,0,0
30128,"千爱瑠（圣学祭）（用于花凛对话）",118501001,316301001,0,0,0
30129,"祈梨（时间旅行）（用于花凛对话）",118501001,316501001,0,0,0
30130,"嘉夜（时间旅行）（用于花凛对话）",118501001,316601001,0,0,0
30131,"碧（工作服）（用于花凛对话）",118501001,316701001,0,0,0
30132,"珠希（工作服）（用于花凛对话）",118501001,316801001,0,0,0
30133,"美冬（工作服）（用于花凛对话）",118501001,316901001,0,0,0
30134,"惠理子（夏日）（用于花凛对话）",118501001,317001001,0,0,0
30135,"静流（夏日）（用于花凛对话）",118501001,317101001,0,0,0
30136,"望（夏日）（用于花凛对话）",118501001,317201001,0,0,0
30137,"千歌（夏日）（用于花凛对话）",118501001,317301001,0,0,0
30138,"纺希（夏日）（用于花凛对话）",118501001,317401001,0,0,0
30139,"深月（大江户）（用于花凛对话）",118501001,317501001,0,0,0
30140,"雪（大江户）（用于花凛对话）",118501001,317601001,0,0,0
30141,"香织（万圣节）（用于花凛对话）",118501001,317701001,0,0,0
30142,"妮侬（万圣节）（用于花凛对话）",118501001,317801001,0,0,0
30143,"铃奈（万圣节）（用于花凛对话）",118501001,317901001,0,0,0
30144,"日和莉（公主）（用于花凛对话）",118501001,380101001,0,0,0
30145,"优衣（公主）（用于花凛对话）",118501001,380201001,0,0,0
30146,"怜（公主）（用于花凛对话）",118501001,380301001,0,0,0
30147,"佩可莉姆（公主）（用于花凛对话）",118501001,380401001,0,0,0
30148,"可可萝（公主）（用于花凛对话）",118501001,380501001,0,0,0
30149,"凯露（公主）（用于花凛对话）",118501001,380601001,0,0,0
30150,"帆稀（用于花凛对话）",118501001,306701001,0,0,0
30151,"伊绪（黑暗）（用于花凛对话）",118501001,319001001,0,0,0
30152,"空花（黑暗）（用于花凛对话）",118501001,319101001,0,0,0
30153,"宫子（圣诞节）（用于花凛对话）",118501001,319901001,0,0,0
30154,"真阳（圣诞节）（用于花凛对话）",118501001,319201001,0,0,0
30155,"璃乃（圣诞节）（用于花凛对话）",118501001,319301001,0,0,0
30156,"流夏（新年）（用于花凛对话）",118501001,320801001,0,0,0
30157,"未奏希美美镜华（用于花凛对话）",118501001,380801001,0,0,0
30158,"雪菲（新年）（用于花凛对话）",118501001,320701001,0,0,0
30159,"伊莉亚（新年）（用于花凛对话）",118501001,320901001,0,0,0
30160,"佩可莉姆（超负荷）（用于花凛对话）",118501001,321001001,0,0,0
30161,"菈比莉斯塔（超负荷）（用于花凛对话）",118501001,321201001,0,0,0
30162,"优妮（圣学祭）（用于花凛对话）",118501001,316401001,0,0,0
30163,"凯露（超负荷）（用于花凛对话）",118501001,321101001,0,0,0
30164,"胡桃（舞台）（用于花凛对话）",118501001,321301001,0,0,0
30165,"美咲（舞台）（用于花凛对话）",118501001,321401001,0,0,0
30166,"步美（怪盗）（用于花凛对话）",118501001,321501001,0,0,0
30167,"祈梨（怪盗）（用于花凛对话）",118501001,321601001,0,0,0
30168,"忍（海盗）（用于花凛对话）",118501001,322001001,0,0,0
30169,"杏奈（海盗）（用于花凛对话）",118501001,321901001,0,0,0
30170,"碧（露营）（用于花凛对话）",118501001,322101001,0,0,0
30171,"由加莉（露营）（用于花凛对话）",118501001,322201001,0,0,0
