equipment_id,equipment_name,description,promotion_level,hp,atk,magic_str,def,magic_def,physical_critical,magic_critical,wave_hp_recovery,wave_energy_recovery,dodge,physical_penetrate,magic_penetrate,life_steal,hp_recovery_rate,energy_recovery_rate,energy_reduce_rate,accuracy
130321,"紫藤庐红辉石","秋乃佩戴在身的胸针。紫藤\n庐家代代相传的辉石，\n会赐予持有者高洁的精神\n和与众不同的魔力。",98,7.5,3.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130331,"伊丽莎白披巾","以真阳心爱的牛·伊丽莎白为原型\n进行设计的披巾。戴上吼\n逗哏能力增强，能令对方\n陷入混乱。",98,0.0,4.25,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
130341,"无尽酒杯","由加莉不愿放下的酒杯。不管\n怎么喝都不会枯竭的生命之水\n渗透了持有者的全身，赐予\n其身仿佛要满溢而出的活力。",98,0.0,3.2,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
130361,"宇宙蓝色魔杖","镜华常用的魔杖。宝玉中蕴含着\n高阶水龙的力量，\n据说能根据不同的使用者\n来改变自己的形态。",98,0.0,0.0,4.4,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130371,"天剑白岚","御久间流传承的宝剑。\n剑身被打造得如同羽毛一般轻盈，\n与智的出招相呼应，掀起\n横扫的旋风席卷众多敌人。",98,0.0,3.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130381,"初音亲手制作的守护石","姐姐初音亲手做来送给栞\n的守护石。其中蕴含着初音的思念，\n能够激起妹妹的勇气，让她发挥出\n异于平常的能力。",98,0.0,3.75,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
130401,"BB团羁绊贝雷帽","碧时常戴着的贝雷帽。\n搭配的一对羽毛象征着紧密的羁\n绊。心中交叠着羁绊，碧会\n凭借坚强的意志击穿拦路的敌人。",98,0.0,3.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130421,"符文音符翠灵谱","记载着勇气唱唤术的乐谱。凭借着千歌那澄澈歌声的加护，\n能让同伴的感觉变得更加敏锐，\n更精准地\n击中敌人的弱点。",98,0.0,0.0,2.2,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
130431,"狼人巨刃","寄宿着青狼灵魂的巨剑。象征着\n装备者的勇敢的一挥\n犹如龙卷风向敌人袭去，同时\n唤醒沉睡的力量。",98,0.0,5.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130441,"夜之牙暗斧","跟伊莉亚共同度过漫长时光的斧头。\n只要挥舞一下那闪烁着红色魔力的巨刃\n就能歼灭敌人，将飞溅的鲜血尽数吸收，\n转化为主人的食粮。",98,0.0,0.0,4.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
130451,"愉悦项圈","空花使用的拘束用具\n兼项圈。通过封锁自身的行动\n来吸引敌人，\n以此享受着不为人知的愉悦。",98,0.0,0.0,0.0,0.35,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
130461,"梦幻鲷鱼烧","珠希非常珍惜的项链。\n使用镶嵌在鲷鱼烧型的\n小饰物上的魔石，就能获得快到\n留下残影的迅猛身手。",98,0.0,3.75,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130471,"骑士铠甲","上下缠绕着正义的热焰的铠甲。\n不管多强力的攻击都能够\n阻挡住，并给予同伴勇气\n与活力。",98,0.0,1.0,0.0,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130481,"溟龙枪利维坦","美冬爱用的长戟。\n每次挥动枪尖就会涌动水流，\n水之庇佑会\n激昂又优美地保护持有者。",98,0.0,3.75,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130491,"神圣十字剑","静流惯用的十字剑。\n祈愿救助弱者的高洁灵魂\n注入剑身时，可以发动防御招式，\n守护对方。",98,0.0,3.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
130501,"魔眼杖·恶魔之眼","这魔杖是美咲的武器兼搭档。\n魔杖得到了更高级的进化后拥有了生命，\n但可悲的是，\n现在它变成了化妆的实验品。",98,0.0,0.0,4.85,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130511,"蔷薇诅咒","深月惯用的眼罩，上面装饰着\n妖艳美丽的蔷薇。\n注入魔力就会释放七彩光芒，\n衰弱对手的能力。",98,5.0,4.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
130521,"野心礼服","我想要穿上这条裙子！这条特别定制的长裙承载着莉玛的梦想。怀梦少女的妄想力，此刻觉醒。",98,0.0,1.25,0.0,0.45,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130531,"羽翼大衣","莫妮卡穿着的大衣。\n奢华的剪裁能\n刺激追随者们的身心，\n大幅提升其所有类型的攻击力。",98,0.0,2.6,0.0,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130541,"高级定制皮带","纺希穿戴的能容纳线轴的\n特制随身皮带。能迅速从线轴中抽出魔法丝线，\n束缚敌人，在一瞬间剥夺敌人的意识。",98,0.0,2.5,0.0,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130551,"跟踪用斗篷","步美亲手制作的斗篷，\n制作时花费了一番功夫，穿上它就能让别人察觉不到自己的存在。\n能在不知不觉间靠近对方，\n更加接近喜欢的前辈。",98,0.0,0.7,0.0,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130561,"真打 绝海·波浪丸","流夏佩戴的双刀。\n据说一旦在恶徒们面前\n抽出第二把刀·波浪丸，\n马上就能平息纷争。",98,0.0,1.0,0.0,0.45,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130571,"亚修凯隆","立志追求极致剑道的\n姬塔拿在手上的单手剑。她在寂灭世界中自由自在地\n持续挥舞着手中的剑，不知不觉中\n就被人称为剑圣。",98,0.0,4.5,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
130581,"公主之剑","佩可莉姆所使用的『皇家装备』的\n真正形态。本就拥有很强的力量，\n而今因沉睡之力被释放，\n更是被赋予了愈加强大的力量。",98,0.0,0.0,0.0,0.5,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
130591,"爱梅斯守护符","可可萝佩戴的花饰。\n受到了被尊为神明的伟大存在\n的守护，花朵中飘荡出的温柔\n花香，赋予人战斗的勇气。",98,0.0,2.5,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
130601,"混沌魔法书","凯露随身携带的魔法书。通过控制\n快要从书中喷涌而出的魔力\n便可以自由自在地操纵\n强大的招数。",98,0.0,0.0,4.7,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130631,"女王缇达尼亚斯","亚里莎惯用的巨弓。是在\n精灵之间流传的传说之弓，\n仅凭拉弓就可封住目标的动作，所\n释放的箭矢能射穿任何东西。",98,0.0,4.75,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130711,"圣域剑阿瓦隆","克莉丝提娜挥舞着的大剑。\n经过精准的计算，剑尖所到之处\n皆无人可逃，\n都会被一刀两断，必定能获得胜利。",98,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
130751,"伞剑沙滩公主","佩可莉姆常用的\n充满夏日风情的太阳伞利剑。她脸上绽放的笑容\n配合华丽而可爱的剑技，\n必定能吸引沙滩上所有人的目光。",98,0.0,4.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
130761,"凉枪水精灵果汁","可可萝的矛，充满了夏日风情。澄澈的剑尖充满清凉感，\n挥舞时划出的蓝色轨迹看起来也冰凉无比，\n不管是发疯的魔物还是酷暑，\n都能让他们一下子冷静下来。",98,0.0,2.1,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
130771,"太阳魔杖 闪耀夏日","铃莓在夏天使用的新魔杖。华丽的装饰看起来\n很休闲，而且不管怎么摔，\n上面的芭菲也不会掉下来。",98,0.0,0.0,2.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130781,"夏日猫猫泳圈","凯露为了享受夏日\n而偷偷准备的泳圈。虽然本人说\n是看中了安全性才买的，\n不过这设计实在太过可爱，让人怀疑她话中的真假。",98,0.0,0.0,4.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130791,"鲷鱼棒冰匕首","珠希为了度过酷暑而随身携带的棒冰。\n鲷鱼烧冰冻后的滋味\n让珠希步履轻盈，\n将敌人玩弄于股掌之间。",98,0.0,4.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
130801,"苍龙矛 蛟龙","美冬为有效避暑而准备的矛。\n它击出的水流宛如狂暴海神一般，\n能高效地打倒敌人。",98,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
130811,"南瓜灵镰","骷髅老爸为忍准备的灵镰。\n其中蕴含着万圣节的加护，\n南瓜灯能将灵魂引导至冥界，\n其刀刃能撕裂恶灵。",98,0.0,3.75,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
130821,"万圣节布丁","充满了万圣节风情的布丁，\n点心师也为之感到骄傲。\n其中有着微微的南瓜甜味，\n让品尝过时间所有布丁的宫子也惊喜万分。",98,0.0,3.3,0.0,0.15,0.15,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130831,"魔法扫帚·万圣节之眼","被美咲打扮得很有万圣节风格的\n大眼仔魔杖。成人的暴力美感和万圣节的可爱风格\n融合得十分完美。",98,0.0,0.0,3.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0
130841,"符文之雪翠灵杖","它是千歌的魔法杖，有圣夜的精灵\n寄宿其中。精灵们会回应唱唤术，\n赋予圣诞节的加护，大幅提升受加护对象的能力。",98,4.0,0.0,2.3,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130851,"圣诞装饰铃铛","受到圣诞节祝福的胡桃常用的\n铃铛。胡桃奏响铃铛时\n寄托的大无畏精神\n能唤起同伴们的勇气，让她们绝不气馁。",98,6.25,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130861,"圣诞王噗吉","充满圣诞色彩的\n绫音的搭档。噗吉更加可爱的同时，\n也提升了绫音的力量，\n让她能发出更强的攻击。",98,2.5,4.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
130871,"猫明神喵菲斯特","在一个跟猫咪有关的神社里供奉的\n来历正统的护手。能为穿戴者带来胜利，\n与日和莉正直的心相呼应，\n为她带来极大的利益。",98,0.0,4.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
130881,"拂晓之祝杖 花束","在迎新年的祭典上使用的\n神具之杖。只要怀着祝福大家的心愿挥舞，\n就会有花朵散落，为新一年的旅途增添色彩。",98,0.0,0.0,2.5,0.0,0.25,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
130891,"冰丽刀·初华","在新年迎接神明的祭祀上\n使用的最好的刀。刀身美丽，宛如坚冰。\n不论是深沉的黑暗还是不详的\n烦恼都能一刀两断。",98,0.0,1.2,0.0,0.15,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130901,"毁灭打蛋器","惠理子为给真命天子做巧克力而准备的\n只有她自己能驾驭的烘焙用具。饱含爱意的一击\n能将一切破坏殆尽。",98,0.0,4.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
130911,"装饰之心","静流为了给弟弟做好吃的巧克力\n而戴上的帽子。\n心形装饰会散发甜甜的香气，\n给予同伴关爱，让同伴安心。",98,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
