id,mission_reward_id,reward_type,reward_id,reward_num,lv_from,lv_to,start_time,end_time
58,28002002,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
59,28002003,8,91002,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
60,28002003,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
61,28002004,8,91002,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
62,28002004,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
63,28002005,8,91002,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
64,28002005,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
65,28002006,8,91002,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
66,28002006,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
67,28002007,8,91002,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
68,28002007,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
69,28002008,8,91002,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
70,28002008,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
71,28002009,8,91002,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
72,28002009,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
73,28002010,8,91002,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
74,28002010,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
75,28002011,8,91002,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
76,28002011,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
77,28002012,8,91002,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
78,28002012,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
79,26001001,8,91002,30,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
80,26003001,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
81,26008001,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
82,24002001,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
83,24004001,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
84,21005001,8,91002,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
85,21005002,8,91002,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
86,21005003,8,91002,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
87,21005004,8,91002,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
88,21005005,8,91002,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
89,26002001,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
90,26002002,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
91,26002003,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
92,26002004,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
93,26002005,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
94,26002006,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
95,26002007,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
96,26005001,8,91002,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
97,26005002,8,91002,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
98,21007001,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
100,28006001,8,91002,1000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
101,28005001,5,0,20,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
102,28005001,2,20001,10,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
103,15005001,12,94002,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
104,18001003,6,93001,200,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
105,18001004,6,93001,200,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
106,11101001,5,0,20,1,-1,"2020/01/01 0:00:00","2022/11/22 4:59:59"
107,11101001,2,20003,2,1,-1,"2020/01/01 0:00:00","2022/11/22 4:59:59"
108,21102001,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
109,21103001,8,91002,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
113,11001002,5,0,30,1,-1,"2020/01/01 0:00:00","2022/11/22 4:59:59"
114,11001002,12,94002,30000,1,-1,"2020/01/01 0:00:00","2022/11/22 4:59:59"
115,11001002,2,23001,6,1,-1,"2020/01/01 0:00:00","2022/11/22 4:59:59"
116,28007001,6,93001,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
117,28007002,6,93001,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
118,28007003,6,93001,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
119,11001003,5,0,60,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
120,11001003,12,94002,60000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
121,11001003,8,91002,20,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
122,11001004,5,0,60,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
123,11001004,12,94002,60000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
124,11001004,2,23001,12,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
125,11003002,5,0,80,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
126,11003002,2,20002,4,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
127,11003002,8,91002,20,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
128,11004002,5,0,60,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
129,11004002,2,20002,4,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
130,11004002,2,90007,1000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
131,11005002,5,0,80,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
132,11005002,12,94002,60000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
133,11005002,2,90007,1000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
134,13002002,5,0,40,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
135,14001002,5,0,80,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
136,14001002,12,94002,160000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
137,14001002,2,20003,4,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
138,14003002,5,0,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
139,14003002,12,94002,280000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
140,14003002,2,22002,8,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
141,15004002,5,0,60,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
142,15004002,2,90007,200,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
143,15005002,12,94002,3000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
144,16006002,5,0,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
145,16007002,5,0,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
146,16007002,2,22001,6,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
147,18004002,5,0,40,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
148,11001005,5,0,60,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
149,11001005,12,94002,60000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
150,11001005,8,91002,75,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
151,11101002,5,0,40,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
152,11101002,2,20003,4,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
153,11003003,5,0,80,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
154,11003003,12,94002,120000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
155,11003003,8,91002,75,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
156,50000001,1001,98001,1,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
157,50000001,12,94002,100000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
158,50000002,1001,98001,3,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
159,50000002,12,94002,200000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
160,50000003,1001,98001,5,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
161,50000003,12,94002,400000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
162,50000004,1001,98001,5,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
163,50000004,12,94002,400000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
164,50000004,2,90005,10,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
165,50000005,1001,98001,2,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
166,50000005,12,94002,200000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
167,50000006,1001,98001,3,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
168,50000006,12,94002,400000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
169,50000007,1001,98001,3,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
170,50000007,12,94002,400000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
171,50000007,2,90005,10,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
172,50000008,1001,98001,1,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
173,50000008,12,94002,100000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
174,50000008,2,22003,2,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
175,50000009,1001,98001,1,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
176,50000009,12,94002,200000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
177,50000009,2,22003,3,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
178,50000010,1001,98001,1,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
179,50000010,12,94002,400000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
180,50000010,2,22003,3,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
181,50000011,1001,98001,1,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
182,50000011,12,94002,400000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
183,50000011,2,90005,10,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
184,50000012,1001,98001,1,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
185,50000012,12,94002,100000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
186,50000012,2,20004,5,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
187,50000013,1001,98001,1,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
188,50000013,12,94002,200000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
189,50000013,2,20004,10,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
190,50000014,1001,98001,1,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
191,50000014,12,94002,400000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
192,50000014,2,20004,10,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
193,50000015,1001,98001,2,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
194,50000015,12,94002,400000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
195,50000016,1001,98001,2,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
196,50000016,12,94002,400000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
197,50000016,2,90005,10,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
198,50000017,1001,98001,1,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
199,50000017,12,94002,200000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
200,50000018,1001,98001,1,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
201,50000018,12,94002,300000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
202,51000001,4,140001,10,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
203,51000001,7,990211,1,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
204,51000001,12,94002,1000000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
205,51000002,2,31013,5,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
206,51000002,2,23001,20,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
207,51000002,12,94002,200000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
208,51000003,2,31013,5,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
209,51000003,2,22003,10,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
210,51000003,12,94002,200000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
211,51000004,2,31013,5,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
212,51000004,2,20004,10,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
213,51000004,12,94002,200000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
214,51000005,2,24001,2,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
215,51000005,2,31013,10,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
216,51000005,12,94002,1000000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
217,51000006,2,31013,5,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
218,51000006,2,23001,40,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
219,51000006,12,94002,500000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
220,51000007,2,31013,5,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
221,51000007,2,22003,10,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
222,51000007,12,94002,500000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
223,51000008,2,31013,5,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
224,51000008,2,20004,10,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
225,51000008,12,94002,500000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
226,51000009,2,24002,1,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
227,51000009,2,90005,10,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
228,51000009,12,94002,2000000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
229,51000010,2,31013,5,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
230,51000010,2,90005,5,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
231,51000010,12,94002,500000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
232,51000011,2,24001,3,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
233,51000011,2,31013,10,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
234,51000011,12,94002,2000000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
235,51000012,2,23001,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
236,51000012,2,22003,20,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
237,51000012,12,94002,1000000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
238,51000013,2,24001,5,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
239,51000013,2,31013,20,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
240,51000013,12,94002,2000000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
241,51000014,2,23001,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
242,51000014,2,20004,40,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
243,51000014,12,94002,1000000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
244,51000015,2,90005,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
245,51000015,4,140001,10,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
246,51000015,12,94002,5000000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
247,28002013,8,91002,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
248,28002013,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
249,28002014,8,91002,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
250,28002014,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
251,26002008,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
252,26002009,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
253,26002010,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
254,26013001,8,91002,30,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
255,26014001,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
256,21011001,8,91002,80,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
257,21011001,2,22003,2,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
258,26015001,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
259,26015002,8,91002,10,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
260,21102002,8,91002,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
261,28002015,8,91002,400,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
262,28002015,12,94002,500000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
263,28002015,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
264,28002016,8,91002,400,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
265,28002016,12,94002,500000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
266,28002016,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
267,28002017,8,91002,400,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
268,28002017,12,94002,3000000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
269,28002017,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
270,28002018,8,91002,600,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
271,28002018,12,94002,3000000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
272,28002018,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
273,28002019,8,91002,600,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
274,28002019,12,94002,3000000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
275,28002019,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
276,28002020,8,91002,600,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
277,28002020,12,94002,5000000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
278,28002020,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
279,28002021,8,91002,600,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
280,28002021,12,94002,5000000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
281,28002021,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
282,28002022,8,91002,600,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
283,28002022,12,94002,5000000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
284,28002022,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
285,28002023,8,91002,600,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
286,28002023,12,94002,5000000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
287,28002023,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
288,28002024,8,91002,600,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
289,28002024,12,94002,5000000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
290,28002024,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
291,28002025,8,91002,1100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
292,28002025,12,94002,7500000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
293,28002025,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
294,28002026,8,91002,1100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
295,28002026,12,94002,7500000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
296,28002026,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
297,28002027,8,91002,1100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
298,28002027,12,94002,7500000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
299,28002027,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
300,28002028,8,91002,1100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
301,28002028,12,94002,10000000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
302,28002028,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
303,28002029,8,91002,1100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
304,28002029,12,94002,10000000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
305,28002029,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
306,28002030,8,91002,1100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
307,28002030,12,94002,10000000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
308,28002030,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
309,26003002,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
310,26003002,12,94002,10000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
311,26003003,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
