item_id,item_name,description,promotion_level,item_type,value,price,limit_num,start_time,end_time
31004,"未奏希的记忆碎片","封印着未奏希记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31004,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31005,"茉莉的记忆碎片","封印着茉莉记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31005,0,9999,"2020/10/09 11:00:00","2099/12/31 23:59:59"
31006,"茜里的记忆碎片","封印着茜里记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31006,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31007,"宫子的记忆碎片","封印着宫子记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31007,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31008,"雪的记忆碎片","封印着雪记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31008,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31009,"杏奈的记忆碎片","封印着杏奈记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31009,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31010,"真步的记忆碎片","封印着真步记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31010,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31011,"璃乃的记忆碎片","封印着璃乃记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31011,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31012,"初音的记忆碎片","封印着初音记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31012,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31013,"七七香的记忆碎片","封印着七七香记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31013,0,9999,"2020/12/10 09:00:00","2099/12/31 23:59:59"
31014,"香澄的记忆碎片","封印着香澄记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31014,0,9999,"2021/03/15 11:00:00","2099/12/31 23:59:59"
31015,"美里的记忆碎片","封印着美里记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31015,0,9999,"2020/06/23 11:00:00","2099/12/31 23:59:59"
31016,"铃奈的记忆碎片","封印着铃奈记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31016,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31017,"香织的记忆碎片","封印着香织记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31017,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31018,"伊绪的记忆碎片","封印着伊绪记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31018,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31020,"美美的记忆碎片","封印着美美记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31020,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31021,"胡桃的记忆碎片","封印着胡桃记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31021,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31022,"依里的记忆碎片","封印着依里记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31022,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31023,"绫音的记忆碎片","封印着绫音记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31023,0,9999,"2020/05/28 11:00:00","2099/12/31 23:59:59"
31025,"铃莓的记忆碎片","封印着铃莓记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31025,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31026,"铃的记忆碎片","封印着铃记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31026,0,9999,"2020/05/07 13:00:00","2099/12/31 23:59:59"
31027,"惠理子的记忆碎片","封印着惠理子记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31027,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31028,"咲恋的记忆碎片","封印着咲恋记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31028,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31029,"望的记忆碎片","封印着望记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31029,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31030,"妮侬的记忆碎片","封印着妮侬记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31030,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31031,"忍的记忆碎片","封印着忍记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31031,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31032,"秋乃的记忆碎片","封印着秋乃记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31032,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31033,"真阳的记忆碎片","封印着真阳记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31033,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31034,"由加莉的记忆碎片","封印着由加莉记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31034,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31036,"镜华的记忆碎片","封印着镜华记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31036,0,9999,"2020/06/08 11:00:00","2099/12/31 23:59:59"
31037,"智的记忆碎片","封印着智记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31037,0,9999,"2020/09/28 9:00:00","2099/12/31 23:59:59"
31038,"栞的记忆碎片","封印着栞记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31038,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31040,"碧的记忆碎片","封印着碧记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31040,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31042,"千歌的记忆碎片","封印着千歌记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31042,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31043,"真琴的记忆碎片","封印着真琴记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31043,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31044,"伊莉亚的记忆碎片","封印着伊莉亚记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31044,0,9999,"2020/07/06 11:00:00","2099/12/31 23:59:59"
31045,"空花的记忆碎片","封印着空花记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31045,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31046,"珠希的记忆碎片","封印着珠希记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31046,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31047,"纯的记忆碎片","封印着纯记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31047,0,9999,"2020/04/23 13:00:00","2099/12/31 23:59:59"
31048,"美冬的记忆碎片","封印着美冬记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31048,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31049,"静流的记忆碎片","封印着静流记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31049,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31050,"美咲的记忆碎片","封印着美咲记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31050,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31051,"深月的记忆碎片","封印着深月记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31051,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31052,"莉玛的记忆碎片","封印着莉玛记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31052,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31053,"莫妮卡的记忆碎片","封印着莫妮卡记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31053,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31054,"纺希的记忆碎片","封印着纺希记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31054,0,9999,"2020/07/20 11:00:00","2099/12/31 23:59:59"
31055,"步美的记忆碎片","封印着步美记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31055,0,9999,"2021/03/30 11:00:00","2099/12/31 23:59:59"
31056,"流夏的记忆碎片","封印着流夏记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31056,0,9999,"2020/11/30 11:00:00","2099/12/31 23:59:59"
31057,"姬塔的记忆碎片","封印着姬塔记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31057,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31058,"佩可莉姆的记忆碎片","封印着佩可莉姆记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31058,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31059,"可可萝的记忆碎片","封印着可可萝记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31059,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31060,"凯露的记忆碎片","封印着凯露记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31060,0,9999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
31061,"矛依未的记忆碎片","封印着矛依未记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31061,0,9999,"2021/03/01 11:00:00","2099/12/31 23:59:59"
31063,"亚里莎的记忆碎片","封印着亚里莎记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31063,0,9999,"2020/05/15 11:00:00","2099/12/31 23:59:59"
31071,"克莉丝提娜的记忆碎片","封印着克莉丝提娜记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31071,0,9999,"2020/11/23 11:00:00","2099/12/31 23:59:59"
31075,"佩可莉姆（夏日）的记忆碎片","封印着佩可莉姆（夏日）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31075,0,9999,"2020/08/03 11:00:00","2099/12/31 23:59:59"
31076,"可可萝（夏日）的记忆碎片","封印着可可萝（夏日）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31076,0,9999,"2020/08/03 11:00:00","2099/12/31 23:59:59"
31077,"铃莓（夏日）的记忆碎片","封印着铃莓（夏日）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31077,0,9999,"2020/08/18 11:00:00","2099/12/31 23:59:59"
31078,"凯露（夏日）的记忆碎片","封印着凯露（夏日）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31078,0,9999,"2020/08/30 11:00:00","2099/12/31 23:59:59"
31079,"珠希（夏日）的记忆碎片","封印着珠希（夏日）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31079,0,9999,"2020/09/15 11:00:00","2099/12/31 23:59:59"
31080,"美冬（夏日）的记忆碎片","封印着美冬（夏日）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31080,0,9999,"2020/08/30 11:00:00","2099/12/31 23:59:59"
31081,"忍（万圣节）的记忆碎片","封印着忍（万圣节）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31081,0,9999,"2020/10/26 11:00:00","2099/12/31 23:59:59"
31082,"宫子（万圣节）的记忆碎片","封印着宫子（万圣节）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31082,0,9999,"2020/10/26 11:00:00","2099/12/31 23:59:59"
31083,"美咲（万圣节）的记忆碎片","封印着美咲（万圣节）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31083,0,9999,"2020/11/10 11:00:00","2099/12/31 23:59:59"
31084,"千歌（圣诞节）的记忆碎片","封印着千歌（圣诞节）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31084,0,9999,"2020/12/20 11:00:00","2099/12/31 23:59:59"
31085,"胡桃（圣诞节）的记忆碎片","封印着胡桃（圣诞节）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31085,0,9999,"2020/12/20 11:00:00","2099/12/31 23:59:59"
31086,"绫音（圣诞节）的记忆碎片","封印着绫音（圣诞节）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31086,0,9999,"2021/01/08 11:00:00","2099/12/31 23:59:59"
31087,"日和莉（新年）的记忆碎片","封印着日和莉（新年）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31087,0,9999,"2021/02/01 11:00:00","2099/12/31 23:59:59"
31088,"优衣（新年）的记忆碎片","封印着优衣（新年）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31088,0,9999,"2021/01/18 09:00:00","2099/12/31 23:59:59"
31089,"怜（新年）的记忆碎片","封印着怜（新年）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31089,0,9999,"2021/01/18 09:00:00","2099/12/31 23:59:59"
31090,"惠理子（情人节）的记忆碎片","封印着惠理子（情人节）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31090,0,9999,"2021/02/14 11:00:00","2099/12/31 23:59:59"
31091,"静流（情人节）的记忆碎片","封印着静流（情人节）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31091,0,9999,"2021/02/14 11:00:00","2099/12/31 23:59:59"
31092,"安的记忆碎片","封印着安记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31092,0,9999,"2021/05/15 09:00:00","2099/12/31 23:59:59"
31093,"露的记忆碎片","封印着露记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31093,0,9999,"2021/05/15 09:00:00","2099/12/31 23:59:59"
31094,"古蕾雅的记忆碎片","封印着古蕾雅记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31094,0,9999,"2021/06/01 11:00:00","2099/12/31 23:59:59"
31095,"空花（大江户）的记忆碎片","封印着空花（大江户）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31095,0,9999,"2021/06/14 11:00:00","2099/12/31 23:59:59"
31097,"雷姆的记忆碎片","封印着雷姆记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31097,0,9999,"2021/04/17 09:00:00","2099/12/31 23:59:59"
31098,"拉姆的记忆碎片","封印着拉姆记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31098,0,9999,"2021/04/17 09:00:00","2099/12/31 23:59:59"
31099,"爱蜜莉雅的记忆碎片","封印着爱蜜莉雅记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31099,0,9999,"2021/05/01 11:00:00","2099/12/31 23:59:59"
31701,"环奈的记忆碎片","封印着环奈记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31701,0,9999,"2020/10/16 11:00:00","2099/12/31 23:59:59"
31702,"环奈（振袖）的记忆碎片","封印着环奈（振袖）记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。",1,11,31702,0,9999,"2020/12/30 11:00:00","2099/12/31 23:59:59"
50001,"心形甜甜圈","可以在公会之家内使用，增加角色好感度点数10。",1,7,10,200,99999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
50002,"苹果派","可以在公会之家内使用，增加角色好感度点数20。",2,7,20,400,99999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
50003,"混合浆果蛋糕","可以在公会之家内使用，增加角色好感度点数30。",3,7,30,600,99999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
60001,"BOSS券","活动期间获得的券，可用来开启BOSS战。",1,13,0,0,9999,"2020/05/15 11:00:00","2099/12/31 23:59:59"
60002,"讨伐证","活动期间成功讨伐怪物的证明，收集后可以用于讨伐证交换。",1,13,0,0,9999,"2020/05/15 11:00:00","2099/12/31 23:59:59"
60011,"BOSS券","活动期间获得的券，可用来开启BOSS战。",1,13,0,0,9999,"2020/06/08 11:00:00","2099/12/31 23:59:59"
60012,"讨伐证","活动期间成功讨伐怪物的证明，收集后可以用于讨伐证交换。",1,13,0,0,9999,"2020/06/08 11:00:00","2099/12/31 23:59:59"
60021,"BOSS券","活动期间获得的券，可用来开启BOSS战。",1,13,0,0,9999,"2020/07/06 11:00:00","2099/12/31 23:59:59"
60022,"讨伐证","活动期间成功讨伐怪物的证明，收集后可以用于讨伐证交换。",1,13,0,0,9999,"2020/07/06 11:00:00","2099/12/31 23:59:59"
60031,"BOSS券","活动期间获得的券，可用来开启BOSS战。",1,13,0,0,9999,"2020/08/03 11:00:00","2099/12/31 23:59:59"
60032,"讨伐证","活动期间成功讨伐怪物的证明，收集后可以用于讨伐证交换。",1,13,0,0,9999,"2020/08/03 11:00:00","2099/12/31 23:59:59"
60041,"BOSS券","活动期间获得的券，可用来开启BOSS战。",1,13,0,0,9999,"2020/08/30 11:00:00","2099/12/31 23:59:59"
60042,"讨伐证","活动期间成功讨伐怪物的证明，收集后可以用于讨伐证交换。",1,13,0,0,9999,"2020/08/30 11:00:00","2099/12/31 23:59:59"
60051,"BOSS券","活动期间获得的券，可用来开启BOSS战。",1,13,0,0,9999,"2020/09/28 9:00:00","2099/12/31 23:59:59"
60052,"讨伐证","活动期间成功讨伐怪物的证明，收集后可以用于讨伐证交换。",1,13,0,0,9999,"2020/09/28 9:00:00","2099/12/31 23:59:59"
60061,"BOSS券","活动期间获得的券，可用来开启BOSS战。",1,13,0,0,9999,"2020/10/26 11:00:00","2099/12/31 23:59:59"
60062,"讨伐证","活动期间成功讨伐怪物的证明，收集后可以用于讨伐证交换。",1,13,0,0,9999,"2020/10/26 11:00:00","2099/12/31 23:59:59"
60071,"BOSS券","活动期间获得的券，可用来开启BOSS战。",1,13,0,0,9999,"2020/11/23 11:00:00","2099/12/31 23:59:59"
60072,"讨伐证","活动期间成功讨伐怪物的证明，收集后可以用于讨伐证交换。",1,13,0,0,9999,"2020/11/23 11:00:00","2099/12/31 23:59:59"
60081,"BOSS券","活动期间获得的券，可用来开启BOSS战。",1,13,0,0,9999,"2020/12/20 11:00:00","2099/12/31 23:59:59"
60082,"讨伐证","活动期间成功讨伐怪物的证明，收集后可以用于讨伐证交换。",1,13,0,0,9999,"2020/12/20 11:00:00","2099/12/31 23:59:59"
60091,"BOSS券","活动期间获得的券，可用来开启BOSS战。",1,13,0,0,9999,"2021/01/18 09:00:00","2099/12/31 23:59:59"
60092,"讨伐证","活动期间成功讨伐怪物的证明，收集后可以用于讨伐证交换。",1,13,0,0,9999,"2021/01/18 09:00:00","2099/12/31 23:59:59"
60101,"BOSS券","活动期间获得的券，可用来开启BOSS战。",1,13,0,0,9999,"2021/02/14 11:00:00","2099/12/31 23:59:59"
60102,"讨伐证","活动期间成功讨伐怪物的证明，收集后可以用于讨伐证交换。",1,13,0,0,9999,"2021/02/14 11:00:00","2099/12/31 23:59:59"
60103,"普通可可豆","小游戏中使用的道具。",1,16,0,0,9999,"2021/02/14 11:00:00","2099/12/31 23:59:59"
60104,"成熟可可豆","小游戏中使用的道具。",1,16,0,0,9999,"2021/02/14 11:00:00","2099/12/31 23:59:59"
60105,"顶级可可豆","小游戏中使用的道具。",1,16,0,0,9999,"2021/02/14 11:00:00","2099/12/31 23:59:59"
60111,"BOSS券","活动期间获得的券，可用来开启BOSS战。",1,13,0,0,9999,"2021/03/15 11:00:00","2099/12/31 23:59:59"
60112,"讨伐证","活动期间成功讨伐怪物的证明，收集后可以用于讨伐证交换。",1,13,0,0,9999,"2021/03/15 11:00:00","2099/12/31 23:59:59"
60121,"BOSS券","活动期间获得的券，可用来开启BOSS战。",1,13,0,0,9999,"2021/05/15 09:00:00","2099/12/31 23:59:59"
60122,"讨伐证","活动期间成功讨伐怪物的证明，收集后可以用于讨伐证交换。",1,13,0,0,9999,"2021/05/15 09:00:00","2099/12/31 23:59:59"
60131,"BOSS券","活动期间获得的券，可用来开启BOSS战。",1,13,0,0,9999,"2021/05/04 11:00:00","2099/12/31 23:59:59"
60132,"讨伐证","活动期间成功讨伐怪物的证明，收集后可以用于讨伐证交换。",1,13,0,0,9999,"2021/05/04 11:00:00","2099/12/31 23:59:59"
60141,"BOSS券","活动期间获得的券，可用来开启BOSS战。",1,13,0,0,9999,"2021/06/14 11:00:00","2099/12/31 23:59:59"
60142,"讨伐证","活动期间成功讨伐怪物的证明，收集后可以用于讨伐证交换。",1,13,0,0,9999,"2021/06/14 11:00:00","2099/12/31 23:59:59"
60151,"BOSS券","活动期间获得的券，可用来开启BOSS战。",1,13,0,0,9999,"2021/05/28 09:00:00","2099/12/31 23:59:59"
60152,"讨伐证","活动期间成功讨伐怪物的证明，收集后可以用于讨伐证交换。",1,13,0,0,9999,"2021/05/28 09:00:00","2099/12/31 23:59:59"
60161,"BOSS券","活动期间获得的券，可用来开启BOSS战。",1,13,0,0,9999,"2021/04/17 09:00:00","2099/12/31 23:59:59"
60162,"讨伐证","活动期间成功讨伐怪物的证明，收集后可以用于讨伐证交换。",1,13,0,0,9999,"2021/04/17 09:00:00","2099/12/31 23:59:59"
90002,"地下城金币","只有挑战过地下城的人才能获得的特殊货币。可用于地下城商店。",1,12,0,0,999999999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
90003,"竞技场金币","只有挑战过战斗竞技场的人才能获得的特殊货币。可用于竞技场商店。",1,12,0,0,999999999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
90004,"公主竞技场金币","只有挑战过公主竞技场的人才能获得的特殊货币。可用于公主竞技场商店。",1,12,0,0,999999999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
90005,"女神的秘石","蕴含着神秘力量的奇妙石头。可在女神的秘石商店购买任意的记忆碎片。",1,12,0,0,999999999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
90006,"行会金币","只有挑战过团队战的人才能获得的特殊货币。可用于行会商店。",1,12,0,0,999999999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
90007,"金币","在这个世界衣食住行必不可少的阿斯特朗的流通货币。可用于公会之家。",1,12,0,0,999999999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
90008,"大师币","只有玩家等级达到最高的玩家消耗体力才能获得的特别货币。可以用于大师商店购物。",1,12,0,0,999999999,"2021/05/28 09:00:00","2099/12/31 23:59:59"
99001,"高级金属铠甲","用于角色的装备强化，装备强化点数增加10。",2,99,10,0,999,"2020/01/01 0:00:00","2099/12/31 23:59:59"
99002,"随机装备BOX","可获取随机装备",2,6,0,0,1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
