command_id,drama_id,command_type,param_01,param_02,param_03,param_04,param_05,param_06,param_07,param_08
101038,101,93,3,0,"","","","","",""
101039,101,101,101026,0,"","","","","",""
101040,101,22,0,0.5,"","","","","",""
101041,101,6,1,1,1,1,0,0.1,0,""
101042,101,6,105811,1,1,1,0,0.1,0,""
101043,101,6,106011,1,1,1,0,0.1,0,""
101044,101,93,0.1,0,"","","","","",""
101045,101,3,1,cgg_idle_normal,1,"","",0,"",""
101046,101,3,105811,cgg_idle_def,1,"","",0,"",""
101047,101,3,106011,cgg_idle_def,1,"","",0,"",""
102001,102,5,1,1,100,-420,-230,160,0,cgg_idle_normal
102002,102,1,1,105911,100,375,-230,1.6,1,cgg_idle_def
102003,102,1,1,106411,101,490,-230,1.6,1,cgg_idle_def
102004,102,6,1,1,1,1,1,0.1,0,""
102005,102,6,105911,1,1,1,1,0.1,0,""
102006,102,6,106411,1,1,1,1,0.1,0,""
102007,102,93,0.2,0,"","","","","",""
102008,102,21,vo_minigame_1007,vo_minigame_1007_top_talk_2_003,0,0,"","","",""
102009,102,11,105911,"ライブ会場に到着です\n随分と大きくて\n開放的ですね…",5,0,0,0,0,0
102010,102,3,1,cgg_idle_surprise1,1,"","",0.2,"",""
102011,102,3,105911,cgg_lookup,0,"","",0.2,"",""
102012,102,93,2.6,0,"","","","","",""
102013,102,3,105911,cgg_talk_wish_surprise,1,"","",0.2,"",""
102014,102,91,102009,"","","","","","",""
102015,102,3,105911,cgg_idle_def,1,"","",0.4,"",""
102016,102,21,vo_minigame_1007,vo_minigame_1007_top_talk_2_004,0,0,"","","",""
102017,102,11,106411,"カルミナのライブ……\nふふっ、楽しみね。\nあ、ちょっとグッズを\n見てきていいかしら。",5,0,0,0,0,0
102018,102,3,1,cgg_idle_reaction1,1,"","",0.2,"",""
102019,102,3,106411,cgg_talk_surprise1,1,"","",0.2,"",""
102020,102,93,2.6,0,"","","","","",""
102021,102,3,1,cgg_talk_nod,0,cgg_idle_nod,1,0.2,0,""
102022,102,3,106411,cgg_talk_joy3_blink,1,"","",0.2,"",""
102023,102,93,3.2,0,"","","","","",""
102024,102,3,1,cgg_idle_reaction5,1,"","",0.2,"",""
102025,102,3,106411,cgg_talk_normal,1,"","",0.2,"",""
102026,102,91,102017,"","","","","","",""
102027,102,93,0.5,0,"","","","","",""
102028,102,3,106411,cgg_idle_def,1,"","",0.2,"",""
102029,102,3,1,cgg_idle_normal,1,"","",0.2,"",""
102030,102,3,105911,cgg_talk_joy3_blink,1,"","",0.2,"",""
102031,102,12,105911,10,1.4,"","",0.2,"",""
102032,102,93,3,0,"","","","","",""
102033,102,3,105911,cgg_idle_def,1,"","",0.2,"",""
102034,102,3,106411,cgg_talk_joy1,1,"","",0.2,"",""
102035,102,12,106411,11,1.4,"","",0.2,"",""
102036,102,93,3,0,"","","","","",""
102037,102,3,106411,cgg_idle_def,1,"","",0.2,"",""
102038,102,3,1,cgg_idle_surprise3,1,"","",0.2,"",""
102039,102,12,1,6,1.4,"","",0.2,"",""
102040,102,93,3,0,"","","","","",""
102041,102,101,102029,0,"","","","","",""
102042,102,22,0,0.5,"","","","","",""
102043,102,6,1,1,1,1,0,0.1,0,""
102044,102,6,105911,1,1,1,0,0.1,0,""
102045,102,6,106411,1,1,1,0,0.1,0,""
102046,102,93,0.1,0,"","","","","",""
102047,102,3,1,cgg_idle_normal,1,"","",0,"",""
102048,102,3,105911,cgg_idle_def,1,"","",0,"",""
102049,102,3,106411,cgg_idle_def,1,"","",0,"",""
103001,103,5,1,1,100,-420,-230,160,0,cgg_idle_normal
103002,103,1,1,100211,100,375,-230,1.6,1,cgg_idle_def
103003,103,1,1,100111,101,490,-230,1.6,1,cgg_idle_def
103004,103,6,1,1,1,1,1,0.1,0,""
103005,103,6,100211,1,1,1,1,0.1,0,""
103006,103,6,100111,1,1,1,1,0.1,0,""
103007,103,93,0.2,0,"","","","","",""
103008,103,21,vo_minigame_1007,vo_minigame_1007_top_talk_3_005,0,0,"","","",""
103009,103,11,100211,"次は何が出るのかな？\n楽しみだね、\nヒヨリちゃん",6,0,0,0,0,0
103010,103,3,1,cgg_idle_surprise1,1,"","",0.2,"",""
103011,103,3,100211,cgg_talk_wish,1,"","",0.2,"",""
103012,103,93,2.4,0,"","","","","",""
103013,103,3,100211,cgg_talk_joy3,1,"","",0.2,"",""
103014,103,91,103009,"","","","","","",""
103015,103,3,100211,cgg_idle_def,1,"","",0.2,"",""
103016,103,21,vo_minigame_1007,vo_minigame_1007_top_talk_3_006,0,0,"","","",""
103017,103,11,100111,"そうだねユイちゃん！\nよーっし、どんどん\n回しまくるよー！\nぐるぐるぐるー♪",5,0,0,0,0,0
103018,103,3,1,cgg_idle_reaction5,1,"","",0.2,"",""
103019,103,3,100111,cgg_talk_joy1,1,"","",0.2,"",""
103020,103,93,2.5,0,"","","","","",""
103021,103,3,100111,cgg_talk_guts_NoBlink,0,cgg_idle_guts,1,0.2,0,""
103022,103,93,4,0,"","","","","",""
103023,103,3,1,cgg_joy,0,cgg_idle_reaction3,1,0.2,0.2,""
103024,103,3,100111,cgg_talk_joy2,1,"","",0.2,"",""
103025,103,91,103017,"","","","","","",""
103026,103,93,0.7,0,"","","","","",""
103027,103,3,1,cgg_idle_normal,1,"","",0.2,"",""
103028,103,3,100111,cgg_idle_def,1,"","",0.2,"",""
103029,103,3,100211,cgg_idle_bitter3,1,"","",0.2,"",""
103030,103,12,100211,1,1.4,"","",0.2,"",""
103031,103,93,3,0,"","","","","",""
103032,103,3,100211,cgg_idle_def,1,"","",0.2,"",""
103033,103,3,1,cgg_talk_handsup,0,cgg_idle_reaction1,1,0.2,0.2,""
103034,103,12,1,10,1.4,"","",0.2,"",""
103035,103,93,3,0,"","","","","",""
103036,103,3,1,cgg_idle_normal,1,"","",0.2,"",""
103037,103,3,100111,cgg_idle_joy3,1,"","",0.2,"",""
103038,103,12,100111,6,1.4,"","",0.2,"",""
103039,103,93,3,0,"","","","","",""
103040,103,101,103028,0,"","","","","",""
103041,103,22,0,0.5,"","","","","",""
103042,103,6,1,1,1,1,0,0.1,0,""
103043,103,6,100211,1,1,1,0,0.1,0,""
103044,103,6,100111,1,1,1,0,0.1,0,""
103045,103,93,0.1,0,"","","","","",""
103046,103,3,1,cgg_idle_normal,1,"","",0,"",""
103047,103,3,100211,cgg_idle_def,1,"","",0,"",""
103048,103,3,100111,cgg_idle_def,1,"","",0,"",""
104001,104,5,1,1,100,-420,-230,160,0,cgg_idle_normal
104002,104,1,1,100111,100,375,-230,1.6,1,cgg_idle_def
104003,104,1,1,100311,101,490,-230,1.6,1,cgg_idle_def
104004,104,6,1,1,1,1,1,0.1,0,""
104005,104,6,100111,1,1,1,1,0.1,0,""
104006,104,6,100311,1,1,1,1,0.1,0,""
104007,104,93,0.2,0,"","","","","",""
104008,104,21,vo_minigame_1007,vo_minigame_1007_top_talk_4_007,0,0,"","","",""
104009,104,11,100111,"ねーねーレイさん、\nもっかい引いていい？",5,0,0,0,0,0
104010,104,3,1,cgg_idle_reaction2,1,"","",0.2,"",""
104011,104,3,100111,cgg_talk_joy3_dere,1,"","",0.2,"",""
104012,104,93,2.7,0,"","","","","",""
104013,104,3,1,cgg_talk_guts2,0,cgg_idle_guts2,1,0.2,0,""
104014,104,3,100111,cgg_talk_normal_dere2,1,"","",0.2,"",""
104015,104,91,104009,"","","","","","",""
104016,104,21,vo_minigame_1007,vo_minigame_1007_top_talk_4_008,0,0,"","","",""
104017,104,11,100311,"ダメだよヒヨリ。\n次は私の番なんだから\n…ふふ、意外に夢中に\nなってしまうね",5,0,0,0,0,0
104018,104,3,1,cgg_idle_reaction2,1,"","",0.2,"",""
104019,104,3,100311,cgg_No,0,cgg_idle_def,1,0.2,0,""
104020,104,93,0.8,0,"","","","","",""
104021,104,3,100111,cgg_idle_surprise2,1,"","",0.2,"",""
104022,104,93,0.9,0,"","","","","",""
104023,104,3,1,cgg_surprise2,0,cgg_idle_surprise2,1,0.2,0,""
104024,104,3,100311,cgg_talk_arm_crossed2,0,cgg_idle_arm_crossed2,1,0.2,0,""
104025,104,93,2.5,0,"","","","","",""
104026,104,3,100311,cgg_idle_bitter,1,"","",0.2,"",""
104027,104,93,2,0,"","","","","",""
104028,104,3,1,cgg_talk_nod,0,cgg_idle_nod,1,0.2,0,""
104029,104,91,104017,"","","","","","",""
104030,104,93,0.5,0,"","","","","",""
104031,104,3,100311,cgg_idle_def,1,"","",0.2,"",""
104032,104,3,1,cgg_idle_normal,1,"","",0.2,"",""
104033,104,3,100111,cgg_idle_anger,1,"","",0.2,"",""
104034,104,12,100111,17,1.4,"","",0.2,"",""
104035,104,93,3,0,"","","","","",""
104036,104,3,100111,cgg_idle_def,1,"","",0.2,"",""
104037,104,3,100311,cgg_idle_bitter4,1,"","",0.2,"",""
104038,104,12,100311,2,1.4,"","",0.2,"",""
104039,104,93,3,0,"","","","","",""
104040,104,3,100311,cgg_idle_def,1,"","",0.2,"",""
104041,104,3,1,cgg_idle_surprise2,1,"","",0.2,"",""
104042,104,12,1,1,1.4,"","",0.2,"",""
104043,104,93,3,0,"","","","","",""
104044,104,101,104032,0,"","","","","",""
104045,104,22,0,0.5,"","","","","",""
104046,104,6,1,1,1,1,0,0.1,0,""
104047,104,6,100111,1,1,1,0,0.1,0,""
104048,104,6,100311,1,1,1,0,0.1,0,""
104049,104,93,0.1,0,"","","","","",""
104050,104,3,1,cgg_idle_normal,1,"","",0,"",""
104051,104,3,100111,cgg_idle_def,1,"","",0,"",""
104052,104,3,100311,cgg_idle_def,1,"","",0,"",""
105001,105,5,1,1,100,-420,-230,160,0,cgg_idle_normal
105002,105,1,1,100211,100,375,-230,1.6,1,cgg_idle_def
105003,105,1,1,105811,101,490,-230,1.6,1,cgg_idle_def
105004,105,6,1,1,1,1,1,0.1,0,""
105005,105,6,100211,1,1,1,1,0.1,0,""
105006,105,6,105811,1,1,1,1,0.1,0,""
105007,105,93,0.2,0,"","","","","",""
105008,105,21,vo_minigame_1007,vo_minigame_1007_top_talk_5_009,0,0,"","","",""
105009,105,11,100211,"グッズは種類が\nいっぱいあるから\n全種類揃えるまで\n頑張ろうね！",7,0,0,0,0,0
105010,105,3,1,cgg_idle_reaction1,1,"","",0.2,"",""
105011,105,3,100211,cgg_talk_normal,1,"","",0.2,"",""
105012,105,93,2.4,0,"","","","","",""
105013,105,3,100211,cgg_talk_joy3,1,"","",0.2,"",""
105014,105,93,1.1,0,"","","","","",""
105015,105,3,1,cgg_talk_handsup,0,cgg_idle_reaction1,1,0.2,0.2,""
105016,105,91,105009,"","","","","","",""
105017,105,3,100211,cgg_idle_def,1,"","",0.2,"",""
105018,105,21,vo_minigame_1007,vo_minigame_1007_top_talk_5_010,0,0,"","","",""
105019,105,11,105811,"集めたグッズは\n棚に飾って、あとで\nじっくり鑑賞です♪\nやばいですね☆",6,0,0,0,0,0
105020,105,3,1,cgg_talk_arm_crossed,0,cgg_idle_arm_crossed,0,0.2,0,""
105021,105,3,105811,cgg_talk_joy1,1,"","",0.2,"",""
105022,105,93,5,0,"","","","","",""
105023,105,3,1,cgg_talk_guts2,0,cgg_idle_guts2,1,0.2,0,""
105024,105,3,105811,cgg_jump_def_N,0,cgg_idle_def,1,0.2,0.2,""
105025,105,91,105019,"","","","","","",""
105026,105,93,0.5,0,"","","","","",""
105027,105,3,1,cgg_idle_normal,1,"","",0.2,"",""
105028,105,3,100211,cgg_talk_joy3,1,"","",0.2,"",""
105029,105,12,100211,10,1.4,"","",0.2,"",""
105030,105,93,3,0,"","","","","",""
105031,105,3,100211,cgg_idle_def,1,"","",0.2,"",""
105032,105,3,105811,cgg_talk_guts_anger,0,cgg_idle_guts_anger,1,0.2,0,""
105033,105,12,105811,4,1.4,"","",0.2,"",""
105034,105,93,3,0,"","","","","",""
105035,105,3,105811,cgg_idle_def,1,"","",0.2,"",""
105036,105,3,1,cgg_talk_guts2,0,cgg_idle_guts2,1,0.2,0,""
105037,105,12,1,7,1.4,"","",0.2,"",""
105038,105,93,3,0,"","","","","",""
105039,105,101,105027,0,"","","","","",""
105040,105,22,0,0.5,"","","","","",""
105041,105,6,1,1,1,1,0,0.1,0,""
105042,105,6,100211,1,1,1,0,0.1,0,""
105043,105,6,105811,1,1,1,0,0.1,0,""
105044,105,93,0.1,0,"","","","","",""
105045,105,3,1,cgg_idle_normal,1,"","",0,"",""
105046,105,3,100211,cgg_idle_def,1,"","",0,"",""
105047,105,3,105811,cgg_idle_def,1,"","",0,"",""
106001,106,5,1,1,100,-420,-230,160,0,cgg_idle_normal
106002,106,1,1,110911,100,420,-230,1.6,1,cgg_idle_def
106003,106,6,1,1,1,1,1,0.1,0,""
106004,106,6,110911,1,1,1,1,0.1,0,""
106005,106,93,0.2,0,"","","","","",""
106006,106,21,vo_minigame_1007,vo_minigame_1007_top_talk_6_011,0,0,"","","",""
106007,106,11,110911,"え…うそでしょ先輩…\nカルミナグッズまだ\nフルコンしてないとか\nありえないんですけど",6,0,0,0,0,0
106008,106,3,1,cgg_idle_reaction2,1,"","",0.2,"",""
106009,106,3,110911,cgg_shock,0,"","",0.2,"",""
106010,106,93,1,0,"","","","","",""
106011,106,3,110911,cgg_idle_bitter2,1,"","",0.2,"",""
106012,106,93,4.2,0,"","","","","",""
106013,106,3,1,cgg_shock,0,cgg_idle_shock,1,0.2,0,""
106014,106,91,106007,"","","","","","",""
106015,106,21,vo_minigame_1007,vo_minigame_1007_top_talk_6_012,0,0,"","","",""
106016,106,11,110911,"いい加減にして下さい\n呑気に一般美少女と\n話してる暇があったら\nほら、早く回す！",6,0,0,0,0,0
106017,106,3,110911,cgg_talk_tsun_pain,1,"",1,0.2,0,""
106018,106,93,0.7,0,"","","","","",""
106019,106,3,1,cgg_surprise2,0,cgg_idle_surprise2,1,0.2,0,""
106020,106,93,1.3,0,"","","","","",""
106021,106,3,110911,cgg_talk_joy1_sad,1,"",1,0.2,0,""
106022,106,93,3,0,"","","","","",""
106023,106,3,110911,cgg_talk_guts_anger,0,cgg_idle_guts_anger,1,0.2,"",""
106024,106,93,0.7,0,"","","","","",""
106025,106,3,1,cgg_talk_guts2,0,cgg_idle_guts2,1,0.2,0,""
106026,106,91,106016,"","","","","","",""
106027,106,93,0.5,0,"","","","","",""
106028,106,3,110911,cgg_idle_def,1,"","",0.2,"",""
106029,106,3,1,cgg_talk_doya,0,cgg_idle_doya,1,0.2,0,""
106030,106,12,1,6,1.4,"","",0.2,"",""
106031,106,93,3,0,"","","","","",""
106032,106,3,1,cgg_idle_normal,1,"","",0.2,"",""
106033,106,3,110911,cgg_talk_guts_anger,0,cgg_idle_guts_anger,1,0.2,0,""
106034,106,12,110911,11,1.4,"","",0.2,"",""
106035,106,93,3,0,"","","","","",""
106036,106,3,110911,cgg_idle_def,1,"","",0.2,"",""
106037,106,3,1,cgg_surprise1,0,cgg_idle_surprise1,1,0.2,0,""
106038,106,12,1,4,1.4,"","",0.2,"",""
106039,106,93,3,0,"","","","","",""
106040,106,3,1,cgg_idle_normal,1,"","",0.2,"",""
106041,106,3,110911,cgg_talk_joy3_blink,1,"","",0.2,"",""
106042,106,12,110911,10,1.4,"","",0.2,"",""
106043,106,93,3,0,"","","","","",""
106044,106,101,106028,0,"","","","","",""
106045,106,22,0,0.5,"","","","","",""
106046,106,6,1,1,1,1,0,0.1,0,""
106047,106,6,110911,1,1,1,0,0.1,0,""
106048,106,93,0.1,0,"","","","","",""
106049,106,3,1,cgg_idle_normal,1,"","",0,"",""
106050,106,3,110911,cgg_idle_def,1,"","",0,"",""
201001,201,5,1,1,100,-420,-230,160,0,cgg_idle_normal
201002,201,1,1,100411,100,420,-230,1.6,1,cgg_idle_def
201003,201,6,1,1,1,1,1,0.1,0,""
201004,201,6,100411,1,1,1,1,0.1,0,""
201005,201,93,0.2,0,"","","","","",""
201006,201,21,vo_minigame_1007,vo_minigame_1007_top_talk_7_013,0,0,"","","",""
201007,201,11,100411,"ねぇねぇにいちゃん！\nグッズが半分くらい\n集まってるよ！\nあとちょっとだね！",7,0,0,0,0,0
201008,201,3,1,cgg_idle_reaction2,1,"","",0.2,"",""
201009,201,3,100411,cgg_talk_joy1_normal,1,"","",0.2,"",""
201010,201,93,1.3,0,"","","","","",""
201011,201,3,1,cgg_talk_doya,0,cgg_idle_doya,1,0.2,0,""
201012,201,3,100411,cgg_talk_surprise_kira,1,"","",0.2,"",""
201013,201,93,2.7,0,"","","","","",""
201014,201,3,1,cgg_talk_handsup,0,cgg_idle_reaction1,1,0.2,0.2,""
201015,201,3,100411,cgg_talk_guts,0,cgg_idle_guts,1,0.2,0,""
201016,201,91,201007,"","","","","","",""
201017,201,93,0.5,0,"","","","","",""
201018,201,3,100411,cgg_idle_def,1,"","",0.2,"",""
201019,201,3,1,cgg_idle_surprise3,1,"","",0.2,"",""
201020,201,12,1,6,1.4,"","",0.2,"",""
201021,201,93,3,0,"","","","","",""
201022,201,3,1,cgg_idle_normal,1,"","",0.2,"",""
201023,201,3,100411,cgg_talk_surprise_kira,1,"","",0.2,"",""
201024,201,12,100411,7,1.4,"","",0.2,"",""
201025,201,93,3,0,"","","","","",""
201026,201,3,100411,cgg_idle_def,1,"","",0.2,"",""
201027,201,3,1,cgg_talk_handsup,0,cgg_idle_reaction1,1,0.2,0,""
201028,201,12,1,11,1.4,"","",0.2,"",""
201029,201,93,3,0,"","","","","",""
201030,201,3,1,cgg_idle_normal,1,"","",0.2,"",""
201031,201,3,100411,cgg_talk_joy1,1,"","",0.2,"",""
201032,201,12,100411,10,1.4,"","",0.2,"",""
201033,201,93,3,0,"","","","","",""
201034,201,101,201018,0,"","","","","",""
201035,201,22,0,0.5,"","","","","",""
201036,201,6,1,1,1,1,0,0.1,0,""
201037,201,6,100411,1,1,1,0,0.1,0,""
201038,201,93,0.1,0,"","","","","",""
201039,201,3,1,cgg_idle_normal,1,"","",0,"",""
201040,201,3,100411,cgg_idle_def,1,"","",0,"",""
202001,202,5,1,1,100,-420,-230,160,0,cgg_idle_normal
202002,202,1,1,102011,100,420,-230,1.6,1,cgg_idle_def
202003,202,6,1,1,1,1,1,0.1,0,""
202004,202,6,102011,1,1,1,1,0.1,0,""
202005,202,93,0.2,0,"","","","","",""
202006,202,21,vo_minigame_1007,vo_minigame_1007_top_talk_8_014,0,0,"","","",""
202007,202,11,102011,"すごいね～♪\n全部そろったところが\n見てみたいな～♪",5,0,0,0,0,0
202008,202,3,1,cgg_idle_reaction1,1,"","",0.2,"",""
202009,202,3,102011,cgg_talk_joy3,1,"","",0.2,"",""
202010,202,93,2,0,"","","","","",""
202011,202,3,1,cgg_idle_nod,1,"","",0.2,"",""
202012,202,3,102011,cgg_talk_wish,1,"","",0.2,"",""
202013,202,91,202007,"","","","","","",""
202014,202,93,0.5,0,"","","","","",""
202015,202,3,102011,cgg_idle_def,1,"","",0.2,"",""
202016,202,3,1,cgg_idle_reaction3,1,"","",0.2,"",""
202017,202,12,1,6,1.4,"","",0.2,"",""
202018,202,93,3,0,"","","","","",""
202019,202,3,1,cgg_idle_normal,1,"","",0.2,"",""
202020,202,3,102011,cgg_talk_joy1_normal,1,"","",0.2,"",""
202021,202,12,102011,11,1.4,"","",0.2,"",""
202022,202,93,3,0,"","","","","",""
202023,202,3,102011,cgg_idle_def,1,"","",0.2,"",""
202024,202,3,1,cgg_talk_guts2,0,cgg_idle_guts2,1,0.2,0,""
202025,202,12,1,11,1.4,"","",0.2,"",""
202026,202,93,3,0,"","","","","",""
202027,202,3,1,cgg_idle_normal,1,"","",0.2,"",""
202028,202,3,102011,cgg_talk_joy3,1,"","",0.2,"",""
202029,202,12,102011,7,1.4,"","",0.2,"",""
202030,202,93,3,0,"","","","","",""
202031,202,101,202015,0,"","","","","",""
202032,202,22,0,0.5,"","","","","",""
202033,202,6,1,1,1,1,0,0.1,0,""
202034,202,6,102011,1,1,1,0,0.1,0,""
202035,202,93,0.1,0,"","","","","",""
202036,202,3,1,cgg_idle_normal,1,"","",0,"",""
202037,202,3,102011,cgg_idle_def,1,"","",0,"",""
203001,203,5,1,1,100,-420,-230,160,0,cgg_idle_normal
203002,203,1,1,103611,100,420,-230,1.6,1,cgg_idle_def
203003,203,6,1,1,1,1,1,0.1,0,""
203004,203,6,103611,1,1,1,1,0.1,0,""
203005,203,93,0.2,0,"","","","","",""
203006,203,21,vo_minigame_1007,vo_minigame_1007_top_talk_9_015,0,0,"","","",""
203007,203,11,103611,"あと少しですね\n全部揃えられたら\n褒めてあげます\n…頑張ってください",6,0,0,0,0,0
203008,203,3,1,cgg_talk_arm_crossed,0,cgg_idle_arm_crossed,1,0.2,0,""
203009,203,3,103611,cgg_talk_normal,1,"","",0.2,"",""
203010,203,93,1.9,0,"","","","","",""
203011,203,3,1,cgg_idle_surprise1,1,"","",0.2,"",""
203012,203,3,103611,cgg_talk_joy3_blink,1,"","",0.2,"",""
203013,203,93,3.1,0,"","","","","",""
203014,203,3,1,cgg_talk_guts2,0,cgg_idle_guts2,1,0.2,0,""
203015,203,3,103611,cgg_talk_surprise_dere,1,"","",0.2,"",""
203016,203,91,203007,"","","","","","",""
203017,203,93,0.5,0,"","","","","",""
203018,203,3,103611,cgg_idle_def,1,"","",0.2,"",""
203019,203,3,1,cgg_talk_nod,0,cgg_idle_nod,1,0.2,0,""
203020,203,12,1,6,1.4,"","",0.2,"",""
203021,203,93,3,0,"","","","","",""
203022,203,3,1,cgg_idle_normal,1,"","",0.2,"",""
203023,203,3,103611,cgg_talk_joy1,1,"","",0.2,"",""
203024,203,12,103611,10,1.4,"","",0.2,"",""
203025,203,93,3,0,"","","","","",""
203026,203,3,103611,cgg_idle_def,1,"","",0.2,"",""
203027,203,3,1,cgg_talk_guts1,0,cgg_idle_guts1,1,0.2,0,""
203028,203,12,1,4,1.4,"","",0.2,"",""
203029,203,93,3,0,"","","","","",""
203030,203,3,1,cgg_idle_normal,1,"","",0.2,"",""
203031,203,3,103611,cgg_talk_joy3_dere,1,"","",0.2,"",""
203032,203,12,103611,7,1.4,"","",0.2,"",""
203033,203,93,3,0,"","","","","",""
203034,203,101,203018,0,"","","","","",""
203035,203,22,0,0.5,"","","","","",""
203036,203,6,1,1,1,1,0,0.1,0,""
203037,203,6,103611,1,1,1,0,0.1,0,""
203038,203,93,0.1,0,"","","","","",""
203039,203,3,1,cgg_idle_normal,1,"","",0,"",""
203040,203,3,103611,cgg_idle_def,1,"","",0,"",""
204001,204,5,1,1,100,-420,-230,160,0,cgg_idle_normal
204002,204,1,1,102811,100,420,-230,1.6,1,cgg_idle_def
204003,204,6,1,1,1,1,1,0.1,0,""
204004,204,6,102811,1,1,1,1,0.1,0,""
204005,204,93,0.2,0,"","","","","",""
204006,204,21,vo_minigame_1007,vo_minigame_1007_top_talk_10_016,0,0,"","","",""
204007,204,11,102811,"こんなに\nグッズ集めたの？\nやるわね…あたしも\n集めようかしら",6,0,0,0,0,0
204008,204,3,1,cgg_talk_doya,0,cgg_idle_doya,1,0.2,0,""
204009,204,3,102811,cgg_surprise,0,cgg_talk_surprise1,1,0.2,0,""
204010,204,93,2.5,0,"","","","","",""
204011,204,3,1,cgg_idle_reaction5,1,"","",0.2,"",""
204012,204,3,102811,cgg_talk_bitter,1,"","",0.2,"",""
204013,204,91,204007,"","","","","","",""
204014,204,93,0.5,0,"","","","","",""
204015,204,3,102811,cgg_idle_def,1,"","",0.2,"",""
204016,204,3,1,cgg_talk_doya,0,cgg_idle_doya,1,0.2,0,""
204017,204,12,1,6,1.4,"","",0.2,"",""
204018,204,93,3,0,"","","","","",""
204019,204,3,1,cgg_idle_normal,1,"","",0.2,"",""
204020,204,3,102811,cgg_surprise,0,cgg_talk_surprise1,1,0.2,0,""
204021,204,12,102811,4,1.4,"","",0.2,"",""
204022,204,93,3,0,"","","","","",""
204023,204,3,102811,cgg_idle_def,1,"","",0.2,"",""
204024,204,3,1,cgg_idle_reaction3,1,"","",0.2,"",""
204025,204,12,1,11,1.4,"","",0.2,"",""
204026,204,93,3,0,"","","","","",""
204027,204,3,1,cgg_idle_normal,1,"","",0.2,"",""
204028,204,3,102811,cgg_talk_joy3_blink,1,"","",0.2,"",""
204029,204,12,102811,10,1.4,"","",0.2,"",""
204030,204,93,3,0,"","","","","",""
204031,204,101,204015,0,"","","","","",""
204032,204,22,0,0.5,"","","","","",""
204033,204,6,1,1,1,1,0,0.1,0,""
204034,204,6,102811,1,1,1,0,0.1,0,""
204035,204,93,0.1,0,"","","","","",""
204036,204,3,1,cgg_idle_normal,1,"","",0,"",""
204037,204,3,102811,cgg_idle_def,1,"","",0,"",""
205001,205,5,1,1,100,-420,-230,160,0,cgg_idle_normal
205002,205,1,1,102511,100,420,-230,1.6,1,cgg_idle_def
205003,205,6,1,1,1,1,1,0.1,0,""
205004,205,6,102511,1,1,1,1,0.1,0,""
205005,205,93,0.2,0,"","","","","",""
205006,205,21,vo_minigame_1007,vo_minigame_1007_top_talk_11_017,0,0,"","","",""
205007,205,11,102511,"なんででしょう～！？\nさっきから同じグッズ\nしか出ません～！\nドジのせいですか！？",6,0,0,0,0,0
205008,205,3,1,cgg_surprise2,0,cgg_idle_surprise2,1,0.2,0,""
205009,205,3,102511,cgg_surprise,0,cgg_talk_surprise1,1,0.2,0,""
205010,205,93,5.5,0,"","","","","",""
