id,campaign_category,value,system_id,icon_image,start_time,end_time,level_id,shiori_group_id,duplication_order,beginner_id
33,41,2000.0,101,40,"2020/06/25 5:00:00","2020/07/01 4:59:59",0,0,0,0
34,32,2000.0,102,30,"2020/07/01 5:00:00","2020/07/06 4:59:59",0,0,0,0
35,42,2000.0,102,40,"2020/07/01 5:00:00","2020/07/06 4:59:59",0,0,0,0
36,34,2000.0,103,30,"2020/07/06 5:00:00","2020/07/16 4:59:59",0,0,0,0
37,44,2000.0,103,40,"2020/07/06 5:00:00","2020/07/16 4:59:59",0,0,0,0
38,45,2000.0,104,40,"2020/07/13 5:00:00","2020/07/24 4:59:59",0,0,0,0
39,151,1500.0,6004,80,"2020/07/06 11:00:00","2020/07/25 23:59:59",0,0,0,0
40,152,1500.0,6005,80,"2020/07/06 11:00:00","2020/07/25 23:59:59",0,0,0,0
41,131,2000.0,6004,30,"2020/07/06 11:00:00","2020/07/10 4:59:49",0,0,0,0
42,141,2000.0,6004,40,"2020/07/06 11:00:00","2020/07/10 4:59:49",0,0,0,0
43,132,2000.0,6005,30,"2020/07/06 11:00:00","2020/07/10 4:59:49",0,0,0,0
44,142,2000.0,6005,40,"2020/07/06 11:00:00","2020/07/10 4:59:49",0,0,0,0
45,31,2000.0,101,30,"2020/07/23 5:00:00","2020/07/29 4:59:59",0,0,0,0
46,41,2000.0,101,40,"2020/07/23 5:00:00","2020/07/29 4:59:59",0,0,0,0
47,32,2000.0,102,30,"2020/07/29 5:00:00","2020/08/04 4:59:59",0,0,0,0
48,42,2000.0,102,40,"2020/07/29 5:00:00","2020/08/04 4:59:59",0,0,0,0
49,34,2000.0,103,30,"2020/08/02 5:00:00","2020/08/12 4:59:59",0,0,0,0
50,44,2000.0,103,40,"2020/08/02 5:00:00","2020/08/12 4:59:59",0,0,0,0
51,151,1500.0,6004,80,"2020/08/03 11:00:00","2020/08/22 23:59:59",0,0,0,0
52,152,1500.0,6005,80,"2020/08/03 11:00:00","2020/08/22 23:59:59",0,0,0,0
53,131,2000.0,6004,30,"2020/08/03 11:00:00","2020/08/07 4:59:49",0,0,0,0
54,141,2000.0,6004,40,"2020/08/03 11:00:00","2020/08/07 4:59:49",0,0,0,0
55,132,2000.0,6005,30,"2020/08/03 11:00:00","2020/08/07 4:59:49",0,0,0,0
56,142,2000.0,6005,40,"2020/08/03 11:00:00","2020/08/07 4:59:49",0,0,0,0
57,45,2000.0,104,40,"2020/08/11 5:00:00","2020/08/21 4:59:59",0,0,0,0
58,34,3000.0,103,30,"2020/08/13 5:00:00","2020/08/19 4:59:59",0,0,0,0
59,44,3000.0,103,40,"2020/08/13 5:00:00","2020/08/19 4:59:59",0,0,0,0
60,31,3000.0,101,30,"2020/08/19 5:00:00","2020/08/24 4:59:59",0,0,0,0
61,41,3000.0,101,40,"2020/08/19 5:00:00","2020/08/24 4:59:59",0,0,0,0
62,32,3000.0,102,30,"2020/08/24 5:00:00","2020/08/30 4:59:59",0,0,0,0
63,42,3000.0,102,40,"2020/08/24 5:00:00","2020/08/30 4:59:59",0,0,0,0
64,34,2000.0,103,30,"2020/08/30 5:00:00","2020/09/08 4:59:59",0,0,0,0
65,44,2000.0,103,40,"2020/08/30 5:00:00","2020/09/08 4:59:59",0,0,0,0
66,151,1500.0,6004,80,"2020/08/30 11:00:00","2020/09/19 23:59:59",0,0,0,0
67,152,1500.0,6005,80,"2020/08/30 11:00:00","2020/09/19 23:59:59",0,0,0,0
68,131,2000.0,6004,30,"2020/08/30 11:00:00","2020/09/03 4:59:59",0,0,0,0
69,141,2000.0,6004,40,"2020/08/30 11:00:00","2020/09/03 4:59:59",0,0,0,0
70,132,2000.0,6005,30,"2020/08/30 11:00:00","2020/09/03 4:59:59",0,0,0,0
71,142,2000.0,6005,40,"2020/08/30 11:00:00","2020/09/03 4:59:59",0,0,0,0
72,45,2000.0,104,40,"2020/09/08 5:00:00","2020/09/17 4:59:59",0,0,0,0
73,31,2000.0,101,30,"2020/09/17 5:00:00","2020/09/22 4:59:59",0,0,0,0
74,41,2000.0,101,40,"2020/09/17 5:00:00","2020/09/22 4:59:59",0,0,0,0
75,32,2000.0,102,30,"2020/09/22 5:00:00","2020/09/28 4:59:59",0,0,0,0
76,42,2000.0,102,40,"2020/09/22 5:00:00","2020/09/28 4:59:59",0,0,0,0
77,34,2000.0,103,30,"2020/09/28 5:00:00","2020/10/08 4:59:59",0,0,0,0
78,44,2000.0,103,40,"2020/09/28 5:00:00","2020/10/08 4:59:59",0,0,0,0
79,151,1500.0,6004,80,"2020/09/28 9:00:00","2020/10/17 23:59:59",0,0,0,0
80,152,1500.0,6005,80,"2020/09/28 9:00:00","2020/10/17 23:59:59",0,0,0,0
81,131,2000.0,6004,30,"2020/09/28 9:00:00","2020/10/01 4:59:59",0,0,0,0
82,141,2000.0,6004,40,"2020/09/28 9:00:00","2020/10/01 4:59:59",0,0,0,0
83,132,2000.0,6005,30,"2020/09/28 9:00:00","2020/10/01 4:59:59",0,0,0,0
84,142,2000.0,6005,40,"2020/09/28 9:00:00","2020/10/01 4:59:59",0,0,0,0
85,37,2000.0,109,30,"2020/10/01 5:00:00","2020/10/08 4:59:59",0,0,0,0
86,45,2000.0,104,40,"2020/10/08 5:00:00","2020/10/17 4:59:59",0,0,0,0
87,31,3000.0,101,30,"2020/10/15 5:00:00","2020/10/20 4:59:59",0,0,0,0
88,41,3000.0,101,40,"2020/10/15 5:00:00","2020/10/20 4:59:59",0,0,0,0
89,32,3000.0,102,30,"2020/10/20 5:00:00","2020/10/26 4:59:59",0,0,0,0
90,42,3000.0,102,40,"2020/10/20 5:00:00","2020/10/26 4:59:59",0,0,0,0
91,34,3000.0,103,30,"2020/10/26 5:00:00","2020/11/06 4:59:59",0,0,0,0
92,44,3000.0,103,40,"2020/10/26 5:00:00","2020/11/06 4:59:59",0,0,0,0
93,151,1500.0,6004,80,"2020/10/26 11:00:00","2020/11/14 23:59:59",0,0,0,0
94,152,1500.0,6005,80,"2020/10/26 11:00:00","2020/11/14 23:59:59",0,0,0,0
95,131,2000.0,6004,30,"2020/10/26 11:00:00","2020/10/29 4:59:59",0,0,0,0
96,141,2000.0,6004,40,"2020/10/26 11:00:00","2020/10/29 4:59:59",0,0,0,0
97,132,2000.0,6005,30,"2020/10/26 11:00:00","2020/10/29 4:59:59",0,0,0,0
98,142,2000.0,6005,40,"2020/10/26 11:00:00","2020/10/29 4:59:59",0,0,0,0
99,31,2000.0,101,30,"2020/11/01 5:00:00","2020/11/06 4:59:59",0,0,0,0
100,41,2000.0,101,40,"2020/11/01 5:00:00","2020/11/06 4:59:59",0,0,0,0
101,45,2000.0,104,40,"2020/11/06 5:00:00","2020/11/16 4:59:59",0,0,0,0
102,31,2000.0,101,30,"2020/11/12 5:00:00","2020/11/17 4:59:59",0,0,0,0
103,41,2000.0,101,40,"2020/11/12 5:00:00","2020/11/17 4:59:59",0,0,0,0
104,32,2000.0,102,30,"2020/11/17 5:00:00","2020/11/23 4:59:59",0,0,0,0
105,42,2000.0,102,40,"2020/11/17 5:00:00","2020/11/23 4:59:59",0,0,0,0
106,34,2000.0,103,30,"2020/11/23 5:00:00","2020/12/03 4:59:59",0,0,0,0
107,44,2000.0,103,40,"2020/11/23 5:00:00","2020/12/03 4:59:59",0,0,0,0
108,151,1500.0,6004,80,"2020/11/23 11:00:00","2020/12/07 23:59:59",0,0,0,0
109,152,1500.0,6005,80,"2020/11/23 11:00:00","2020/12/07 23:59:59",0,0,0,0
110,45,2000.0,104,40,"2020/12/03 5:00:00","2020/12/13 4:59:59",0,0,0,0
111,31,2000.0,101,30,"2020/12/10 5:00:00","2020/12/15 4:59:59",0,0,0,0
112,41,2000.0,101,40,"2020/12/10 5:00:00","2020/12/15 4:59:59",0,0,0,0
113,32,2000.0,102,30,"2020/12/15 5:00:00","2020/12/20 4:59:59",0,0,0,0
114,42,2000.0,102,40,"2020/12/15 5:00:00","2020/12/20 4:59:59",0,0,0,0
115,34,2000.0,103,30,"2020/12/20 5:00:00","2020/12/30 4:59:59",0,0,0,0
116,44,2000.0,103,40,"2020/12/20 5:00:00","2020/12/30 4:59:59",0,0,0,0
117,45,2000.0,104,40,"2020/12/30 5:00:00","2021/01/09 4:59:59",0,0,0,0
118,151,1500.0,6004,80,"2020/12/20 11:00:00","2021/01/03 23:59:59",0,0,0,0
119,152,1500.0,6005,80,"2020/12/20 11:00:00","2021/01/03 23:59:59",0,0,0,0
120,31,2000.0,101,30,"2021/01/09 5:00:00","2021/01/14 4:59:59",0,0,0,0
121,41,2000.0,101,40,"2021/01/09 5:00:00","2021/01/14 4:59:59",0,0,0,0
122,32,2000.0,102,30,"2021/01/14 5:00:00","2021/01/19 4:59:59",0,0,0,0
123,42,2000.0,102,40,"2021/01/14 5:00:00","2021/01/19 4:59:59",0,0,0,0
124,151,1500.0,6004,80,"2021/01/18 9:00:00","2021/02/01 23:59:59",0,0,0,0
125,152,1500.0,6005,80,"2021/01/18 9:00:00","2021/02/01 23:59:59",0,0,0,0
126,34,2000.0,103,30,"2021/01/19 5:00:00","2021/01/29 4:59:59",0,0,0,0
127,44,2000.0,103,40,"2021/01/19 5:00:00","2021/01/29 4:59:59",0,0,0,0
128,45,2000.0,104,40,"2021/01/29 5:00:00","2021/02/08 4:59:59",0,0,0,0
129,31,2000.0,101,30,"2021/01/27 5:00:00","2021/02/02 4:59:59",0,0,0,0
130,41,2000.0,101,40,"2021/01/27 5:00:00","2021/02/02 4:59:59",0,0,0,0
131,31,3000.0,101,30,"2021/02/02 5:00:00","2021/02/10 4:59:59",0,0,0,0
132,41,3000.0,101,40,"2021/02/02 5:00:00","2021/02/10 4:59:59",0,0,0,0
133,32,3000.0,102,30,"2021/02/10 5:00:00","2021/02/14 4:59:59",0,0,0,0
134,42,3000.0,102,40,"2021/02/10 5:00:00","2021/02/14 4:59:59",0,0,0,0
135,34,3000.0,103,30,"2021/02/11 5:00:00","2021/02/21 4:59:59",0,0,0,0
136,44,3000.0,103,40,"2021/02/11 5:00:00","2021/02/21 4:59:59",0,0,0,0
137,31,2000.0,101,30,"2021/02/21 5:00:00","2021/02/26 4:59:59",0,0,0,0
138,41,2000.0,101,40,"2021/02/21 5:00:00","2021/02/26 4:59:59",0,0,0,0
139,31,3000.0,101,30,"2021/02/26 5:00:00","2021/03/09 4:59:59",0,0,0,0
140,41,3000.0,101,40,"2021/02/26 5:00:00","2021/03/09 4:59:59",0,0,0,0
141,45,2000.0,104,40,"2021/02/22 5:00:00","2021/03/04 4:59:59",0,0,0,0
142,151,1500.0,6004,80,"2021/02/14 11:00:00","2021/02/28 23:59:59",0,0,0,0
143,152,1500.0,6005,80,"2021/02/14 11:00:00","2021/02/28 23:59:59",0,0,0,0
144,32,3000.0,102,30,"2021/03/09 5:00:00","2021/03/15 4:59:59",0,0,0,0
145,42,3000.0,102,40,"2021/03/09 5:00:00","2021/03/15 4:59:59",0,0,0,0
146,34,2000.0,103,30,"2021/03/15 5:00:00","2021/03/25 4:59:59",0,0,0,0
147,44,2000.0,103,40,"2021/03/15 5:00:00","2021/03/25 4:59:59",0,0,0,0
148,45,2000.0,104,40,"2021/03/25 5:00:00","2021/04/04 4:59:59",0,0,0,0
149,151,1500.0,6004,80,"2021/03/15 11:00:00","2021/03/29 23:59:59",0,0,0,0
150,152,1500.0,6005,80,"2021/03/15 11:00:00","2021/03/29 23:59:59",0,0,0,0
151,34,2000.0,103,30,"2021/04/01 5:00:00","2021/04/06 4:59:59",0,0,0,0
152,44,2000.0,103,40,"2021/04/01 5:00:00","2021/04/06 4:59:59",0,0,0,0
153,34,2000.0,103,30,"2021/04/17 5:00:00","2021/04/27 4:59:59",0,0,0,0
154,44,2000.0,103,40,"2021/04/17 5:00:00","2021/04/27 4:59:59",0,0,0,0
155,31,2000.0,101,30,"2021/04/01 5:00:00","2021/04/08 4:59:59",0,0,0,0
156,41,2000.0,101,40,"2021/04/01 5:00:00","2021/04/08 4:59:59",0,0,0,0
157,37,2000.0,109,30,"2021/04/08 5:00:00","2021/04/13 4:59:59",0,0,0,0
158,32,2000.0,102,30,"2021/04/08 5:00:00","2021/04/13 4:59:59",0,0,0,0
159,42,2000.0,102,40,"2021/04/08 5:00:00","2021/04/13 4:59:59",0,0,0,0
160,31,2000.0,101,30,"2021/04/13 5:00:00","2021/04/17 4:59:59",0,0,0,0
161,41,2000.0,101,40,"2021/04/13 5:00:00","2021/04/17 4:59:59",0,0,0,0
162,45,2000.0,104,40,"2021/04/22 5:00:00","2021/05/02 4:59:59",0,0,0,0
163,31,2000.0,101,30,"2021/04/22 5:00:00","2021/04/25 4:59:59",0,0,0,0
164,41,2000.0,101,40,"2021/04/22 5:00:00","2021/04/25 4:59:59",0,0,0,0
165,37,2000.0,109,30,"2021/04/25 5:00:00","2021/04/29 4:59:59",0,0,0,0
166,151,1500.0,6004,80,"2021/04/17 9:00:00","2021/05/01 23:59:59",0,0,0,0
167,152,1500.0,6005,80,"2021/04/17 9:00:00","2021/05/01 23:59:59",0,0,0,0
168,31,3000.0,101,30,"2021/05/02 5:00:00","2021/05/07 4:59:59",0,0,0,0
169,41,3000.0,101,40,"2021/05/02 5:00:00","2021/05/07 4:59:59",0,0,0,0
170,34,2000.0,103,30,"2021/05/07 5:00:00","2021/05/11 4:59:59",0,0,0,0
171,44,2000.0,103,40,"2021/05/07 5:00:00","2021/05/11 4:59:59",0,0,0,0
172,32,3000.0,102,30,"2021/05/07 5:00:00","2021/05/12 4:59:59",0,0,0,0
173,42,3000.0,102,40,"2021/05/07 5:00:00","2021/05/12 4:59:59",0,0,0,0
174,31,2000.0,101,30,"2021/05/12 5:00:00","2021/05/15 4:59:59",0,0,0,0
175,41,2000.0,101,40,"2021/05/12 5:00:00","2021/05/15 4:59:59",0,0,0,0
176,34,2000.0,103,30,"2021/05/15 5:00:00","2021/05/20 4:59:59",0,0,0,0
177,44,2000.0,103,40,"2021/05/15 5:00:00","2021/05/20 4:59:59",0,0,0,0
178,32,2000.0,102,30,"2021/05/15 5:00:00","2021/05/22 4:59:59",0,0,0,0
179,42,2000.0,102,40,"2021/05/15 5:00:00","2021/05/22 4:59:59",0,0,0,0
180,251,1500.0,7004,80,"2021/05/04 11:00:00","2021/05/11 23:59:59",0,0,0,0
181,252,1500.0,7005,80,"2021/05/04 11:00:00","2021/05/11 23:59:59",0,0,0,0
182,151,1500.0,6004,80,"2021/05/15 9:00:00","2021/05/27 23:59:59",0,0,0,0
183,152,1500.0,6005,80,"2021/05/15 9:00:00","2021/05/27 23:59:59",0,0,0,0
184,45,2000.0,104,40,"2021/05/20 5:00:00","2021/05/25 4:59:59",0,0,0,0
185,34,2000.0,103,30,"2021/05/25 5:00:00","2021/05/29 4:59:59",0,0,0,0
186,44,2000.0,103,40,"2021/05/25 5:00:00","2021/05/29 4:59:59",0,0,0,0
187,31,2000.0,101,30,"2021/05/25 5:00:00","2021/05/28 4:59:59",0,0,0,0
188,41,2000.0,101,40,"2021/05/25 5:00:00","2021/05/28 4:59:59",0,0,0,0
189,37,2000.0,109,30,"2021/05/28 5:00:00","2021/06/01 4:59:59",0,0,0,0
190,34,2000.0,103,30,"2021/05/31 5:00:00","2021/06/05 4:59:59",0,0,0,0
191,44,2000.0,103,40,"2021/05/31 5:00:00","2021/06/05 4:59:59",0,0,0,0
192,31,2000.0,101,30,"2021/06/01 5:00:00","2021/06/08 4:59:59",0,0,0,0
193,41,2000.0,101,40,"2021/06/01 5:00:00","2021/06/08 4:59:59",0,0,0,0
194,45,2000.0,104,40,"2021/05/29 5:00:00","2021/06/08 4:59:59",0,0,0,0
195,251,1500.0,7004,80,"2021/05/28 9:00:00","2021/06/04 23:59:59",0,0,0,0
196,252,1500.0,7005,80,"2021/05/28 9:00:00","2021/06/04 23:59:59",0,0,0,0
197,32,2000.0,102,30,"2021/06/08 5:00:00","2021/06/14 4:59:59",0,0,0,0
198,42,2000.0,102,40,"2021/06/08 5:00:00","2021/06/14 4:59:59",0,0,0,0
199,34,2000.0,103,30,"2021/06/14 5:00:00","2021/06/25 4:59:59",0,0,0,0
200,44,2000.0,103,40,"2021/06/14 5:00:00","2021/06/25 4:59:59",0,0,0,0
201,31,2000.0,101,30,"2021/06/19 5:00:00","2021/06/23 4:59:59",0,0,0,0
202,41,2000.0,101,40,"2021/06/19 5:00:00","2021/06/23 4:59:59",0,0,0,0
203,31,2000.0,101,30,"2021/06/26 5:00:00","2021/07/04 4:59:59",0,0,0,0
204,41,2000.0,101,40,"2021/06/26 5:00:00","2021/07/04 4:59:59",0,0,0,0
205,45,2000.0,104,40,"2021/06/23 5:00:00","2021/07/03 4:59:59",0,0,0,0
206,34,2000.0,103,30,"2021/06/27 5:00:00","2021/07/01 4:59:59",0,0,0,0
207,44,2000.0,103,40,"2021/06/27 5:00:00","2021/07/01 4:59:59",0,0,0,0
208,151,1500.0,6004,80,"2021/06/14 11:00:00","2021/06/26 23:59:59",0,0,0,0
209,152,1500.0,6005,80,"2021/06/14 11:00:00","2021/06/26 23:59:59",0,0,0,0
210,37,2000.0,109,30,"2021/07/03 5:00:00","2021/07/09 4:59:59",0,0,0,0
211,32,2000.0,102,30,"2021/07/03 5:00:00","2021/07/09 4:59:59",0,0,0,0
212,42,2000.0,102,40,"2021/07/03 5:00:00","2021/07/09 4:59:59",0,0,0,0
213,31,2000.0,101,30,"2021/07/09 5:00:00","2021/07/12 4:59:59",0,0,0,0
214,41,2000.0,101,40,"2021/07/09 5:00:00","2021/07/12 4:59:59",0,0,0,0
215,34,2000.0,103,30,"2021/07/12 5:00:00","2021/07/18 4:59:59",0,0,0,0
216,44,2000.0,103,40,"2021/07/12 5:00:00","2021/07/18 4:59:59",0,0,0,0
217,251,1500.0,7004,80,"2021/06/28 9:00:00","2021/07/05 23:59:59",0,0,0,0
218,252,1500.0,7005,80,"2021/06/28 9:00:00","2021/07/05 23:59:59",0,0,0,0
219,31,2000.0,101,30,"2021/07/15 5:00:00","2021/07/20 4:59:59",0,0,0,0
220,41,2000.0,101,40,"2021/07/15 5:00:00","2021/07/20 4:59:59",0,0,0,0
221,37,2000.0,109,30,"2021/07/20 5:00:00","2021/07/24 4:59:59",0,0,0,0
222,45,2000.0,104,40,"2021/07/22 5:00:00","2021/08/01 4:59:59",0,0,0,0
223,151,1500.0,6004,80,"2021/07/12 11:00:00","2021/07/26 23:59:59",0,0,0,0
224,152,1500.0,6005,80,"2021/07/12 11:00:00","2021/07/26 23:59:59",0,0,0,0
225,34,2000.0,103,30,"2021/07/24 5:00:00","2021/08/02 4:59:59",0,0,0,0
226,44,2000.0,103,40,"2021/07/24 5:00:00","2021/08/02 4:59:59",0,0,0,0
227,31,2000.0,101,30,"2021/07/24 5:00:00","2021/07/31 4:59:59",0,0,0,0
228,41,2000.0,101,40,"2021/07/24 5:00:00","2021/07/31 4:59:59",0,0,0,0
229,32,2000.0,102,30,"2021/07/31 5:00:00","2021/08/06 4:59:59",0,0,0,0
230,42,2000.0,102,40,"2021/07/31 5:00:00","2021/08/06 4:59:59",0,0,0,0
231,37,2000.0,109,30,"2021/08/03 5:00:00","2021/08/06 4:59:59",0,0,0,0
232,31,2000.0,101,30,"2021/08/06 5:00:00","2021/08/09 4:59:59",0,0,0,0
233,41,2000.0,101,40,"2021/08/06 5:00:00","2021/08/09 4:59:59",0,0,0,0
234,34,2000.0,103,30,"2021/08/09 5:00:00","2021/08/15 4:59:59",0,0,0,0
235,44,2000.0,103,40,"2021/08/09 5:00:00","2021/08/15 4:59:59",0,0,0,0
236,251,1500.0,7004,80,"2021/07/27 9:00:00","2021/08/03 23:59:59",0,0,0,0
237,252,1500.0,7005,80,"2021/07/27 9:00:00","2021/08/03 23:59:59",0,0,0,0
238,31,2000.0,101,30,"2021/08/15 5:00:00","2021/08/20 4:59:59",0,0,0,0
239,41,2000.0,101,40,"2021/08/15 5:00:00","2021/08/20 4:59:59",0,0,0,0
240,45,2000.0,104,40,"2021/08/20 5:00:00","2021/08/30 4:59:59",0,0,0,0
241,34,2000.0,103,30,"2021/08/21 5:00:00","2021/08/25 4:59:59",0,0,0,0
242,44,2000.0,103,40,"2021/08/21 5:00:00","2021/08/25 4:59:59",0,0,0,0
243,31,3000.0,101,30,"2021/08/21 5:00:00","2021/08/28 4:59:59",0,0,0,0
244,41,3000.0,101,40,"2021/08/21 5:00:00","2021/08/28 4:59:59",0,0,0,0
245,151,1500.0,6004,80,"2021/08/09 11:00:00","2021/08/22 23:59:59",0,0,0,0
246,152,1500.0,6005,80,"2021/08/09 11:00:00","2021/08/22 23:59:59",0,0,0,0
247,37,2000.0,109,30,"2021/08/28 5:00:00","2021/09/03 4:59:59",0,0,0,0
248,32,3000.0,102,30,"2021/08/28 5:00:00","2021/09/03 4:59:59",0,0,0,0
249,42,3000.0,102,40,"2021/08/28 5:00:00","2021/09/03 4:59:59",0,0,0,0
250,31,2000.0,101,30,"2021/09/03 5:00:00","2021/09/06 4:59:59",0,0,0,0
251,41,2000.0,101,40,"2021/09/03 5:00:00","2021/09/06 4:59:59",0,0,0,0
252,34,2000.0,103,30,"2021/09/06 5:00:00","2021/09/12 4:59:59",0,0,0,0
253,44,2000.0,103,40,"2021/09/06 5:00:00","2021/09/12 4:59:59",0,0,0,0
254,91,1500.0,101,100,"2021/09/06 5:00:00","2021/09/10 4:59:59",0,0,0,0
255,92,1500.0,102,100,"2021/09/06 5:00:00","2021/09/10 4:59:59",0,0,0,0
256,93,1500.0,111,100,"2021/09/06 9:00:00","2021/09/10 4:59:59",0,0,0,0
257,94,1500.0,109,100,"2021/09/06 5:00:00","2021/09/10 4:59:59",0,0,0,0
258,95,1500.0,112,100,"2021/09/06 9:00:00","2021/09/10 4:59:59",0,0,0,0
259,96,1500.0,6004,100,"2021/09/06 9:00:00","2021/09/10 4:59:59",0,0,0,0
260,97,1500.0,6005,100,"2021/09/06 9:00:00","2021/09/10 4:59:59",0,0,0,0
261,251,1500.0,7004,80,"2021/08/23 11:00:00","2021/08/30 23:59:59",0,0,0,0
262,252,1500.0,7005,80,"2021/08/23 11:00:00","2021/08/30 23:59:59",0,0,0,0
263,31,2000.0,101,30,"2021/09/09 5:00:00","2021/09/14 4:59:59",0,0,0,0
264,41,2000.0,101,40,"2021/09/09 5:00:00","2021/09/14 4:59:59",0,0,0,0
265,37,2000.0,109,30,"2021/09/14 5:00:00","2021/09/19 4:59:59",0,0,0,0
266,45,2000.0,104,40,"2021/09/16 5:00:00","2021/09/25 4:59:59",0,0,0,0
267,34,2000.0,103,30,"2021/09/17 5:00:00","2021/09/24 4:59:59",0,0,0,0
268,44,2000.0,103,40,"2021/09/17 5:00:00","2021/09/24 4:59:59",0,0,0,0
269,31,2000.0,101,30,"2021/09/19 5:00:00","2021/09/25 4:59:59",0,0,0,0
270,41,2000.0,101,40,"2021/09/19 5:00:00","2021/09/25 4:59:59",0,0,0,0
271,151,1500.0,6004,80,"2021/09/06 9:00:00","2021/09/20 23:59:59",0,0,0,0
272,152,1500.0,6005,80,"2021/09/06 9:00:00","2021/09/20 23:59:59",0,0,0,0
273,38,2000.0,112,30,"2021/09/14 5:00:00","2021/09/19 4:59:59",0,0,0,0
274,32,2000.0,102,30,"2021/09/25 5:00:00","2021/10/01 4:59:59",0,0,0,0
275,42,2000.0,102,40,"2021/09/25 5:00:00","2021/10/01 4:59:59",0,0,0,0
276,31,2000.0,101,30,"2021/10/01 5:00:00","2021/10/04 4:59:59",0,0,0,0
277,41,2000.0,101,40,"2021/10/01 5:00:00","2021/10/04 4:59:59",0,0,0,0
278,37,2000.0,109,30,"2021/09/30 5:00:00","2021/10/03 4:59:59",0,0,0,0
279,38,2000.0,112,30,"2021/09/30 5:00:00","2021/10/03 4:59:59",0,0,0,0
280,34,2000.0,103,30,"2021/10/04 5:00:00","2021/10/10 4:59:59",0,0,0,0
281,44,2000.0,103,40,"2021/10/04 5:00:00","2021/10/10 4:59:59",0,0,0,0
282,251,1500.0,7004,80,"2021/09/21 11:00:00","2021/09/28 23:59:59",0,0,0,0
283,252,1500.0,7005,80,"2021/09/21 11:00:00","2021/09/28 23:59:59",0,0,0,0
284,31,2000.0,101,30,"2021/10/08 5:00:00","2021/10/13 4:59:59",0,0,0,0
285,41,2000.0,101,40,"2021/10/08 5:00:00","2021/10/13 4:59:59",0,0,0,0
286,37,2000.0,109,30,"2021/10/13 5:00:00","2021/10/18 4:59:59",0,0,0,0
287,38,2000.0,112,30,"2021/10/13 5:00:00","2021/10/18 4:59:59",0,0,0,0
