id,item_type,category,name,max_level,enable_remove,max_possession_num,effect_id_1,shop_start,shop_end,shop_new_disp_end,cost_item_num,shop_open_type,shop_open_id,shop_open_value,sold_price,sort,condition_quest_id
39,1,101,"粉色桌子①",1,1,10,0,"2020-01-01 0:00:00","","",600,0,0,0,300,900105,0
40,1,101,"粉色桌子②",1,1,10,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900104,0
41,1,102,"粉色椅子",1,1,10,0,"2020-01-01 0:00:00","","",300,0,0,0,150,900103,0
42,1,102,"粉色坐凳",1,1,10,0,"2020-01-01 0:00:00","","",300,0,0,0,150,900102,0
43,1,102,"粉色单人沙发",1,1,10,0,"2020-01-01 0:00:00","","",900,0,0,0,450,900101,0
44,1,102,"粉色双人沙发",1,1,10,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900100,0
45,1,104,"粉色床",1,1,10,0,"2020-01-01 0:00:00","","",1500,0,0,0,750,900099,0
46,1,103,"粉色置物柜",1,1,10,0,"2020-01-01 0:00:00","","",600,0,0,0,300,900098,0
47,1,204,"粉色隔断",1,1,10,0,"2020-01-01 0:00:00","","",600,0,0,0,300,900097,0
48,1,201,"粉色地毯",1,1,10,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900096,0
49,4,902,"粉色墙壁",1,1,1,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900095,0
50,3,901,"粉色地板",1,1,1,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900094,0
51,1,101,"白色桌子①",1,1,10,0,"2020-01-01 0:00:00","","",600,0,0,0,300,900093,0
52,1,101,"白色桌子②",1,1,10,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900092,0
53,1,102,"白色椅子",1,1,10,0,"2020-01-01 0:00:00","","",300,0,0,0,150,900091,0
54,1,102,"白色坐凳",1,1,10,0,"2020-01-01 0:00:00","","",300,0,0,0,150,900090,0
55,1,102,"白色单人沙发",1,1,10,0,"2020-01-01 0:00:00","","",900,0,0,0,450,900089,0
56,1,102,"白色双人沙发",1,1,10,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900088,0
57,1,104,"白色床",1,1,10,0,"2020-01-01 0:00:00","","",1500,0,0,0,750,900087,0
58,1,103,"白色置物柜",1,1,10,0,"2020-01-01 0:00:00","","",600,0,0,0,300,900086,0
59,1,204,"白色隔断",1,1,10,0,"2020-01-01 0:00:00","","",600,0,0,0,300,900085,0
60,1,201,"白色地毯",1,1,10,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900084,0
61,4,902,"白色墙壁",1,1,1,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900083,0
62,3,901,"白色地板",1,1,1,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900082,0
63,1,904,"白色楼梯·上行",1,1,3,0,"2020-01-01 0:00:00","","",1500,0,0,0,750,900081,0
64,1,904,"白色楼梯·下行",1,1,3,0,"2020-01-01 0:00:00","","",1500,0,0,0,750,900080,0
65,1,101,"黑色桌子①",1,1,10,0,"2020-01-01 0:00:00","","",600,0,0,0,300,900079,0
66,1,101,"黑色桌子②",1,1,10,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900078,0
67,1,102,"黑色椅子",1,1,10,0,"2020-01-01 0:00:00","","",300,0,0,0,150,900077,0
68,1,102,"黑色坐凳",1,1,10,0,"2020-01-01 0:00:00","","",300,0,0,0,150,900076,0
69,1,102,"黑色单人沙发",1,1,10,0,"2020-01-01 0:00:00","","",900,0,0,0,450,900075,0
70,1,102,"黑色双人沙发",1,1,10,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900074,0
71,1,104,"黑色床",1,1,10,0,"2020-01-01 0:00:00","","",1500,0,0,0,750,900073,0
72,1,103,"黑色置物柜",1,1,10,0,"2020-01-01 0:00:00","","",600,0,0,0,300,900072,0
73,1,204,"黑色隔断",1,1,10,0,"2020-01-01 0:00:00","","",600,0,0,0,300,900071,0
74,1,201,"黑色地毯",1,1,10,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900070,0
75,4,902,"黑色墙壁",1,1,1,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900069,0
76,3,901,"黑色地板",1,1,1,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900068,0
77,1,904,"黑色楼梯·上行",1,1,3,0,"2020-01-01 0:00:00","","",1500,0,0,0,750,900067,0
78,1,904,"黑色楼梯·下行",1,1,3,0,"2020-01-01 0:00:00","","",1500,0,0,0,750,900066,0
79,1,102,"红色单人沙发",1,1,10,0,"2020-01-01 0:00:00","","",900,0,0,0,450,900065,0
80,1,102,"红色双人沙发",1,1,10,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900064,0
81,1,201,"红色地毯",1,1,10,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900063,0
82,3,901,"红绒毯地板",1,1,1,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900062,0
83,1,904,"红绒毯楼梯·上行",1,1,3,0,"2020-01-01 0:00:00","","",1500,0,0,0,750,900061,0
84,1,904,"红绒毯楼梯·下行",1,1,3,0,"2020-01-01 0:00:00","","",1500,0,0,0,750,900060,0
85,1,299,"木桶",1,1,10,0,"2020-01-01 0:00:00","","",300,0,0,0,150,900059,0
86,1,102,"茶色单人沙发",1,1,10,0,"2020-01-01 0:00:00","","",900,0,0,0,450,900058,0
87,1,102,"茶色双人沙发",1,1,10,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900057,0
88,1,203,"观叶植物①",1,1,10,0,"2020-01-01 0:00:00","","",300,0,0,0,150,900056,0
89,1,203,"观叶植物②",1,1,10,0,"2020-01-01 0:00:00","","",300,0,0,0,150,900055,0
90,1,203,"花①",1,1,10,0,"2020-01-01 0:00:00","","",300,0,0,0,150,900054,0
91,1,203,"花②",1,1,10,0,"2020-01-01 0:00:00","","",300,0,0,0,150,900053,0
92,1,199,"暖炉①",1,1,10,0,"2020-01-01 0:00:00","","",600,0,0,0,300,900052,0
93,1,199,"暖炉②",1,1,10,0,"2020-01-01 0:00:00","","",600,0,0,0,300,900051,0
94,1,103,"餐具柜",1,1,10,0,"2020-01-01 0:00:00","","",600,0,0,0,300,900050,0
95,1,103,"药品柜",1,1,10,0,"2020-01-01 0:00:00","","",600,0,0,0,300,900049,0
96,1,103,"瓶架",1,1,10,0,"2020-01-01 0:00:00","","",600,0,0,0,300,900048,0
97,1,299,"座钟①",1,1,10,0,"2020-01-01 0:00:00","","",300,0,0,0,150,900047,0
98,1,299,"座钟②",1,1,10,0,"2020-01-01 0:00:00","","",300,0,0,0,150,900046,0
99,1,199,"钓竿",1,1,10,0,"2020-01-01 0:00:00","","",300,0,0,0,150,900045,0
100,1,299,"猫咪玩偶",1,1,10,0,"2020-01-01 0:00:00","","",300,0,0,0,150,900044,0
101,1,202,"王宫骑士团的装饰铠甲",1,1,10,0,"2020-01-01 0:00:00","","",900,0,0,0,450,900041,0
102,1,202,"白色礼服的人体模型",1,1,10,0,"2020-01-01 0:00:00","","",300,0,0,0,150,900040,0
103,1,202,"粉色礼服的人体模型",1,1,10,0,"2020-01-01 0:00:00","","",300,0,0,0,150,900039,0
104,1,202,"女仆装的人体模型",1,1,10,0,"2020-01-01 0:00:00","","",300,0,0,0,150,900038,0
105,1,202,"石膏雕像①",1,1,10,0,"2020-01-01 0:00:00","","",300,0,0,0,150,900037,0
106,1,202,"石膏雕像②",1,1,10,0,"2020-01-01 0:00:00","","",300,0,0,0,150,900036,0
107,2,202,"壁挂花饰",1,1,10,0,"2020-01-01 0:00:00","","",900,0,0,0,450,900035,0
108,2,202,"挂画①",1,1,10,0,"2020-01-01 0:00:00","","",900,0,0,0,450,900034,0
109,2,202,"挂画②",1,1,10,0,"2020-01-01 0:00:00","","",900,0,0,0,450,900033,0
110,2,202,"壁挂盾牌",1,1,10,0,"2020-01-01 0:00:00","","",900,0,0,0,450,900032,0
111,2,202,"壁挂剑",1,1,10,0,"2020-01-01 0:00:00","","",900,0,0,0,450,900031,0
112,1,204,"扶手①",1,1,10,0,"2020-01-01 0:00:00","","",600,0,0,0,300,900030,0
113,1,204,"扶手②",1,1,10,0,"2020-01-01 0:00:00","","",600,0,0,0,300,900029,0
114,1,204,"彩色玻璃分隔断",1,1,10,0,"2020-01-01 0:00:00","","",600,0,0,0,300,900028,0
115,1,204,"砖砌分隔断",1,1,10,0,"2020-01-01 0:00:00","","",600,0,0,0,300,900027,0
116,4,902,"石板墙壁",1,1,1,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900026,0
117,4,902,"大理石墙壁",1,1,1,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900025,0
118,4,902,"砖墙",1,1,1,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900024,0
119,3,901,"石铺地板",1,1,1,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900023,0
120,3,901,"大理石地板",1,1,1,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900022,0
121,3,901,"砖砌地板",1,1,1,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900021,0
122,3,901,"马赛克瓷砖地板",1,1,1,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900020,0
123,3,901,"黑白瓷砖地板",1,1,1,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900019,0
124,3,901,"红白瓷砖地板",1,1,1,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900018,0
125,5,903,"粉色花押字背景①",1,1,1,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900017,0
126,5,903,"粉色花押字背景②",1,1,1,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900016,0
127,5,903,"蓝色花押字背景①",1,1,1,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900015,0
128,5,903,"蓝色花押字背景②",1,1,1,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900014,0
129,5,903,"黄色花押字背景①",1,1,1,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900013,0
130,5,903,"黄色花押字背景②",1,1,1,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900012,0
131,1,201,"虎皮地毯",1,1,10,0,"2020-01-01 0:00:00","","",1200,0,0,0,600,900043,0
132,1,201,"彩色瓷砖①",1,1,99,0,"2020-01-01 0:00:00","","",120,0,0,0,60,900011,0
133,1,201,"彩色瓷砖②",1,1,99,0,"2020-01-01 0:00:00","","",120,0,0,0,60,900010,0
134,1,201,"彩色瓷砖③",1,1,99,0,"2020-01-01 0:00:00","","",120,0,0,0,60,900009,0
135,1,201,"彩色瓷砖④",1,1,99,0,"2020-01-01 0:00:00","","",120,0,0,0,60,900008,0
136,1,201,"彩色瓷砖⑤",1,1,99,0,"2020-01-01 0:00:00","","",120,0,0,0,60,900007,0
137,1,201,"彩色瓷砖⑥",1,1,99,0,"2020-01-01 0:00:00","","",120,0,0,0,60,900006,0
138,1,201,"彩色瓷砖⑦",1,1,99,0,"2020-01-01 0:00:00","","",120,0,0,0,60,900005,0
139,1,201,"彩色瓷砖⑧",1,1,99,0,"2020-01-01 0:00:00","","",120,0,0,0,60,900004,0
140,1,199,"无限点心桌",16,1,1,2,"2020-01-01 0:00:00","","",500,0,0,0,0,900003,0
141,1,299,"药剂制造机",16,1,1,3,"2020-01-01 0:00:00","","",500,0,0,0,0,900002,0
142,1,299,"玛那制造机",16,1,1,4,"2020-01-01 0:00:00","","",500,0,0,0,0,900001,0
143,1,299,"咖啡店看板",1,1,1,0,"2020-01-01 0:00:00","","",600,0,0,0,300,900042,0
144,1,299,"云海的魔物肉",1,1,1,5,"2020-01-01 0:00:00","","",-1,0,0,0,0,900144,0
145,1,299,"密林的果实",1,1,1,6,"2020-01-01 0:00:00","","",-1,0,0,0,0,900145,0
146,1,299,"断崖的点心",1,1,1,7,"2020-01-01 0:00:00","","",-1,0,0,0,0,900146,0
147,1,299,"沧海淡雪糖",1,1,1,8,"2020-01-01 0:00:00","","",-1,0,0,0,0,900177,0
148,1,299,"粉色几何纹样靠垫",1,1,10,0,"2020-05-07 13:00:00","","",300,0,0,0,150,900155,0
149,1,204,"童话窗帘",1,1,10,0,"2020-05-07 13:00:00","","",600,0,0,0,300,900154,0
150,1,299,"幻想风立柱",1,1,10,0,"2020-05-07 13:00:00","","",600,0,0,0,300,900153,0
151,1,299,"真步喜爱的玩偶",1,1,1,0,"2020-05-07 13:00:00","","",1500,0,0,0,750,900152,0
152,1,299,"自卫团的武器桶",1,1,10,0,"2020-05-07 13:00:00","","",300,0,0,0,150,900151,0
153,1,299,"真琴的秘密宝箱",1,1,10,0,"2020-05-07 13:00:00","","",300,0,0,0,150,900150,0
154,1,199,"童话台灯",1,1,10,0,"2020-05-07 13:00:00","","",300,0,0,0,150,900149,0
155,4,902,"真步真步王国的墙壁",1,1,1,0,"2020-05-07 13:00:00","","",1200,0,0,0,600,900148,0
156,3,901,"彩色几何纹样地板",1,1,1,0,"2020-05-07 13:00:00","","",1200,0,0,0,600,900147,0
157,1,904,"幻想风楼梯·上行",1,1,3,0,"2020-05-07 13:00:00","","",1500,0,0,0,750,900119,0
158,1,904,"幻想风楼梯·下行",1,1,3,0,"2020-05-07 13:00:00","","",1500,0,0,0,750,900118,0
201,1,102,"涂漆椅子",1,1,10,0,"2021-05-01 11:00:00","2021-05-28 23:59:59","",300,0,0,0,150,900156,0
202,1,101,"涂漆桌子",1,1,10,0,"2021-05-01 11:00:00","2021-05-28 23:59:59","",1200,0,0,0,600,900158,0
203,1,102,"涂漆软椅",1,1,10,0,"2021-05-01 11:00:00","2021-05-28 23:59:59","",300,0,0,0,150,900157,0
204,1,201,"榻榻米地板",1,1,4,0,"2021-05-01 11:00:00","2021-05-28 23:59:59","",1200,0,0,0,600,900162,0
205,1,204,"金箔屏风",1,1,10,0,"2021-05-01 11:00:00","2021-05-28 23:59:59","",600,0,0,0,300,900159,0
206,1,299,"置行灯",1,1,10,0,"2021-05-01 11:00:00","2021-05-28 23:59:59","",300,0,0,0,150,900161,0
207,1,199,"便携式茶棚",1,1,10,0,"2021-05-01 11:00:00","2021-05-28 23:59:59","",900,0,0,0,450,900166,0
208,1,299,"神乐铃",1,1,10,0,"2021-05-01 11:00:00","2021-05-28 23:59:59","",600,0,0,0,300,900164,0
209,1,203,"樱花树",1,1,10,0,"2021-05-01 11:00:00","2021-05-28 23:59:59","",1200,0,0,0,600,900165,0
210,4,902,"隔扇画墙壁",1,1,1,0,"2021-05-01 11:00:00","2021-05-28 23:59:59","",1200,0,0,0,600,900163,0
211,3,901,"铺了红色地毯的木质地板",1,1,1,0,"2021-05-01 11:00:00","2021-05-28 23:59:59","",1200,0,0,0,600,900160,0
301,1,102,"软绵绵海绵凳（粉色）",1,1,10,0,"2020-06-23 11:00:00","","",300,0,0,0,150,900171,0
302,1,102,"软绵绵海绵凳（橙色）",1,1,10,0,"2020-06-23 11:00:00","","",300,0,0,0,150,900170,0
303,1,102,"软绵绵海绵凳（紫色）",1,1,10,0,"2020-06-23 11:00:00","","",300,0,0,0,150,900169,0
304,1,101,"画画用儿童桌",1,1,10,0,"2020-06-23 11:00:00","","",1200,0,0,0,600,900173,0
305,1,201,"气球鸟设计地毯",1,1,10,0,"2020-06-23 11:00:00","","",1300,0,0,0,650,900172,0
306,1,299,"神秘水晶套装",1,1,10,0,"2020-06-23 11:00:00","","",600,0,0,0,300,900176,0
307,1,299,"摇摇晃晃的小狮鹫形态快乐木马",1,1,10,0,"2020-06-23 11:00:00","","",900,0,0,0,450,900175,0
308,1,299,"突然跳出东西来的惊吓箱",1,1,10,0,"2020-06-23 11:00:00","","",600,0,0,0,300,900174,0
309,4,902,"儿童艺术墙",1,1,1,0,"2020-06-23 11:00:00","","",1200,0,0,0,600,900168,0
310,3,901,"儿童艺术地板",1,1,1,0,"2020-06-23 11:00:00","","",1200,0,0,0,600,900167,0
401,1,299,"交响乐之星舞台 主单元",1,1,1,0,"2020-07-20 11:00:00","","",5000,0,0,0,2500,900187,0
402,1,299,"交响乐之星舞台 副单元",1,1,2,0,"2020-07-20 11:00:00","","",2500,0,0,0,1250,900186,0
403,1,202,"顶级偶像的人体模型",1,1,10,0,"2020-07-20 11:00:00","","",300,0,0,0,150,900185,0
404,1,204,"分区栏杆",1,1,10,0,"2020-07-20 11:00:00","","",600,0,0,0,300,900180,0
405,1,102,"银白色的长凳",1,1,10,0,"2020-07-20 11:00:00","","",1200,0,0,0,600,900181,0
406,2,202,"人气偶像组合的挂毯",1,1,10,0,"2020-07-20 11:00:00","","",900,0,0,0,450,900182,0
407,1,204,"人气偶像组合的旗帜",1,1,10,0,"2020-07-20 11:00:00","","",600,0,0,0,300,900183,0
408,1,299,"银白色的柱子",1,1,10,0,"2020-07-20 11:00:00","","",600,0,0,0,300,900184,0
409,4,902,"舞台布景的幕布",1,1,1,0,"2020-07-20 11:00:00","","",1200,0,0,0,600,900179,0
410,3,901,"偶像舞场",1,1,1,0,"2020-07-20 11:00:00","","",1200,0,0,0,600,900178,0
501,1,104,"度假风的吊床",1,1,10,0,"2021-07-27 09:00:00","2021-08-23 10:59:59","",1500,0,0,0,750,900201,0
502,1,204,"藤蔓花纹样式的隔板",1,1,10,0,"2021-07-27 09:00:00","2021-08-23 10:59:59","",600,0,0,0,300,900200,0
503,1,102,"度假风的单人沙发",1,1,10,0,"2021-07-27 09:00:00","2021-08-23 10:59:59","",900,0,0,0,450,900199,0
504,1,102,"度假风的双人沙发",1,1,10,0,"2021-07-27 09:00:00","2021-08-23 10:59:59","",1200,0,0,0,600,900198,0
505,1,103,"度假风的餐具柜",1,1,10,0,"2021-07-27 09:00:00","2021-08-23 10:59:59","",600,0,0,0,300,900197,0
506,1,103,"度假风的置物柜",1,1,10,0,"2021-07-27 09:00:00","2021-08-23 10:59:59","",600,0,0,0,300,900196,0
507,1,103,"度假风的衣柜",1,1,10,0,"2021-07-27 09:00:00","2021-08-23 10:59:59","",600,0,0,0,300,900195,0
508,1,102,"度假风的椅子",1,1,10,0,"2021-07-27 09:00:00","2021-08-23 10:59:59","",300,0,0,0,150,900194,0
509,1,102,"度假风的凳子",1,1,10,0,"2021-07-27 09:00:00","2021-08-23 10:59:59","",300,0,0,0,150,900193,0
510,2,103,"白色吊橱",1,1,10,0,"2021-07-27 09:00:00","2021-08-23 10:59:59","",600,0,0,0,300,900192,0
511,1,101,"度假风的桌子①",1,1,10,0,"2021-07-27 09:00:00","2021-08-23 10:59:59","",600,0,0,0,300,900191,0
512,1,101,"度假风的桌子②",1,1,10,0,"2021-07-27 09:00:00","2021-08-23 10:59:59","",1200,0,0,0,600,900190,0
513,4,902,"度假风的墙壁",1,1,1,0,"2021-07-27 09:00:00","2021-08-23 10:59:59","",1200,0,0,0,600,900189,0
514,3,901,"度假风的地板",1,1,1,0,"2021-07-27 09:00:00","2021-08-23 10:59:59","",1200,0,0,0,600,900188,0
601,1,201,"嵌地水族箱",1,1,10,0,"2021-08-23 11:00:00","2021-09-23 23:59:59","",1400,0,0,0,700,900209,0
602,1,299,"软绵绵的海龙",1,1,1,0,"2021-08-23 11:00:00","2021-09-23 23:59:59","",1500,0,0,0,750,900212,0
603,1,299,"蓝色贝壳坐垫",1,1,10,0,"2021-08-23 11:00:00","2021-09-23 23:59:59","",1500,0,0,0,750,900211,0
604,1,102,"海洋风凳子",1,1,10,0,"2021-08-23 11:00:00","2021-09-23 23:59:59","",300,0,0,0,150,900206,0
605,1,204,"海洋风隔板",1,1,10,0,"2021-08-23 11:00:00","2021-09-23 23:59:59","",700,0,0,0,350,900208,0
606,1,202,"珊瑚摆件",1,1,10,0,"2021-08-23 11:00:00","2021-09-23 23:59:59","",300,0,0,0,150,900207,0
607,2,202,"热带鱼贴纸",1,1,10,0,"2021-08-23 11:00:00","2021-09-23 23:59:59","",300,0,0,0,150,900205,0
608,5,903,"海底背景",1,1,1,0,"2021-08-23 11:00:00","2021-09-23 23:59:59","",1200,0,0,0,600,900202,0
609,4,902,"海底墙壁",1,1,1,0,"2021-08-23 11:00:00","2021-09-23 23:59:59","",1200,0,0,0,600,900204,0
610,3,901,"海底地板",1,1,1,0,"2021-08-23 11:00:00","2021-09-23 23:59:59","",1200,0,0,0,600,900203,0
611,1,299,"粉色贝壳坐垫",1,1,10,0,"2021-08-23 11:00:00","2021-09-23 23:59:59","",1500,0,0,0,750,900210,0
612,1,299,"饭团布偶装",1,1,1,0,"2020-08-03 11:00:00","","",-1,0,0,0,0,900213,0
701,1,299,"修炼用的大炮",1,1,10,0,"2020-10-09 11:00:00","","",1000,0,0,0,500,900224,0
702,1,299,"修炼用的木人",1,1,10,0,"2020-10-09 11:00:00","","",600,0,0,0,300,900223,0
703,1,202,"狮子喷水池",1,1,10,0,"2020-10-09 11:00:00","","",600,0,0,0,300,900222,0
704,1,202,"纯的备用铠甲",1,1,10,0,"2020-10-09 11:00:00","","",600,0,0,0,300,900221,0
705,2,202,"茉莉的备用盾牌",1,1,10,0,"2020-10-09 11:00:00","","",300,0,0,0,150,900220,0
706,1,904,"王宫格调的楼梯・上行",1,1,3,0,"2020-10-09 11:00:00","","",1500,0,0,0,750,900219,0
707,1,904,"王宫格调的楼梯・下行",1,1,3,0,"2020-10-09 11:00:00","","",1500,0,0,0,750,900218,0
708,2,202,"优雅的挂毯",1,1,10,0,"2020-10-09 11:00:00","","",600,0,0,0,300,900217,0
709,2,199,"时尚的壁灯",1,1,10,0,"2020-10-09 11:00:00","","",600,0,0,0,300,900216,0
710,4,902,"王宫格调的墙壁",1,1,1,0,"2020-10-09 11:00:00","","",1200,0,0,0,600,900215,0
711,3,901,"王宫格调的地板",1,1,1,0,"2020-10-09 11:00:00","","",1200,0,0,0,600,900214,0
801,1,299,"快乐万圣节竹篮",1,1,10,0,"2021-10-19 11:00:00","2021-11-19 23:59:59","",900,0,0,0,450,900239,0
802,1,101,"万圣节餐桌",1,1,10,0,"2021-10-19 11:00:00","2021-11-19 23:59:59","",1200,0,0,0,600,900238,0
803,1,101,"万圣节圆桌",1,1,10,0,"2021-10-19 11:00:00","2021-11-19 23:59:59","",900,0,0,0,450,900237,0
804,1,299,"特别万圣节台座",1,1,10,0,"2021-10-19 11:00:00","2021-11-19 23:59:59","",600,0,0,0,300,900236,0
805,1,199,"南瓜烛台",1,1,10,0,"2021-10-19 11:00:00","2021-11-19 23:59:59","",300,0,0,0,150,900235,0
806,1,202,"南瓜饰品",1,1,10,0,"2021-10-19 11:00:00","2021-11-19 23:59:59","",600,0,0,0,300,900234,0
807,1,102,"万圣节椅子",1,1,10,0,"2021-10-19 11:00:00","2021-11-19 23:59:59","",300,0,0,0,150,900233,0
808,1,102,"万圣节凳子",1,1,10,0,"2021-10-19 11:00:00","2021-11-19 23:59:59","",300,0,0,0,150,900232,0
809,1,102,"南瓜沙发",1,1,10,0,"2021-10-19 11:00:00","2021-11-19 23:59:59","",900,0,0,0,450,900231,0
810,1,104,"万圣节床",1,1,10,0,"2021-10-19 11:00:00","2021-11-19 23:59:59","",1500,0,0,0,750,900230,0
811,1,103,"南瓜橱柜",1,1,10,0,"2021-10-19 11:00:00","2021-11-19 23:59:59","",600,0,0,0,300,900229,0
812,1,103,"南瓜置物柜",1,1,10,0,"2021-10-19 11:00:00","2021-11-19 23:59:59","",600,0,0,0,300,900228,0
813,1,204,"南瓜隔板",1,1,10,0,"2021-10-19 11:00:00","2021-11-19 23:59:59","",600,0,0,0,300,900227,0
814,4,902,"万圣节墙壁",1,1,1,0,"2021-10-19 11:00:00","2021-11-19 23:59:59","",1200,0,0,0,600,900226,0
815,3,901,"万圣节地板",1,1,1,0,"2021-10-19 11:00:00","2021-11-19 23:59:59","",1200,0,0,0,600,900225,0
816,1,299,"回忆留声机",1,1,1,9,"2020-09-28 9:00:00","","",0,0,0,0,0,900240,0
