music_id,list_name,font_size,pre_shop_start,shop_start,shop_end,story_id,cost_item_num,sort,kana,ios_url,android_url,dmm_url
23,"ツインピッグス",20.0,"","2020/01/01 0:00:00","",-1,1000,23,"ついんぴっぐす","","",""
24,"ヴァンパイアハンターwithイリヤ",20.0,"","2020/01/01 0:00:00","",-1,1000,24,"ヴぁんぱいあはんたーうぃずいりや","","",""
25,"ガルグ",20.0,"","2020/01/01 0:00:00","",-1,1000,25,"がるぐ","","",""
26,"Peaceful*ちゃんぷるー",20.0,"","2020/01/01 0:00:00","",-1,1500,26,"ぴーすふるちゃんぷるー","","",""
27,"レサトパルト",20.0,"","2021/01/08 11:00:00","",-1,1000,27,"れさとぱると","","",""
28,"トワイライトブレイカーズ",20.0,"","2021/01/08 11:00:00","",-1,1000,28,"とわいらいとぶれいかーず","","",""
29,"オラム",20.0,"","2021/01/08 11:00:00","",-1,1000,29,"おらむ","","",""
30,"サイツヨでしょ、でしょ？",20.0,"","2021/01/08 11:00:00","",-1,1500,30,"さいつよでしょでしょ","","",""
31,"氷海の地",20.0,"","2021/01/08 11:00:00","",-1,1000,31,"ひょうかいのち","","",""
32,"氷と雪の世界",20.0,"","2020/01/01 0:00:00","",-1,1000,32,"こおりとゆきのせかい","","",""
33,"爽やかな風",20.0,"","2020/01/01 0:00:00","",-1,1000,33,"さわやかなかぜ","","",""
34,"カルキノス",20.0,"","2020/01/01 0:00:00","",-1,1000,34,"かるきのす","","",""
35,"デンジャラスバカンス！渚のグルメプリンセス",20.0,"","2020/01/01 0:00:00","",-1,1000,35,"でんじゃらすばかんすなぎさのぐるめぷりんせす","","",""
36,"テンタパス",20.0,"","2020/01/01 0:00:00","",-1,1000,36,"てんたぱす","","",""
37,"えがおのマイホーム",20.0,"","2020/01/01 0:00:00","",-1,1500,37,"えがおのまいほーむ","","",""
38,"サジタリウス",20.0,"","2021/01/08 11:00:00","",-1,1000,38,"さじたりうす","","",""
39,"忘却のキャロル",20.0,"","2021/01/08 11:00:00","",-1,1000,39,"ぼうきゃくのきゃろる","","",""
40,"フォギー",20.0,"","2021/01/08 11:00:00","",-1,1000,40,"ふぉぎー","","",""
41,"Ding Dong Holy Night♪",20.0,"","2021/01/08 11:00:00","",-1,1500,41,"でぃんどんほーりーないと","","",""
42,"険しき乾荒原",20.0,"","2020/01/01 0:00:00","",-1,1000,42,"けわしきかんこうげん","","",""
43,"オルレオン",20.0,"","2020/01/01 0:00:00","",-1,1000,43,"おるれおん","","",""
44,"タマキとミフユの無人島0ルピ生活",20.0,"","2020/01/01 0:00:00","",-1,1000,44,"たまきとみふゆのむじんとうぜろるぴせいかつ","","",""
45,"島クジラ",20.0,"","2020/01/01 0:00:00","",-1,1000,45,"しまくじら","","",""
46,"キンキラ☆ハピネス！",18.0,"","2020/01/01 0:00:00","",-1,1500,46,"きんきらはぴねす","","",""
47,"新たな船出",20.0,"","2021/02/01 11:00:00","",-1,1000,47,"あらたなふなで","","",""
48,"アルゲティ",20.0,"","2021/02/01 11:00:00","",-1,1000,48,"あるげてぃ","","",""
49,"新春トゥインクルクライシス！",20.0,"","2021/02/01 11:00:00","",-1,1000,49,"しんしゅんとぅいんくるくらいしす","","",""
50,"邪餅神ガミィ",20.0,"","2021/02/01 11:00:00","",-1,1000,50,"じゃへいしんがみぃ","","",""
51,TwinkleStars,20.0,"","2021/02/01 11:00:00","",-1,1500,51,"とぅいんくるすたーず","","",""
52,"酷熱の砂漠",20.0,"","2020/01/01 0:00:00","",-1,1000,52,"こくねつのさばく","","",""
53,"メデューサ",20.0,"","2020/01/01 0:00:00","",-1,1000,53,"めでゅーさ","","",""
54,"黒鉄の亡霊（ナイトメア）",20.0,"","2020/11/10 11:00:00","",-1,1000,54,"くろがねのないとめあ","","",""
55,"リビングメイル",20.0,"","2020/11/10 11:00:00","",-1,1000,55,"りびんぐめいる","","",""
56,"Aloofness Code",20.0,"","2020/11/10 11:00:00","",-1,1500,56,"あるーふねすこーど","","",""
57,"Absolute Secret",20.0,"","2021/03/30 11:00:00","",2008015,1500,57,"あぶそりゅーとしーくれっと","","",""
58,"アクアリオス",20.0,"","2021/03/30 11:00:00","",-1,1000,58,"あくありおす","","",""
59,"バトルオブバレンタイン！想いぶつかるスウィートバトル",20.0,"","2021/03/30 11:00:00","",-1,1000,59,"ばとるおぶばれんたいんおもいぶつかるすうぃーとばとる","","",""
60,"アグリーラブリー",20.0,"","2021/03/30 11:00:00","",-1,1000,60,"あぐりーらぶりー","","",""
61,"SUPER CHOCOLATE",20.0,"","2021/03/30 11:00:00","",-1,1500,61,"すーぱーちょこれーと","","",""
62,"砂海の中のオアシス",20.0,"","2020/01/01 0:00:00","",-1,1000,62,"さかいのなかのおあしす","","",""
63,"不思議な森",20.0,"","2021/03/30 11:00:00","",-1,1000,63,"ふしぎなもり","","",""
64,"トルペドン",20.0,"","2021/03/30 11:00:00","",-1,1000,64,"とるぺどん","","",""
65,"王都の名探偵　嘆きの追跡者（ストーカー）",20.0,"","2021/03/30 11:00:00","",-1,1000,65,"おうとのめいたんていなげきのすとーかー","","",""
66,"嘆きの女神",20.0,"","2021/03/30 11:00:00","",-1,1000,66,"なげきのめがみ","","",""
67,"未解決な想い",20.0,"","2021/03/30 11:00:00","",-1,1500,67,"みかいけつなおもい","","",""
68,"ロボリマ来襲！王都滅亡までのカウントダウン",20.0,"","2021/06/01 11:00:00","",-1,1000,68,"ろぼりまらいしゅうおうとめつぼうまでのかうんとだうん","","",""
69,"ロボリマ",20.0,"","2021/06/01 11:00:00","",-1,1000,69,"ろぼりま","","",""
70,"ロボリマ~終焉~",20.0,"","2021/06/01 11:00:00","",-1,1000,70,"ろぼりましゅうえん","","",""
71,"アストルムに咲く双輪の華",20.0,"","2021/06/01 11:00:00","",-1,1000,71,"あすとるむにさくそうりんのはな","","",""
72,"コア・ギガース",20.0,"","2021/06/01 11:00:00","",-1,1000,72,"こあぎがーす","","",""
73,"Crossing Destiny",20.0,"","2021/06/01 11:00:00","",-1,1500,73,"くろっしんぐでぃすてぃにー","","",""
74,"岩峰に潜むもの",20.0,"","2021/06/01 11:00:00","",-1,1000,74,"がんほうにひそむもの","","",""
75,"ショーグン道中記　白翼のサムライ",20.0,"","2021/06/28 09:00:00","",-1,1000,75,"しょーぐんどうちゅうきはくよくのさむらい","","",""
76,"アクダイカン",20.0,"","2021/06/28 09:00:00","",-1,1000,76,"あくだいかん","","",""
77,"白翼のグローリエ",20.0,"","2021/06/28 09:00:00","",-1,1500,77,"はくよくのぐろーりえ","","",""
78,"火山の麓",20.0,"","2021/06/01 11:00:00","",-1,1000,78,"かざんのふもと","","",""
79,"厳烈なる荒地",20.0,"","2021/06/01 11:00:00","",-1,1000,79,"げんれつなるあれち","","",""
80,"怠惰の狂人",20.0,"","2021/06/01 11:00:00","",-1,1000,80,"たいだのきょうじん","","",""
81,"鼓の音響く森",20.0,"","2021/07/27 09:00:00","",-1,1000,81,"つづみのおとひびくもり","","",""
82,"スズナレインボーステージ！",20.0,"","2021/07/27 09:00:00","",-1,1000,82,"すずなれいんぼーすてーじ","","",""
83,"雨神様",20.0,"","2021/07/27 09:00:00","",-1,1000,83,"あまがみさま","","",""
84,"背伸びFirst Kiss",20.0,"","2021/07/27 09:00:00","",-1,1500,84,"せのびふぁーすときす","","",""
85,"お兄ちゃん争奪！　シズルのお手伝い",20.0,"","2021/06/01 11:00:00","",-1,1000,85,"おにいちゃんそうだつしずるのおてつだい","","",""
86,"お兄ちゃん争奪！　エリコのお手伝い",20.0,"","2021/06/01 11:00:00","",-1,1000,86,"おにいちゃんそうだつえりこのおてつだい","","",""
87,"真夏のマホマホ王国 波打ち際のソウルサマー！",20.0,"","2021/08/23 11:00:00","",-1,1000,87,"まなつのまほまほおうこくなみうちぎわのそうるさまー","","",""
88,"マジムン",20.0,"","2021/08/23 11:00:00","",-1,1000,88,"まじむん","","",""
89,"We Are Golden",20.0,"","2021/08/23 11:00:00","",-1,1500,89,"うぃーあーごーるでん","","",""
90,"クウカ大回転",20.0,"","2021/09/21 11:00:00","",-1,1000,90,"くうかだいかいてん","","",""
91,"森の臆病者と聖なる学舎の異端児",20.0,"","2021/09/21 11:00:00","",-1,1000,91,"もりのぼっちとせいなるがくしゃのりせえんぬ","","",""
92,"オオドクマンドラゴラ",20.0,"","2021/09/21 11:00:00","",-1,1000,92,"おおどくまんどらごら","","",""
93,"なかよしセンセーション",20.0,"","2021/09/21 11:00:00","",-1,1500,93,"なかよしせんせーしょん","","",""
94,"不穏の根を踏み越えて",20.0,"","2021/10/19 11:00:00","",-1,1000,94,"ふおんのねをふみこえて","","",""
95,"カオリのマブイ式空手道場",20.0,"","2021/10/19 11:00:00","",-1,1000,95,"かおりのまぶいしきからてどうじょう","","",""
96,"リトル・ブレイブ・ハロウィンナイト！",20.0,"","2021/10/19 11:00:00","",-1,1000,96,"りとるぶれいぶはろうぃんないと","","",""
97,"ファントムバロン",20.0,"","2021/10/19 11:00:00","",-1,1000,97,"ふぁんとむばろん","","",""
98,"トリックホリック",20.0,"","2021/10/19 11:00:00","",-1,1500,98,"とりっくほりっく","","",""
99,"泥濘む森の先へ",20.0,"","2021/11/16 11:00:00","",-1,1000,94,"ぬかるむもりのさきへ","","",""
100,"大激戦！しりとりドラゴンズ",20.0,"","2021/11/16 11:00:00","",-1,1000,95,"だいげきせんしりとりどらごんず","","",""
101,"ドラゴンエクスプローラーズ",20.0,"","2021/11/16 11:00:00","",-1,1000,96,"どらごんえくすぷろーらーず","","",""
102,"ドラゴンもどき",20.0,"","2021/11/16 11:00:00","",-1,1000,97,"どらごんもどき","","",""
103,"in flames",20.0,"","2021/11/16 11:00:00","",-1,1500,98,"いんふれいむず","","",""
104,"新たなる力への試練",20.0,"","2021/12/20 11:00:00","",-1,1000,104,"あらたなるちからへのちょうせん","","",""
105,"プレゼントパニック！　ランドソルのサンタたち",20.0,"","2021/12/20 11:00:00","",-1,1000,105,"ぷれぜんとぱにっくらんどそるのさんたたち","","",""
106,"トナカイ・ヴェンデッタ",20.0,"","2021/12/20 11:00:00","",-1,1000,106,"となかいヴぇんでった","","",""
107,"Call Me Darling！",20.0,"","2021/12/20 11:00:00","",-1,1500,107,"こーるみーだーりん","","",""
108,"王都終末決戦",20.0,"","2022/01/14 11:00:00","",2015007,1000,108,"おうとしゅうまつけっせん","","",""
109,"皇帝に仕えし僕との戦い",20.0,"","2022/01/14 11:00:00","",2015007,1000,109,"こうていにつかえししもべとのたたかい","","",""
110,"神たる者との決戦",20.0,"","2022/01/14 11:00:00","",2015007,1000,110,"かみたるものとのけっせん","","",""
111,"激走！　ランドソルギルドレース",20.0,"","2022/01/14 11:00:00","",-1,1000,111,"げきそうらんどそるぎるどれーす","","",""
112,"山神様",20.0,"","2022/01/14 11:00:00","",-1,1000,112,"やまがみさま","","",""
113,"SAI＊KOUスタートダッシュ",20.0,"","2022/01/14 11:00:00","",-1,1500,113,"さいこうすたーとだっしゅ","","",""
114,"大海を望んで",20.0,"","2022/01/14 11:00:00","",-1,1000,114,"たいかいをのぞんで","","",""
115,"魔法少女　二人はミスティ＆ピュアリー",20.0,"","2022/02/14 11:00:00","",-1,1000,115,"まほうしょうじょふたりはみすてぃあんどぴゅありー","","",""
116,"アンチビースト",20.0,"","2022/02/14 11:00:00","",-1,1000,116,"あんちびーすと","","",""
117,"木もれびモンタージュ",20.0,"","2022/02/14 11:00:00","",-1,1500,117,"こもれびもんたーじゅ","","",""
118,"アイドルを目指して！",20.0,"","2022/04/15 11:00:00","",-1,1000,118,"あいどるをめざして","","",""
119,"思い出の足跡",20.0,"","2022/04/15 11:00:00","",-1,1000,119,"おもいでのあしあと","","",""
120,"プリンセスナイト",20.0,"","2022/04/15 11:00:00","",-1,1000,120,"ぷりんせすないと","","",""
121,"授けの財団と聖なる学舎の異端児",20.0,"","2022/04/15 11:00:00","",-1,1000,121,"さずけのえんじぇるとせいなるがくしゃのりせえんぬ","","",""
122,"なかよしＸ",20.0,"","2022/04/15 11:00:00","",-1,1000,122,"なかよしえっくす","","",""
123,"青春スピナー",20.0,"","2022/04/15 11:00:00","",-1,1500,123,"せいしゅんすぴなー","","",""
124,"密林の影に待つは",20.0,"","2022/04/15 11:00:00","",-1,1000,124,"みつりんのかげにまつは","","",""
125,"Mirage Game",20.0,"","2022/04/15 11:00:00","",2101001,1500,125,"みらーじゅげーむ","","",""
126,"Yes！ Precious Harmony！",20.0,"","2022/04/15 11:00:00","",2101014,1500,126,"いえすぷれしゃすはーもにー","","",""
127,"チュウチュウパニック！　チーズお守り大作戦！",20.0,"","2022/05/15 11:00:00","",-1,1000,127,"ちゅうちゅうぱにっくちーずおまもりだいさくせん","","",""
128,"まきばの四農士　貧乏牧場奮闘記！",20.0,"","2022/05/15 11:00:00","",-1,1000,128,"まきばのよんのうしびんぼうぼくじょうふんとうき","","",""
129,"忍びの頭領ハンゾウ",20.0,"","2022/05/15 11:00:00","",-1,1000,129,"しのびのとうりょうはんぞう","","",""
130,"Heartful Place",20.0,"","2022/05/15 11:00:00","",-1,1500,130,"はーとふるぷれいす","","",""
131,"不思議の国のリノ　小さなアリスと希望の絵本",20.0,"","2022/06/14 11:00:00","",-1,1000,131,"ふしぎのくにのにのちいさなありすときぼうのえほん","","",""
132,"黒の王ジャバウォック",20.0,"","2022/06/14 11:00:00","",-1,1000,132,"くろのおうじゃばうぉっく","","",""
133,"フェアリーテイルは夢の中",20.0,"","2022/06/14 11:00:00","",-1,1500,133,"ふぇありーているはゆめのなか","","",""
134,"幽幽たる森",20.0,"","2022/06/14 11:00:00","",-1,1000,134,"ゆうゆうたるもり","","",""
135,"七夕剣客旅情譚　天に流れる夏の恋",20.0,"","2022/07/13 11:00:00","",-1,1000,135,"たなばたけんきゃくりょじょうたんてんにながれるなつのこい","","",""
136,"覚醒・浮気星",20.0,"","2022/07/13 11:00:00","",-1,1000,136,"かくせいうわきぼし","","",""
137,"黄昏太平旅路唄",20.0,"","2022/07/13 11:00:00","",-1,1500,137,"たそがれたいへいたびじうた","","",""
138,"ミサトサマーエール！　夢追う真夏のナイン",20.0,"","2022/08/15 11:00:00","",-1,1000,138,"みさとさまーえーるゆめおうまなつのないん","","",""
139,"渚の暴君・鮫吉",20.0,"","2022/08/15 11:00:00","",-1,1000,139,"なぎさのぼうくんさめきち","","",""
140,"猛訓打撃道！　ミサトのホームランドリル",20.0,"","2022/08/15 11:00:00","",-1,1000,140,"もうくんだげきどうみさとのほーむらんどりる","","",""
141,"目指せホームラン！",20.0,"","2022/08/15 11:00:00","",-1,1000,141,"めざせほーむらん","","",""
142,"ひと夏の思い出",20.0,"","2022/08/15 11:00:00","",-1,1000,142,"ひとなつのおもいで","","",""
143,"あの夏のメモリー",20.0,"","2022/08/15 11:00:00","",-1,1500,143,"あのなつのめもりー","","",""
144,"清らなる川音",20.0,"","2022/08/15 11:00:00","",-1,1000,144,"きよらなるかわおと","","",""
145,"ハッピー・チェンジ・エンジェルズ",20.0,"","2022/09/19 11:00:00","",-1,1000,145,"はっぴーちぇんじえんじぇるず","","",""
146,"暴走のイノセントボウ",20.0,"","2022/09/19 11:00:00","",-1,1000,146,"ぼうそうのいのせんとぼう","","",""
147,"ねぇねぇPlease！",20.0,"","2022/09/19 11:00:00","",-1,1500,147,"ねぇねぇぷりーず","","",""
148,"響け！絶叫！ハロウィンゴーストフェスティバル",20.0,"","2022/10/14 11:00:00","",-1,1000,148,"ひびけぜっきょうはろうぃんごーすとふぇすてぃばる","","",""
149,"叫怖のゴーストファーザー",20.0,"","2022/10/14 11:00:00","",-1,1000,149,"きょうふのごーすとふぁーざー","","",""
150,Paradox,20.0,"","2022/10/14 11:00:00","",-1,1500,150,"ぱらどっくす","","",""
151,"魔法提督ラブリー★モニカ　レッツゴー！マジカルカルテット！",20.0,"","2022/11/21 11:00:00","",-1,1000,151,"まほうていとくらぶりーもにかれっつごーまじかるかるてっと","","",""
152,"アンチビースト de M",20.0,"","2022/11/21 11:00:00","",-1,1000,152,"あんちびーすとどえむ","","",""
153,"輝け！ラブリー★ドリーミー",20.0,"","2022/11/21 11:00:00","",-1,1500,153,"かがやけらぶりーどりーみー","","",""
154,"断崖を超え　山麓を進み",20.0,"","2022/11/21 11:00:00","",-1,1000,154,"だんがいをこえさんろくをすすみ","","",""
155,"デビュタント・シャングリ・ラ　聖夜のラブゲーム",20.0,"","2022/12/21 11:00:00","",-1,1000,155,"でびゅたんとしゃんぐりらせいやのらぶげーむ","","",""
156,"ドミネイテッドスノーマン",20.0,"","2022/12/21 11:00:00","",-1,1000,156,"どみねいてっどすのーまん","","",""
157,"Holy Passion Roses",20.0,"","2022/12/21 11:00:00","",-1,1500,157,"ほーりーぱっしょんろーぜず","","",""
158,"新春グルメプリンセス！　一投にかけた乙女たち",20.0,"","2023/01/17 11:00:00","",-1,1000,158,"しんしゅんぐるめぷりんせすいっとうにかけたおとめたち","","",""
159,"グレートトゥンヌス",20.0,"","2023/01/17 11:00:00","",-1,1000,159,"ぐれーととぅんぬす","","",""
160,"Brand New Sunrise",20.0,"","2023/01/17 11:00:00","",-1,1500,160,"ぶらんにゅーさんらいず","","",""
161,"かけがえのない日常",20.0,"","2023/02/15 11:00:00","",-1,1000,161,"かけがえのないにちじょう","","",""
162,"離別と決意",20.0,"","2023/02/15 11:00:00","",-1,1000,162,"りべつとけつい","","",""
163,"黒風の精霊",20.0,"","2023/02/15 11:00:00","",-1,1000,163,"くろかぜのせいれい","","",""
164,"心想い ～ココロオモイ～",20.0,"","2023/02/15 11:00:00","",-1,1500,164,"こころおもい","","",""
